feature,is_binary,feature_mean,feature_std,zero_fraction,nonzero_fraction,one_fraction,n_unique,is_sparse,feature_type
D23,True,0.9664089576113036,0.1801740388067525,0.03359104238869635,0.9664089576113036,0.9664089576113036,2,False,binary
D24,False,0.05185283924286857,0.13786042919738167,0.8427086110370567,0.1572913889629432,0.003199146894161557,5,False,numeric
D25,False,0.4934078704881365,0.0756923440954409,0.00026659557451346307,0.9997334044254865,0.0,2943,False,numeric
D26,False,0.742170980015196,0.11293088239494398,0.0,1.0,0.00026659557451346307,3280,False,numeric
D27,True,0.5206611570247934,0.49957293420520366,0.4793388429752066,0.5206611570247934,0.5206611570247934,2,False,binary
D28,True,0.8906958144494801,0.3120204810131178,0.10930418555051986,0.8906958144494801,0.8906958144494801,2,False,binary
D29,False,0.06993690573766996,0.1454177785777153,0.7488669688083178,0.25113303119168223,0.0005331911490269261,7,False,numeric
D30,False,0.28270891672887233,0.1351211334775659,0.0,1.0,0.0015995734470807784,3671,False,numeric
D31,False,0.10977540886856839,0.10593236647920759,0.09944014929352173,0.9005598507064783,0.00026659557451346307,1325,False,numeric
D32,False,0.09708349204078912,0.06870443833031767,0.06318315115969075,0.9368168488403092,0.0,1141,False,numeric
D33,False,0.05837715984617435,0.08631985339933211,0.4788056518261797,0.5211943481738203,0.0,387,False,numeric
D34,False,0.025528888848573718,0.04830952593205942,0.6520927752599307,0.3479072247400693,0.0,161,False,numeric
D35,False,0.04800624186750199,0.07850119703660606,0.5675819781391629,0.4324180218608371,0.0,121,False,numeric
D36,False,0.05995360297174087,0.1020693498067504,0.6502266062383364,0.34977339376166355,0.0007997867235403892,72,False,numeric
D37,False,0.0337084552231405,0.10050774908262468,0.8643028525726473,0.1356971474273527,0.00026659557451346307,73,False,numeric
D38,False,0.08733973801093044,0.07537240825540549,0.119168221807518,0.880831778192482,0.00026659557451346307,647,False,numeric
D39,False,0.15488201381604907,0.13980009336074137,0.2316715542521994,0.7683284457478006,0.0,458,False,numeric
D40,False,0.017698999725673153,0.055129395738101335,0.8224473473740336,0.1775526526259664,0.00026659557451346307,74,False,numeric
D41,False,0.00804401514636097,0.033222054274243636,0.8880298587043455,0.1119701412956545,0.00026659557451346307,55,False,numeric
D42,False,0.02256709396614236,0.07244439539212068,0.819248200479872,0.18075179952012796,0.00026659557451346307,70,False,numeric
D43,False,0.0749592340538523,0.09795107940497168,0.37723273793655027,0.6227672620634498,0.00026659557451346307,156,False,numeric
D44,False,0.05278311681844841,0.07733400454594258,0.33964276193015197,0.660357238069848,0.0,200,False,numeric
D45,False,0.17666582652625965,0.1477027060683979,0.1018395094641429,0.8981604905358571,0.0007997867235403892,2610,False,numeric
D46,False,0.48182082054918685,0.14173658043781057,0.0007997867235403892,0.9992002132764596,0.0005331911490269261,3334,False,numeric
D47,False,0.21364873443854973,0.10085705738043081,0.0005331911490269261,0.999466808850973,0.0,3131,False,numeric
D48,False,0.09802074598373768,0.0956724889165322,0.10797120767795254,0.8920287923220475,0.0,732,False,numeric
D49,False,0.05952313812450013,0.07011386671468352,0.3308451079712077,0.6691548920287923,0.0,345,False,numeric
D50,False,0.8397228440789123,0.18411937620626953,0.006398293788323114,0.9936017062116769,0.4332178085843775,26,False,numeric
D51,True,0.23220474540122635,0.4222389153244617,0.7677952545987736,0.23220474540122635,0.23220474540122635,2,False,binary
D52,False,0.7060618536496934,0.42149629797468036,0.16768861636896829,0.8323113836310317,0.6536923487070114,208,False,numeric
D53,False,0.043350912191149026,0.06284671135133109,0.4356171687549987,0.5643828312450013,0.0,202,False,numeric
D54,False,0.05496650334044255,0.07476827161631937,0.2921887496667555,0.7078112503332444,0.0,461,False,numeric
D55,False,0.048949344834444145,0.07689193497497236,0.46920821114369504,0.530791788856305,0.0,356,False,numeric
D56,False,0.08175229542548654,0.10706149383780965,0.4702745934417489,0.5297254065582512,0.0,254,False,numeric
D57,False,0.04810750519168222,0.08552730120906014,0.440415889096241,0.559584110903759,0.0,108,False,numeric
D58,False,0.0516725573556385,0.09537713172001097,0.5611836843508398,0.43881631564916024,0.00026659557451346307,268,False,numeric
D59,False,0.02484178652945881,0.08270248980728115,0.8864302852572647,0.11356971474273526,0.0005331911490269261,24,False,numeric
D60,False,0.027874189022927216,0.06962792569750095,0.6614236203679019,0.33857637963209813,0.0,90,False,numeric
D61,False,0.11246839225086643,0.11736026552483785,0.1279658757664623,0.8720341242335378,0.00026659557451346307,649,False,numeric
D62,False,0.07043947841348974,0.08746305712414293,0.3617701946147694,0.6382298053852306,0.00026659557451346307,149,False,numeric
D63,False,0.05173614940629166,0.0736894467778816,0.41828845641162354,0.5817115435883764,0.0,322,False,numeric
D64,False,0.06420085152092775,0.0973436833965696,0.46920821114369504,0.530791788856305,0.00026659557451346307,307,False,numeric
D65,False,0.05391079970167955,0.06978486721745983,0.23487070114636097,0.765129298853639,0.0,513,False,numeric
D66,False,0.04723783751986137,0.06912192921391407,0.4129565449213543,0.5870434550786457,0.0,273,False,numeric
D67,False,0.1536001724398827,0.10715856646329076,0.12183417755265262,0.8781658224473474,0.0,432,False,numeric
D68,False,0.051127167363369766,0.0744049386368371,0.40015995734470805,0.5998400426552919,0.0,382,False,numeric
D69,False,0.08174407864916021,0.0682373525989798,0.07384697414022927,0.9261530258597708,0.0,989,False,numeric
D70,False,0.5922810073297786,0.12471555910701285,0.0007997867235403892,0.9992002132764596,0.00026659557451346307,71,False,numeric
D71,False,0.07480130216049052,0.08608931208146989,0.3444414822713943,0.6555585177286057,0.00026659557451346307,213,False,numeric
D73,False,0.03237019989096241,0.06802606947061975,0.7091442282058118,0.2908557717941882,0.0,42,False,numeric
D74,False,0.18252933620074646,0.09096646272957765,0.005865102639296188,0.9941348973607038,0.0,2217,False,numeric
D75,False,0.10692762775393229,0.1198160803547721,0.32071447613969606,0.6792855238603039,0.00026659557451346307,517,False,numeric
D76,False,0.07079556310797121,0.07334118239153006,0.13543055185283925,0.8645694481471607,0.0,475,False,numeric
D77,False,0.09966231242122099,0.10650460769980948,0.4662756598240469,0.533724340175953,0.00026659557451346307,7,False,numeric
D78,False,0.031041484433750998,0.049997638165486774,0.16368968275126633,0.8363103172487337,0.00026659557451346307,46,False,numeric
D79,False,0.392581026251133,0.11734590411068378,0.0,1.0,0.0,6,False,numeric
D80,False,0.032548255494801386,0.06915236042242516,0.34310850439882695,0.656891495601173,0.00026659557451346307,1379,False,numeric
D81,False,0.023549275729672088,0.09176500391124565,0.9341508930951746,0.06584910690482539,0.00026659557451346307,4,False,numeric
D82,False,0.07917888563049853,0.14372493554067856,0.7307384697414023,0.2692615302585977,0.0013329778725673154,5,False,numeric
D83,False,0.19254124811943485,0.164385856765034,0.22767262063449747,0.7723273793655026,0.00026659557451346307,10,False,numeric
D84,False,0.06714561459450813,0.0649766322609635,0.04158890962410024,0.9584110903758998,0.00026659557451346307,1347,False,numeric
D85,False,0.00951243269341509,0.0327479046336582,0.8357771260997068,0.16422287390029325,0.0,184,False,numeric
D86,False,0.05145306724580113,0.05571993800834526,0.04798720341242335,0.9520127965875766,0.0,1293,False,numeric
D87,False,0.34784193826153026,0.10184875314766778,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,586,False,numeric
D88,False,0.09889288617568648,0.08073866721256417,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,1446,False,numeric
D89,False,0.5908609018517728,0.059572652492780764,0.0,1.0,0.00026659557451346307,3658,False,numeric
D90,False,0.346853515181285,0.04510085650674428,0.0,1.0,0.0,3356,False,numeric
D91,False,0.4270920080413223,0.04647388900642407,0.00026659557451346307,0.9997334044254865,0.0,3372,False,numeric
D92,False,0.06546062107464676,0.07070848479241133,0.3460410557184751,0.6539589442815249,0.0,13,False,numeric
D93,False,0.04888919526126367,0.058160314018163975,0.3950946414289523,0.6049053585710478,0.0,15,False,numeric
D94,True,0.4332178085843775,0.4955200691291193,0.5667821914156225,0.4332178085843775,0.4332178085843775,2,False,binary
D95,False,0.0032978380301253,0.02319862831698551,0.0007997867235403892,0.9992002132764596,0.0,1333,False,numeric
D96,False,0.12013086285017327,0.08521264564681458,0.051452945881098375,0.9485470541189016,0.00026659557451346307,25,False,numeric
D97,False,0.01730125019514796,0.03965689100826044,0.6939482804585444,0.3060517195414556,0.00026659557451346307,15,False,numeric
D98,False,0.018181818181818177,0.07796396025669142,0.9346840842442016,0.06531591575579845,0.0,5,False,numeric
D99,False,0.5199649393655026,0.1171738322208762,0.0015995734470807784,0.9984004265529193,0.0,2455,False,numeric
D100,False,0.5463927477483338,0.1281758653065951,0.0005331911490269261,0.999466808850973,0.00026659557451346307,444,False,numeric
D101,False,0.08182538043721675,0.11857495922085286,0.0005331911490269261,0.999466808850973,0.0005331911490269261,447,False,numeric
D102,False,0.17109967494028258,0.10750541651916404,0.0,1.0,0.0,2900,False,numeric
D103,False,0.26424796798613703,0.12120276848874476,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,2980,False,numeric
D104,False,0.5749985779474808,0.20621469098042153,0.006664889362836577,0.9933351106371634,0.00026659557451346307,3613,False,numeric
D105,False,0.5133213393620368,0.2050269270688578,0.0,1.0,0.0,3640,False,numeric
D106,False,0.2536274524412157,0.10504486840583938,0.006664889362836577,0.9933351106371634,0.00026659557451346307,3638,False,numeric
D107,False,0.6471386441306318,0.09518113164295199,0.00026659557451346307,0.9997334044254865,0.0,3595,False,numeric
D108,False,0.04594330404398827,0.10710170986723325,0.800853105838443,0.19914689416155693,0.00026659557451346307,7,False,numeric
D109,False,0.02697058563449747,0.08382168854186672,0.8869634764062917,0.11303652359370835,0.0,6,False,numeric
D110,False,0.033368879430285256,0.09134142187909519,0.8552386030391895,0.14476139696081045,0.00026659557451346307,7,False,numeric
D111,False,0.01830622945907758,0.07436386624862262,0.9272194081578246,0.07278059184217542,0.00026659557451346307,7,False,numeric
D112,False,0.024313516395627836,0.09111795260127757,0.9192215409224207,0.08077845907757931,0.0,5,False,numeric
D113,False,0.013116502266062384,0.06770540907213073,0.9549453479072247,0.04505465209277526,0.00026659557451346307,6,True,numeric
D114,False,0.01684884030925087,0.08021424473229574,0.9472140762463344,0.05278592375366569,0.00026659557451346307,6,False,numeric
D115,False,0.0056784857371367636,0.03755045749189974,0.9661423620367902,0.03385763796320981,0.0,6,True,numeric
D116,False,0.007664622767262063,0.05677773832262591,0.9789389496134364,0.021061050386563585,0.00026659557451346307,5,True,numeric
D117,False,0.12794709269768062,0.26572417190807907,0.800853105838443,0.19914689416155693,0.00026659557451346307,746,False,numeric
D118,False,0.04267962042415356,0.1376717017372269,0.8869634764062917,0.11303652359370835,0.0,416,False,numeric
D119,False,0.06223792260383897,0.1753798785875458,0.8552386030391895,0.14476139696081045,0.00026659557451346307,542,False,numeric
D120,False,0.03667989229218875,0.14435490206683857,0.9272194081578246,0.07278059184217542,0.00026659557451346307,274,False,numeric
D121,False,0.042475420782458015,0.15728672952020878,0.9192215409224207,0.08077845907757931,0.00026659557451346307,304,False,numeric
D122,False,0.02172123342468675,0.11031935001897303,0.9549453479072247,0.04505465209277526,0.0,170,True,numeric
D123,False,0.024391549257531325,0.11666115463409593,0.9472140762463344,0.05278592375366569,0.0,199,False,numeric
D124,False,0.015715492708077847,0.09431650816721392,0.9661423620367902,0.03385763796320981,0.0,128,True,numeric
D125,False,0.010407295654492135,0.07859217279947973,0.9789389496134364,0.021061050386563585,0.0,80,True,numeric
D126,False,0.20173753243854972,0.11678366612925226,0.022394028259130897,0.977605971740869,0.0,33,False,numeric
D127,False,0.10748244916422287,0.14927472923161397,0.5777126099706745,0.4222873900293255,0.0010663822980538523,7,False,numeric
D128,False,0.08397961430045323,0.07391374453639665,0.17728605705145295,0.822713942948547,0.00026659557451346307,20,False,numeric
D129,False,0.0230528111986137,0.06824864694715149,0.8496400959744068,0.15035990402559318,0.00026659557451346307,14,False,numeric
D130,False,0.10921209455105305,0.08688915162670519,0.12023460410557185,0.8797653958944281,0.0,26,False,numeric
D131,False,0.15704242928392428,0.10393764878328504,0.07464676086376966,0.9253532391362304,0.00026659557451346307,32,False,numeric
D132,False,0.01903775882697947,0.06856209065532286,0.8933617701946148,0.10663822980538523,0.0,10,False,numeric
D133,False,0.02481704274220208,0.08138766043994725,0.86990135963743,0.13009864036257,0.0,11,False,numeric
D134,False,0.0025130974601439617,0.023011342292962776,0.9762729938683018,0.023727006131698213,0.0,7,True,numeric
D135,False,0.06455056706504932,0.10063505558018762,0.5275926419621434,0.47240735803785655,0.00026659557451346307,13,False,numeric
D136,False,0.1398145678389763,0.13040361191323455,0.31804852039456144,0.6819514796054386,0.0,8,False,numeric
D137,False,0.08399426819514796,0.09041723559922675,0.3324446814182885,0.6675553185817116,0.0,14,False,numeric
D138,False,0.00438535501626233,0.031745931159751,0.9546787523327113,0.045321247667288726,0.00026659557451346307,10,True,numeric
D139,False,0.1113302916089043,0.08639715935025817,0.10077312716608905,0.899226872833911,0.0,27,False,numeric
D140,False,0.022234070914422824,0.08640711744725908,0.9058917621967475,0.09410823780325246,0.00026659557451346307,11,False,numeric
D141,False,0.008491069048253799,0.038714547256016925,0.9181551586243668,0.08184484137563316,0.00026659557451346307,11,False,numeric
D142,False,0.11970141295654492,0.10042855462191734,0.19514796054385497,0.804852039456145,0.0,12,False,numeric
D143,False,0.055830026927752595,0.07313899057058296,0.37056784857371367,0.6294321514262863,0.00026659557451346307,21,False,numeric
D144,False,0.0035220450306584915,0.023181999903269086,0.942415355905092,0.05758464409490802,0.0,11,False,numeric
D145,False,0.13340351496614236,0.1085916610858402,0.144494801386297,0.855505198613703,0.0,38,False,numeric
D146,False,0.1490323697805918,0.15791483356350772,0.20261263663023193,0.797387363369768,0.0,36,False,numeric
D147,False,0.023193814982671288,0.09222238792205655,0.9077579312183418,0.09224206878165822,0.0005331911490269261,11,False,numeric
D148,False,0.0009827512665955746,0.015092310961539332,0.9800053319114903,0.01999466808850973,0.0,8,True,numeric
D149,False,0.026481521797920553,0.05660237179733291,0.653425753132498,0.346574246867502,0.00026659557451346307,20,False,numeric
D150,False,0.1370735396462277,0.1268906168879755,0.24100239936017062,0.7589976006398294,0.0005331911490269261,18,False,numeric
D151,False,0.06228498683204478,0.08136130923583616,0.34710743801652894,0.6528925619834711,0.00026659557451346307,27,False,numeric
D152,False,0.12968437507917888,0.10708899073556462,0.13463076512929886,0.8653692348707012,0.0,40,False,numeric
D153,False,0.01841355193628366,0.07907998926401846,0.9200213276459611,0.07997867235403892,0.0005331911490269261,13,False,numeric
D154,False,0.005916740151159691,0.029002655783593352,0.9109570781125034,0.08904292188749667,0.00026659557451346307,17,False,numeric
D155,False,0.035907099296454276,0.06815655163949086,0.6523593708344442,0.3476406291655558,0.0,14,False,numeric
D156,False,0.028678066828312445,0.0738290294095938,0.8432418021860837,0.15675819781391628,0.0,6,False,numeric
D157,False,0.02072380105518528,0.060180343204977164,0.8184484137563316,0.18155158624366835,0.00026659557451346307,15,False,numeric
D158,False,0.05172732603918955,0.09123594613184928,0.4878699013596374,0.5121300986403625,0.0005331911490269261,36,False,numeric
D159,False,0.03152855840655825,0.04073748933857462,0.46680885097307384,0.5331911490269261,0.0,13,False,numeric
D160,False,0.02576952812956545,0.06411998405705516,0.6888829645427886,0.3111170354572114,0.0005331911490269261,21,False,numeric
D161,False,0.0475039989336177,0.07537823392618706,0.5793121834177553,0.42068781658224474,0.0,12,False,numeric
D162,False,0.10334709856918155,0.0990797495506961,0.2708611037056785,0.7291388962943215,0.0,17,False,numeric
D163,False,0.019541455611836848,0.06473210652741422,0.8781658224473474,0.12183417755265262,0.0,9,False,numeric
D164,False,0.020861103705678487,0.068106250664974,0.8856304985337243,0.11436950146627566,0.00026659557451346307,7,False,numeric
D165,False,0.03585710479338843,0.10084875959294957,0.8571047720607838,0.14289522793921622,0.00026659557451346307,7,False,numeric
D166,False,0.029192215444948016,0.07696613163974027,0.8523060517195414,0.14769394828045854,0.00026659557451346307,6,False,numeric
D167,False,0.07609576323060518,0.08802238216118782,0.418555051986137,0.5814449480138629,0.00026659557451346307,11,False,numeric
D168,False,0.03628953803679019,0.0722447902771168,0.6918155158624367,0.30818448413756333,0.0,11,False,numeric
D169,False,0.024793388429752067,0.11567867371355986,0.9536123700346574,0.046387629965342576,0.003199146894161557,3,True,numeric
D170,True,0.01652892561983471,0.12749792248381414,0.9834710743801653,0.01652892561983471,0.01652892561983471,2,True,binary
D172,False,0.010192177412956544,0.046460415502854596,0.9333511063716342,0.06664889362836576,0.00026659557451346307,246,False,numeric
D173,False,0.06803495171954146,0.09432639688595604,0.4660090642495335,0.5339909357504665,0.0,1435,False,numeric
D174,False,0.013301444343908292,0.07287659289905335,0.9640095974406825,0.035990402559317514,0.0,134,True,numeric
D175,False,0.12616958799813383,0.05728513393581884,0.0,1.0,0.0,1742,False,numeric
D177,False,0.20846885269981338,0.1919493361277785,0.0,1.0,0.00026659557451346307,2658,False,numeric
D178,False,0.8239497546766197,0.04487193020737183,0.0,1.0,0.00026659557451346307,1133,False,numeric
D180,False,0.4448736725958411,0.03447387193150772,0.0,1.0,0.0,1518,False,numeric
D181,False,0.6929257896057051,0.0540785842144797,0.0,1.0,0.00026659557451346307,2622,False,numeric
D182,False,0.1454121368680352,0.11043377194956858,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,991,False,numeric
D183,False,0.9741670958480406,0.02160235686292777,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,454,False,numeric
D185,False,0.04626738018208478,0.10999676644267438,0.8091175686483605,0.19088243135163957,0.00026659557451346307,698,False,numeric
D186,False,0.0813912266606238,0.08470255168479533,0.0,1.0,0.00026659557451346307,190,False,numeric
D187,False,0.8184739998152495,0.05482377948688909,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,571,False,numeric
D189,False,0.3166910172047454,0.045410554817175444,0.0,1.0,0.00026659557451346307,124,False,numeric
D190,False,0.6398009547803253,0.03729114373755358,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,60,False,numeric
D191,False,0.020788488490269263,0.06436177847967035,0.852039456145028,0.147960543854972,0.0,429,False,numeric
D192,False,0.006093242006931485,0.04104042483448422,0.9618768328445748,0.03812316715542522,0.00026659557451346307,134,True,numeric
D194,False,0.28156065980618505,0.38644410476780494,0.6523593708344442,0.3476406291655558,0.00026659557451346307,1116,False,numeric
D195,False,0.13347786971980805,0.28643143269174726,0.8184484137563316,0.18155158624366835,0.0,633,False,numeric
D196,False,0.4788995415329245,0.2953772742622207,0.2684617435350573,0.7315382564649426,0.00026659557451346307,1956,False,numeric
D197,False,0.02819151722474007,0.10935004801829382,0.9333511063716342,0.06664889362836576,0.0,249,False,numeric
D198,False,0.18573259548440416,0.19821179394397873,0.4878699013596374,0.5121300986403625,0.0,1642,False,numeric
D199,False,0.26595481484590777,0.26524497273887115,0.46680885097307384,0.5331911490269261,0.00026659557451346307,1706,False,numeric
D200,False,0.5256194225142629,0.2595651674649112,0.1863503065849107,0.8136496934150893,0.00026659557451346307,2183,False,numeric
D201,False,0.5371532222295388,0.270650284911243,0.0,1.0,0.00026659557451346307,1804,False,numeric
D202,False,0.6456077375414556,0.10798266333910168,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,1712,False,numeric
D203,False,0.17577067000159957,0.20986227115756242,0.00026659557451346307,0.9997334044254865,0.0,650,False,numeric
D204,False,0.49019066711596904,0.31882336004634665,0.0,1.0,0.00026659557451346307,2293,False,numeric
D205,False,0.7840955741962146,0.07415477275130557,0.0,1.0,0.00026659557451346307,1115,False,numeric
D206,False,0.016433905839509464,0.10394182904832076,0.9749400159957344,0.02505998400426553,0.0,92,True,numeric
D207,False,0.6795797427494003,0.07066760257384373,0.00026659557451346307,0.9997334044254865,0.0,1492,False,numeric
D208,False,0.643615459857638,0.13880311984045673,0.0,1.0,0.0,2494,False,numeric
D209,False,0.4021495030162623,0.1952757879403122,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,932,False,numeric
D210,False,0.9138542445542519,0.06187444779187501,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,453,False,numeric
D211,False,0.13083959021620903,0.30433388906147696,0.8432418021860837,0.15675819781391628,0.00026659557451346307,564,False,numeric
D212,False,0.13732300864729408,0.28832147105979106,0.8091175686483605,0.19088243135163957,0.0,698,False,numeric
D213,False,0.02474821092828579,0.14231621580128495,0.9704078912290056,0.029592108770994403,0.0,110,True,numeric
D214,False,0.0500083770842442,0.1424165895003787,0.8856304985337243,0.11436950146627566,0.0,408,False,numeric
D215,False,0.11417168022394028,0.2828141832393028,0.8571047720607838,0.14289522793921622,0.00026659557451346307,513,False,numeric
D216,False,0.10372552455211945,0.1417510825365465,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,541,False,numeric
D217,False,0.5003814879520126,0.09504330020939472,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,554,False,numeric
D218,False,0.42664689976113035,0.3648293795151557,0.418555051986137,0.5814449480138629,0.0,2055,False,numeric
D219,False,0.19752769928019195,0.2978483850563355,0.6918155158624367,0.30818448413756333,0.0,1103,False,numeric
D220,False,0.02187827744041589,0.12760238131096457,0.971207677952546,0.02879232204745401,0.00026659557451346307,107,True,numeric
D221,False,0.05177272930978406,0.0998873560864096,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,109,False,numeric
D222,False,0.9668819117859238,0.15745209856125786,0.00026659557451346307,0.9997334044254865,0.9568115169288189,163,False,numeric
D223,False,0.1143129013663023,0.27514542054912167,0.852039456145028,0.147960543854972,0.0,535,False,numeric
D224,False,0.032418091724340174,0.16339305326419995,0.9618768328445748,0.03812316715542522,0.0,142,True,numeric
D225,False,0.012663289789389496,0.09329492989590908,0.9797387363369768,0.020261263663023193,0.005065315915755798,3,True,numeric
D226,False,0.024393495075446546,0.08248020726128247,0.9024260197280725,0.09757398027192749,0.00026659557451346307,6,False,numeric
D227,False,0.014929352172753933,0.0510198739075725,0.8864302852572647,0.11356971474273526,0.00026659557451346307,8,False,numeric
D228,False,0.02114991559850706,0.0691441719069375,0.8989602772593975,0.10103972274060251,0.0,5,False,numeric
D229,False,0.024326846174353507,0.0874986007986391,0.9162889896027726,0.0837110103972274,0.0010663822980538523,5,False,numeric
D231,False,0.006131698213809651,0.05622765486107632,0.9880031991468942,0.011996800853105838,0.00026659557451346307,3,True,numeric
D233,False,0.016934987927486007,0.04085244410115417,0.0,1.0,0.00026659557451346307,93,False,numeric
D236,False,0.005340782194881365,0.0526753494792215,0.9882697947214076,0.011730205278592375,0.00026659557451346307,45,True,numeric
D237,False,0.018646175280191947,0.09582237226169919,0.9626766195681151,0.03732338043188483,0.00026659557451346307,138,True,numeric
D246,False,0.0049151310327912555,0.0412097044318612,0.9845374566782191,0.015462543321780858,0.00026659557451346307,58,True,numeric
D248,False,0.009686665002665957,0.06836327351216,0.9784057584644095,0.02159424153559051,0.0,82,True,numeric
D249,False,0.01409604604692082,0.05531397266957006,0.9125566515595841,0.08744334844041589,0.00026659557451346307,318,False,numeric
D250,False,0.0064819980837110104,0.054864432154473286,0.9834710743801653,0.01652892561983471,0.00026659557451346307,63,True,numeric
D251,False,0.003732338043188483,0.030862252191676997,0.9853372434017595,0.01466275659824047,0.0,3,True,numeric
D258,False,0.006531591575579846,0.04461086826273358,0.9762729938683018,0.023727006131698213,0.00026659557451346307,4,True,numeric
D259,False,0.004576557367901893,0.03198782775286158,0.9768061850173287,0.023193814982671288,0.0,4,True,numeric
D260,False,0.00639748511810184,0.04653768747616337,0.960277259397494,0.039722740602505996,0.0010663822980538523,9,True,numeric
D261,False,0.004398826979472141,0.03318410531160314,0.9666755531858171,0.03332444681418288,0.00026659557451346307,11,True,numeric
D262,False,0.0033320181300986406,0.02915187168936771,0.9744068248467076,0.025593175153292454,0.00026659557451346307,8,True,numeric
D263,False,0.001882831245001333,0.01456099110061167,0.9794721407624634,0.020527859237536656,0.0,5,True,numeric
D264,False,0.0021660890429218873,0.02596716507624793,0.9893361770194615,0.010663822980538524,0.00026659557451346307,5,True,numeric
D265,False,0.004151273947747267,0.04412333866268306,0.985603838976273,0.014396161023727006,0.0005331911490269261,8,True,numeric
D266,False,0.006264996001066382,0.04502072331255863,0.978139162889896,0.021860837110103972,0.00026659557451346307,4,True,numeric
D267,False,0.004665422553985604,0.04055189481518597,0.9845374566782191,0.015462543321780858,0.00026659557451346307,4,True,numeric
D268,False,0.002021407624633431,0.02675904201089065,0.9880031991468942,0.011996800853105838,0.00026659557451346307,8,True,numeric
D270,False,0.011197014129565449,0.07028472657937933,0.9682751266328979,0.031724873367102106,0.0013329778725673154,5,True,numeric
D272,False,0.006598240469208211,0.05038956093090787,0.9792055451879499,0.02079445481205012,0.0005331911490269261,5,True,numeric
D273,False,0.003399093575046654,0.034226656640279206,0.9888029858704346,0.011197014129565449,0.0,4,True,numeric
D274,False,0.006264996001066382,0.06345338711555856,0.9893361770194615,0.010663822980538524,0.0018661690215942416,3,True,numeric
D278,False,0.007531324980005332,0.046826053688122087,0.9728072513996268,0.027192748600373233,0.0,3,True,numeric
D279,False,0.00719808050786457,0.05530342971013947,0.981604905358571,0.018395094641428952,0.0,3,True,numeric
D280,False,0.006131698213809651,0.04927891375897298,0.9813383097840576,0.018661690215942415,0.00026659557451346307,5,True,numeric
D281,False,0.006998133830978406,0.05416238651271825,0.9802719274860038,0.01972807251399627,0.00026659557451346307,5,True,numeric
