feature,minimum,q01,q05,q25,median,mean,q75,q95,q99,maximum,std,variance,iqr,skewness,kurtosis_fisher,zero_fraction,positive_fraction,unique_values,dominant_value_fraction,positive_mean,positive_median
D20,0.0,0.0,0.024,0.0378,0.0573,0.08201606511676887,0.09634999999999999,0.21925362050000002,0.4331826225,0.895525528,0.07894023787788111,0.006231561156216456,0.05854999999999999,3.7125514431156286,21.310673625951672,0.011197014129565449,0.9888029858704346,1531,0.011197014129565449,0.08294479920544622,0.0578
D21,0.0,0.00211,0.0032,0.0054,0.00811,0.012048941516129032,0.0135,0.03295,0.06345,0.483241492,0.015625974568907987,0.00024417108122815913,0.0081,13.003580298428147,318.4529402477528,0.0007997867235403892,0.9992002132764596,1033,0.00693148493735004,0.012058585812966914,0.00812
D22,0.0,0.0,0.0,0.0,0.0345,0.04536824661556918,0.069,0.137931034,0.275862069,0.896551724,0.06015595866846971,0.003618739363322636,0.069,3.17067089548913,24.84507490175795,0.4238869634764063,0.5761130365235937,17,0.4238869634764063,0.07874886305182785,0.069
D24,0.0,0.0,0.0,0.0,0.0,0.05185283924286857,0.0,0.25,0.75,1.0,0.13787880936267866,0.019010566071269885,0.0,3.37625116418804,13.647801672688857,0.8427086110370567,0.1572913889629432,5,0.8427086110370567,0.32966101694915256,0.25
D25,0.0,0.3150076865,0.379391089,0.4459076145,0.488761253,0.4934078704881365,0.537692933,0.617403085,0.685717233,0.966400018,0.07570243573525581,0.005730858776250536,0.09178531849999999,0.1712369594400625,1.954683130466579,0.00026659557451346307,0.9997334044254865,2943,0.0013329778725673154,0.49353944592026666,0.4887783245
D26,0.0716,0.4293147255,0.539008395,0.6746919520000001,0.759480241,0.742170980015196,0.8236693015000001,0.8977425175,0.932873421,1.0,0.11294593884223372,0.0127567851009536,0.14897734949999997,-0.7869072646640385,0.8718926254806334,0.0,1.0,3280,0.0023993601706211675,0.742170980015196,0.759480241
D29,0.0,0.0,0.0,0.0,0.0,0.06993690573766996,0.166666667,0.333333333,0.666666667,1.0,0.1454371663224288,0.02115196934789782,0.166666667,2.5923480634579,7.665137060779006,0.7488669688083178,0.25113303119168223,7,0.7488669688083178,0.278485491955414,0.166666667
D30,0.03,0.0706,0.109626095,0.19185216,0.25523627,0.28270891672887233,0.34664114999999995,0.532844635,0.72985345,1.0,0.13513914842777963,0.018262589437785453,0.15478898999999996,1.3632402044611247,3.105415251369733,0.0,1.0,3671,0.0039989336177019465,0.28270891672887233,0.25523627
D31,0.0,0.0,0.0,0.0367,0.0856,0.10977540886856839,0.151357321,0.3080385995,0.5346187445,1.0,0.10594648985324263,0.011224658712223246,0.11465732099999998,2.0541218664081615,6.736091523397709,0.09944014929352173,0.9005598507064783,1325,0.09944014929352173,0.12189684981231498,0.0961
D32,0.0,0.0,0.0,0.0517,0.0893,0.09708349204078912,0.127121828,0.20986803199999998,0.341903885,0.817857323,0.06871359831147034,0.004721558592910099,0.075421828,2.087519305237341,11.324018718517488,0.06318315115969075,0.9368168488403092,1141,0.06318315115969075,0.10363124036568012,0.0931
D33,0.0,0.0,0.0,0.0,0.0248,0.05837715984617435,0.100295102,0.21037308,0.381167677,0.802000907,0.08633136194593338,0.007453104055439755,0.100295102,2.5636666259536636,10.410824270439944,0.4788056518261797,0.5211943481738203,387,0.4788056518261797,0.11200650976112532,0.0984
D34,0.0,0.0,0.0,0.0,0.0,0.025528888848573718,0.04,0.1091274315,0.1879478735,0.807170971,0.04831596677282293,0.0023344326451925296,0.04,4.42744401439193,43.13301526180873,0.6520927752599307,0.3479072247400693,161,0.6520927752599307,0.07337843836858238,0.0519
D35,0.0,0.0,0.0,0.0,0.0,0.04800624186750199,0.0588,0.176470578,0.352941156,0.898321267,0.07851166316518222,0.006164081252963031,0.0588,3.161336958899837,17.329879602240513,0.5675819781391629,0.4324180218608371,121,0.5675819781391629,0.11101813393649813,0.0738
D36,0.0,0.0,0.0,0.0,0.0,0.05995360297174087,0.122035183,0.264625105,0.374479479,1.0,0.10208295814622916,0.010420930343884773,0.122035183,2.4406184309993555,9.898333530183026,0.6502266062383364,0.34977339376166355,72,0.6502266062383364,0.1714069853254573,0.16666667
D37,0.0,0.0,0.0,0.0,0.0,0.0337084552231405,0.0,0.2533746985,0.5,1.0,0.10052114922255258,0.010104501441022684,0.0,3.7580382485148296,17.253960073394193,0.8643028525726473,0.1356971474273527,73,0.8643028525726473,0.24840946078978388,0.25
D38,0.0,0.0,0.0,0.0399,0.0761,0.08733973801093044,0.119103669,0.21856609,0.331271328,1.0,0.0753824572399519,0.005682514859533177,0.079203669,2.411396264387676,15.24974392011812,0.119168221807518,0.880831778192482,647,0.119168221807518,0.09915597980599274,0.0843
D39,0.0,0.0,0.0,0.0375,0.125432363,0.15488201381604907,0.247355042,0.412919658,0.5394592015,0.87685656,0.13981873213068763,0.01954927785463298,0.209855042,0.8968677152221773,0.6792584718424974,0.2316715542521994,0.7683284457478006,458,0.2316715542521994,0.20158307905065925,0.181225677
D40,0.0,0.0,0.0,0.0,0.0,0.017698999725673153,0.0,0.111111112,0.222222228,1.0,0.055136745834226,0.0030400607411880383,0.0,7.423814507323153,93.7388623155055,0.8224473473740336,0.1775526526259664,74,0.8224473473740336,0.09968310506156156,0.0728
D41,0.0,0.0,0.0,0.0,0.0,0.00804401514636097,0.0,0.07650000000000001,0.1573623265,1.0,0.03322648358621242,0.0011039992115048434,0.0,10.943076583027775,239.62165192618772,0.8880298587043455,0.1119701412956545,55,0.8880298587043455,0.07184071622380953,0.0502
D42,0.0,0.0,0.0,0.0,0.0,0.02256709396614236,0.0,0.125605662,0.277762551,1.0,0.0724540540009753,0.005249589941176244,0.0,6.255385340147481,57.483593991343916,0.819248200479872,0.18075179952012796,70,0.819248200479872,0.12485128239970503,0.0877
D43,0.0,0.0,0.0,0.0,0.0666,0.0749592340538523,0.133279319,0.266558642,0.399972984,1.0,0.09796413867833215,0.009596972466987493,0.133279319,2.2300714561777752,8.389059051856787,0.37723273793655027,0.6227672620634498,156,0.37723273793655027,0.1203647632431507,0.0789
D44,0.0,0.0,0.0,0.0,0.0346,0.05278311681844841,0.071,0.214918816,0.338810874,0.87167622,0.07734431505922697,0.005982143071980963,0.071,3.2206288063992923,17.436826450334337,0.33964276193015197,0.660357238069848,200,0.33964276193015197,0.07993115510133225,0.0537
D45,0.0,0.0,0.0,0.057050000000000003,0.1517489,0.17666582652625965,0.26524773,0.44433342,0.6130648000000001,1.0,0.14772239844980242,0.021821907003762187,0.20819773000000003,1.0853391285872398,1.7689678044584145,0.1018395094641429,0.8981604905358571,2610,0.1018395094641429,0.1966973924903532,0.16967222
D46,0.0,0.17044618,0.260252225,0.384818645,0.47888228,0.48182082054918685,0.572209925,0.724370125,0.8248983000000001,1.0,0.14175547738882283,0.020094615369733063,0.18739128,0.19825412276627555,0.28042590220415375,0.0007997867235403892,0.9992002132764596,3334,0.0023993601706211675,0.48220648289220913,0.47889534
D47,0.0,0.0354,0.07444999999999999,0.143122649,0.203574997,0.21364873443854973,0.270656507,0.3863892595,0.549689442,0.852197763,0.10087050409169387,0.010174858595712431,0.127533858,1.1410864164213668,3.192155053477972,0.0005331911490269261,0.999466808850973,3131,0.0023993601706211675,0.21376271082395304,0.203720658
D48,0.0,0.0,0.0,0.0293,0.0727,0.09802074598373768,0.137590549,0.27411789200000003,0.44133482599999996,0.957122686,0.09568524439807899,0.009155665995520106,0.10829054900000001,2.165792673538594,8.819850301158722,0.10797120767795254,0.8920287923220475,732,0.10797120767795254,0.1098851817647938,0.08645
D49,0.0,0.0,0.0,0.0,0.0391,0.05952313812450013,0.0949,0.189812616,0.30481300899999997,0.775406633,0.07012321460709418,0.004917265226832588,0.0949,2.5131974219829036,12.728843895220198,0.3308451079712077,0.6691548920287923,345,0.3308451079712077,0.08895270561952191,0.07725
D50,0.0,0.33333334,0.5,0.75,0.85714287,0.8397228440789123,1.0,1.0,1.0,1.0,0.18414392382003186,0.0339089846798377,0.25,-1.3931273201848942,2.511292669419513,0.006398293788323114,0.9936017062116769,26,0.4332178085843775,0.8451302356157767,0.85714287
D52,0.0,0.0,0.0,0.22222222,1.0,0.7060618536496934,1.0,1.0,1.0,1.0,0.4215524937349427,0.17770650497414892,0.77777778,-0.8423513985796262,-1.1492845751383989,0.16768861636896829,0.8323113836310317,208,0.6536923487070114,0.8483145461370916,1.0
D53,0.0,0.0,0.0,0.0,0.0203,0.043350912191149026,0.0608,0.154531814,0.254745555,0.878479603,0.06285509035428163,0.003950762383444908,0.0608,3.4388153260859062,24.799445873887016,0.4356171687549987,0.5643828312450013,202,0.4356171687549987,0.07681118168587624,0.0608
D54,0.0,0.0,0.0,0.0,0.0288,0.05496650334044255,0.06864999999999999,0.19418717,0.35802132,0.80251446,0.07477824005468328,0.0055917851856758394,0.06864999999999999,3.148294040836163,16.55116902664564,0.2921887496667555,0.7078112503332444,461,0.2921887496667555,0.07765700716760827,0.0551
D55,0.0,0.0,0.0,0.0,0.0173,0.048949344834444145,0.0685,0.186601296,0.34439659050000004,0.945098904,0.07690218654957627,0.00591394629610583,0.0685,3.41953915134654,20.582529154498374,0.46920821114369504,0.530791788856305,356,0.46920821114369504,0.09221948391461576,0.0641
D56,0.0,0.0,0.0,0.0,0.0551,0.08175229542548654,0.151635011,0.304252973,0.45637943,0.937500054,0.10707576775212384,0.011465220039706762,0.151635011,1.86998279277108,5.743559459533163,0.4702745934417489,0.5297254065582512,254,0.4702745934417489,0.15432957229038752,0.142348377
D57,0.0,0.0,0.0,0.0,0.0176,0.04810750519168222,0.0351,0.201788736,0.350894373,0.964877986,0.08553870408908003,0.007316869897239195,0.0351,2.9303935902845186,12.070490482922763,0.440415889096241,0.559584110903759,108,0.440415889096241,0.08597010575226298,0.0351
D58,0.0,0.0,0.0,0.0,0.0,0.0516725573556385,0.0667,0.250236456,0.413273518,1.0,0.09538984782322327,0.009099223067737692,0.0667,2.952052390295513,12.605448342207373,0.5611836843508398,0.43881631564916024,268,0.5611836843508398,0.11775441229708382,0.0701
D59,0.0,0.0,0.0,0.0,0.0,0.02484178652945881,0.0,0.157501143,0.40207754,1.0,0.08271351607088688,0.006841525740808862,0.0,4.611889166426146,28.152542807160525,0.8864302852572647,0.11356971474273526,24,0.8864302852572647,0.21873601237558687,0.157501143
D60,0.0,0.0,0.0,0.0,0.0,0.027874189022927216,0.0294,0.147058827,0.352941198,0.794117698,0.0696372088020949,0.004849340849746564,0.0294,4.461002018953864,25.843088000504626,0.6614236203679019,0.33857637963209813,90,0.6614236203679019,0.08232762442913386,0.055
D61,0.0,0.0,0.0,0.017,0.0803,0.11246839225086643,0.160057356,0.33316023,0.515069098,1.0,0.11737591251717787,0.013777104839240193,0.14305735600000002,1.9363536135352828,6.122337655192327,0.1279658757664623,0.8720341242335378,649,0.1279658757664623,0.12897246693151942,0.0915
D62,0.0,0.0,0.0,0.0,0.0427,0.07043947841348974,0.104940402,0.216833361,0.359145078,1.0,0.08747471808774707,0.007651826304530823,0.104940402,2.320684909194326,10.75035199991278,0.3617701946147694,0.6382298053852306,149,0.3617701946147694,0.11036695218421051,0.0764
D63,0.0,0.0,0.0,0.0,0.0338,0.05173614940629166,0.0753,0.179144089,0.33580473,0.745698496,0.073699271382522,0.005431582602314626,0.0753,2.8913946399967805,13.860634567215797,0.41828845641162354,0.5817115435883764,322,0.41828845641162354,0.08893780770989917,0.0635
D64,0.0,0.0,0.0,0.0,0.0101,0.06420085152092775,0.0933,0.249730779,0.40789015250000005,1.0,0.09735666168919398,0.00947831957526417,0.0933,2.3351250817830693,8.479004751592958,0.46920821114369504,0.530791788856305,307,0.46920821114369504,0.12095298546207936,0.0866
D65,0.0,0.0,0.0,0.0173,0.0346,0.05391079970167955,0.0734,0.174910961,0.3303145625,0.833864473,0.06979417124619491,0.0048712263399431814,0.05610000000000001,3.8008903594898493,25.059061733610285,0.23487070114636097,0.765129298853639,513,0.23487070114636097,0.07045972462752613,0.0495
D66,0.0,0.0,0.0,0.0,0.0208,0.04723783751986137,0.0759,0.163244446,0.32347701,0.676523005,0.06913114485680734,0.00477911518921288,0.0759,2.5212169504668487,10.250478641370567,0.4129565449213543,0.5870434550786457,273,0.4129565449213543,0.08046736082515894,0.0542
D67,0.0,0.0,0.0,0.0782,0.135191125,0.1536001724398827,0.230765767,0.3381607685,0.446053619,0.752715469,0.10717285331975893,0.011486020488698562,0.15256576700000002,0.7038735940816934,0.9661831251499708,0.12183417755265262,0.8781658224473474,432,0.12183417755265262,0.17491021457862782,0.156408411
D68,0.0,0.0,0.0,0.0,0.0231,0.051127167363369766,0.0758,0.1940229,0.32449391549999995,0.937500054,0.07441485863403295,0.005537571185523109,0.0758,2.873688431788318,15.006046129980916,0.40015995734470805,0.5998400426552919,382,0.40015995734470805,0.0852346687911111,0.0625
D69,0.0,0.0,0.0,0.0376,0.0674,0.08174407864916021,0.108348882,0.198793897,0.325335893,0.948341979,0.06824645030618627,0.004657577979394752,0.07074888199999999,2.7727275203084067,18.46416400335331,0.07384697414022927,0.9261530258597708,989,0.07384697414022927,0.08826195711370179,0.0753
D70,0.0,0.237039181,0.347256087,0.517375509,0.611300769,0.5922810073297786,0.676521598,0.75441466,0.84833992,1.0,0.12473218673979215,0.015558118408890381,0.15914608900000005,-0.7315772812196422,0.9737176383105219,0.0007997867235403892,0.9992002132764596,71,0.05598507064782725,0.5927550849770543,0.611300769
D71,0.0,0.0,0.0,0.0,0.0624,0.07480130216049052,0.12403311,0.23333595750000002,0.34519576350000003,1.0,0.08610078989127777,0.007413346019901961,0.12403311,1.7885902349954959,7.063250313850954,0.3444414822713943,0.6555585177286057,213,0.3444414822713943,0.11410316567873119,0.0883
D73,0.0,0.0,0.0,0.0,0.0,0.03237019989096241,0.0421,0.144143803,0.263109322,0.736890701,0.06803513900862027,0.004628780139922284,0.0421,3.1269669388760057,14.266034964024517,0.7091442282058118,0.2908557717941882,42,0.7091442282058118,0.11129296039505042,0.0843
D74,0.0,0.0292,0.0659,0.121881235,0.170415093,0.18252933620074646,0.22488115050000002,0.3447056495,0.499198685,0.845545379,0.09097859078279194,0.008277103980822714,0.10299991550000001,1.4206454865077307,4.277030143146411,0.005865102639296188,0.9941348973607038,2217,0.005865102639296188,0.18360620544086886,0.171182788
D75,0.0,0.0,0.0,0.0,0.0792,0.10692762775393229,0.158757243,0.3322666995,0.495455182,1.0,0.1198320547672629,0.014359721349744295,0.158757243,1.7669794294331047,4.963692591523268,0.32071447613969606,0.6792855238603039,517,0.32071447613969606,0.15741190412284145,0.133959763
D76,0.0,0.0,0.0,0.0319,0.0638,0.07079556310797121,0.0957,0.19146242,0.3674488305,0.929902548,0.07335096056401422,0.0053803634156635695,0.0638,3.2312897333032224,20.290857883562367,0.13543055185283925,0.8645694481471607,475,0.13543055185283925,0.0818853398760407,0.0638
D77,0.0,0.0,0.0,0.0,0.166666667,0.09966231242122099,0.166666667,0.166666667,0.5,1.0,0.10651880736758804,0.011346256323013329,0.166666667,1.2030781148414296,4.047082602217532,0.4662756598240469,0.533724340175953,7,0.48413756331644897,0.18672993700899096,0.166666667
D78,0.0,0.0,0.0,0.00676,0.0135,0.031041484433750998,0.0405,0.121621622,0.195945946,1.0,0.05000430407287797,0.00250043042581284,0.03374,6.767438067408371,90.10762575120218,0.16368968275126633,0.8363103172487337,46,0.24793388429752067,0.037117184606630535,0.0203
D79,0.142857143,0.142857143,0.285714286,0.285714286,0.428571429,0.392581026251133,0.428571429,0.571428571,0.714285714,0.857142857,0.11736154918829622,0.013773733227876873,0.14285714300000002,0.4339720489045158,0.3181139657902041,0.0,1.0,6,0.44868035190615835,0.392581026251133,0.428571429
D80,0.0,0.0,0.0,0.0,0.00989,0.032548255494801386,0.0377,0.126856984,0.32512514000000003,1.0,0.06916158012254245,0.004783324165046859,0.0377,6.057816231867752,53.84612891488882,0.34310850439882695,0.656891495601173,1379,0.34310850439882695,0.04954890680235389,0.0237
D81,0.0,0.0,0.0,0.0,0.0,0.023549275729672088,0.0,0.333333333,0.333333333,1.0,0.09177723842952029,0.008423061493749016,0.0,4.134348887707027,18.702193161963148,0.9341508930951746,0.06584910690482539,4,0.9341508930951746,0.3576248310202429,0.333333333
D82,0.0,0.0,0.0,0.0,0.0,0.07917888563049853,0.25,0.25,0.5,1.0,0.14374409758803264,0.02066236559139785,0.25,1.9944024362747323,4.808033918313938,0.7307384697414023,0.2692615302585977,5,0.7307384697414023,0.29405940594059404,0.25
D83,0.0,0.0,0.0,0.111111111,0.111111111,0.19254124811943485,0.333333333,0.555555556,0.666666667,1.0,0.16440777341825652,0.027029915960348778,0.22222222200000002,0.8072032690101801,0.26498667415778376,0.22767262063449747,0.7723273793655026,10,0.2881898160490536,0.24930004200759406,0.222222222
D84,0.0,0.0,0.00686,0.0311,0.0534,0.06714561459450813,0.0774,0.192126499,0.31293260349999996,1.0,0.06498529523443855,0.004223088596707142,0.046299999999999994,3.606654834096235,24.19098809804514,0.04158890962410024,0.9584110903758998,1347,0.04158890962410024,0.07005930468539638,0.0551
D85,0.0,0.0,0.0,0.0,0.0,0.00951243269341509,0.0,0.0821,0.150505271,0.534522536,0.032752270729889,0.001072711237963944,0.0,5.580114651064379,45.641178960641035,0.8357771260997068,0.16422287390029325,184,0.8357771260997068,0.05792392050811689,0.0341
D86,0.0,0.0,0.001395,0.0198,0.0398,0.05145306724580113,0.0651,0.136297642,0.29682202,0.846352625,0.055727366838190726,0.0031055394147182797,0.04530000000000001,4.069621444427964,27.98170831487505,0.04798720341242335,0.9520127965875766,1293,0.04798720341242335,0.054046613060487254,0.0418
D87,0.0,0.1204988605,0.164433248,0.279919551,0.351472058,0.34784193826153026,0.4180104,0.49585219950000003,0.5812894825,1.0,0.10186233207621925,0.010375934696005965,0.13809084900000002,0.04584103613174998,1.2793561607404538,0.00026659557451346307,0.9997334044254865,586,0.046387629965342576,0.34793469611173333,0.351472058
D88,0.0,0.036250000000000004,0.0436,0.0535,0.0589,0.09889288617568648,0.1136365345,0.27465941650000003,0.382098247,1.0,0.08074943165061116,0.0065204707118967226,0.0601365345,2.6664404787416838,11.979119685201649,0.00026659557451346307,0.9997334044254865,1446,0.21994134897360704,0.098919257612,0.05895
D89,0.0357,0.397456142,0.4947781315,0.5622497915,0.595752941,0.5908609018517728,0.6254510360000001,0.6710498144999999,0.7187060625,1.0,0.05958059498364904,0.003549847298605625,0.06320124450000009,-1.1824822820074548,7.560268620597165,0.0,1.0,3658,0.0018661690215942416,0.5908609018517728,0.595752941
D90,0.00865,0.242541348,0.2897634495,0.32640728900000004,0.34642458,0.346853515181285,0.366188017,0.4048425425,0.5129601189999999,0.870249239,0.04510686955343546,0.0020346296809106426,0.03978072799999993,1.7373486460421317,18.21433690335082,0.0,1.0,3356,0.09784057584644094,0.346853515181285,0.34642458
D91,0.0,0.25654103699999997,0.35019976399999997,0.409017465,0.437124456,0.4270920080413223,0.456260601,0.47538431,0.47587281049999997,0.74461719,0.04648008511191209,0.002160398312010592,0.04724313599999996,-2.5701159873235504,13.92340242997074,0.00026659557451346307,0.9997334044254865,3372,0.050653159157557984,0.42720589924346664,0.43712820350000003
D92,0.0,0.0,0.0,0.0,0.0526,0.06546062107464676,0.105263158,0.210526316,0.315789474,0.842105263,0.07071791196194757,0.005001023072257768,0.105263158,2.0354634909885183,9.910007088678192,0.3460410557184751,0.6539589442815249,13,0.3460410557184751,0.10009897662087239,0.105263158
D93,0.0,0.0,0.0,0.0,0.0476,0.04888919526126367,0.0476,0.142857143,0.238095238,0.80952381,0.05816806820978808,0.0033835241592585588,0.0476,2.780669034828401,20.265979128860995,0.3950946414289523,0.6049053585710478,15,0.3950946414289523,0.08082123024460115,0.0476
D95,0.0,1.52e-06,5.23e-06,6.71e-05,0.000335,0.0032978380301253,0.00152,0.007984999999999999,0.045,0.630370448,0.023201721261245232,0.0005383198694845191,0.0014529,18.59503779795248,414.3307216894402,0.0007997867235403892,0.9992002132764596,1333,0.012263396427619302,0.0033004777083778013,0.000335
D96,0.0,0.0,0.0,0.0667,0.1,0.12013086285017327,0.166666667,0.266666667,0.433333333,1.0,0.08522400657555605,0.007263131296790421,0.099966667,2.269200217733519,11.326998798727082,0.051452945881098375,0.9485470541189016,25,0.19914689416155693,0.12664723624255197,0.1
D97,0.0,0.0,0.0,0.0,0.0,0.01730125019514796,0.0263,0.0789,0.157894737,1.0,0.039662178241269504,0.0015730883828422321,0.0263,8.095273573792158,147.43152639919725,0.6939482804585444,0.3060517195414556,15,0.6939482804585444,0.05653047864285714,0.0526
D98,0.0,0.0,0.0,0.0,0.0,0.018181818181818177,0.0,0.2,0.4,0.8,0.07797435475847173,0.006080000000000001,0.0,5.496087287982775,36.9111148962605,0.9346840842442016,0.06531591575579845,5,0.9346840842442016,0.27836734693877563,0.2
D99,0.0,0.189046602,0.309415693,0.451367478,0.528141572,0.5199649393655026,0.588225497,0.7011126905,0.8147726120000001,0.96066186,0.11718945435709932,0.013733368212514665,0.13685801900000005,-0.2021454913423865,1.0593294077519042,0.0015995734470807784,0.9984004265529193,2455,0.011996800853105838,0.5207979940080107,0.528235717
D100,0.0,0.207722376,0.303034269,0.473025591,0.560679836,0.5463927477483338,0.643633995,0.71970664,0.8072202045000001,1.0,0.12819295428278019,0.01643343352774697,0.17060840399999994,-0.539578409346451,0.5006454425839424,0.0005331911490269261,0.999466808850973,444,0.029592108770994403,0.5466842349437183,0.560679836
D101,0.0,1e-06,1e-06,1e-06,0.0315,0.08182538043721675,0.12041288,0.333333667,0.5000005,1.0,0.1185907681615565,0.014063770293148044,0.12041188,2.1081486344448606,5.785655525918667,0.0005331911490269261,0.999466808850973,447,0.4102905891762197,0.08186903228060817,0.0322
D102,0.00235,0.0161,0.0369,0.08895,0.151348114,0.17109967494028258,0.232460432,0.358389367,0.5312102864999999,0.823154127,0.10751974961922361,0.011560496558180536,0.143510432,1.2522628500964637,2.7571514869340703,0.0,1.0,2900,0.0023993601706211675,0.17109967494028258,0.151348114
