feature,feature_index,is_binary,feature_type,mean,std,variance,zero_fraction,nonzero_fraction,one_fraction,n_unique,is_sparse,column_cluster
D1523,1271,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1554,1302,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1566,1314,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1620,1367,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1652,1399,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1657,1404,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1659,1406,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1691,1438,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1715,1461,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1751,1497,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
D1611,1358,True,binary,0.0181284990669154,0.1334161031828479,0.0177998565884963,0.9818715009330844,0.0181284990669154,0.0181284990669154,2,True,1
D1766,1512,True,binary,0.0181284990669154,0.1334161031828479,0.0177998565884963,0.9818715009330844,0.0181284990669154,0.0181284990669154,2,True,1
D1478,1227,True,binary,0.017861903492402,0.1324494465674739,0.0175428558960301,0.982138096507598,0.017861903492402,0.017861903492402,2,True,1
D1601,1348,True,binary,0.017861903492402,0.1324494465674739,0.0175428558960301,0.982138096507598,0.017861903492402,0.017861903492402,2,True,1
D1618,1365,True,binary,0.017861903492402,0.1324494465674739,0.0175428558960301,0.982138096507598,0.017861903492402,0.017861903492402,2,True,1
D1461,1211,True,binary,0.0175953079178885,0.1314751423546034,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
D1514,1262,True,binary,0.0175953079178885,0.1314751423546035,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
D1624,1371,True,binary,0.0175953079178885,0.1314751423546034,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
D1727,1473,True,binary,0.0175953079178885,0.1314751423546035,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
D1582,1330,True,binary,0.0173287123433751,0.1304930192458418,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
D1599,1346,True,binary,0.0173287123433751,0.1304930192458418,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
D1720,1466,True,binary,0.0173287123433751,0.1304930192458419,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
D1737,1483,True,binary,0.0173287123433751,0.1304930192458418,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
D1499,1247,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1674,1421,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1681,1428,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1682,1429,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1686,1433,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1696,1443,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1713,1459,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1747,1493,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
D1477,1226,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1498,1246,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1509,1257,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1695,1442,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1729,1475,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1762,1508,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1772,1518,True,binary,0.0167955211943481,0.1285045978249742,0.0165134316621583,0.983204478805652,0.0167955211943481,0.0167955211943481,2,True,1
D1460,1210,True,binary,0.0165289256198347,0.1274979224838141,0.0162557202376886,0.9834710743801652,0.0165289256198347,0.0165289256198347,2,True,1
D1547,1295,True,binary,0.0165289256198347,0.1274979224838141,0.0162557202376886,0.9834710743801652,0.0165289256198347,0.0165289256198347,2,True,1
D1584,1332,True,binary,0.0165289256198347,0.1274979224838141,0.0162557202376886,0.9834710743801652,0.0165289256198347,0.0165289256198347,2,True,1
D1672,1419,True,binary,0.0165289256198347,0.1274979224838141,0.0162557202376886,0.9834710743801652,0.0165289256198347,0.0165289256198347,2,True,1
D170,168,True,binary,0.0165289256198347,0.1274979224838141,0.0162557202376886,0.9834710743801652,0.0165289256198347,0.0165289256198347,2,True,1
D1538,1286,True,binary,0.0162623300453212,0.1264826733857973,0.0159978666668182,0.9837376699546788,0.0162623300453212,0.0162623300453212,2,True,1
D1578,1326,True,binary,0.0162623300453212,0.1264826733857973,0.0159978666668182,0.9837376699546788,0.0162623300453212,0.0162623300453212,2,True,1
D1637,1384,True,binary,0.0162623300453212,0.1264826733857973,0.0159978666668182,0.9837376699546788,0.0162623300453212,0.0162623300453212,2,True,1
D1643,1390,True,binary,0.0162623300453212,0.1264826733857973,0.0159978666668182,0.9837376699546788,0.0162623300453212,0.0162623300453212,2,True,1
D1679,1426,True,binary,0.0162623300453212,0.1264826733857973,0.0159978666668182,0.9837376699546788,0.0162623300453212,0.0162623300453212,2,True,1
D1709,1455,True,binary,0.0162623300453212,0.1264826733857973,0.0159978666668182,0.9837376699546788,0.0162623300453212,0.0162623300453212,2,True,1
D1454,1204,True,binary,0.0159957344708077,0.1254586423868328,0.0157398709495472,0.9840042655291922,0.0159957344708077,0.0159957344708077,2,True,1
D1479,1228,True,binary,0.0159957344708077,0.1254586423868328,0.0157398709495471,0.9840042655291922,0.0159957344708077,0.0159957344708077,2,True,1
D1528,1276,True,binary,0.0159957344708077,0.1254586423868328,0.0157398709495472,0.9840042655291922,0.0159957344708077,0.0159957344708077,2,True,1
D1588,1336,True,binary,0.0159957344708077,0.1254586423868328,0.0157398709495472,0.9840042655291922,0.0159957344708077,0.0159957344708077,2,True,1
