plot_position,original_row_id,row_cluster,Activity
194,1012,0,0
195,1028,0,0
196,1033,0,0
197,1034,0,0
198,1045,0,0
199,1053,0,0
200,1057,0,0
201,1062,0,1
202,1064,0,1
203,1065,0,1
204,1072,0,0
205,1073,0,1
206,1078,0,1
207,1088,0,1
208,1105,0,1
209,1106,0,1
210,1120,0,0
211,1125,0,1
212,1127,0,1
213,1132,0,1
214,1142,0,1
215,1147,0,1
216,1148,0,0
217,1150,0,1
218,1155,0,0
219,1164,0,1
220,1176,0,1
221,1182,0,1
222,1193,0,0
223,1198,0,1
224,1199,0,1
225,1205,0,0
226,1218,0,1
227,1226,0,1
228,1238,0,0
229,1246,0,0
230,1253,0,1
231,1258,0,1
232,1267,0,1
233,1269,0,1
234,1275,0,0
235,1277,0,1
236,1282,0,0
237,1296,0,0
238,1300,0,1
239,1309,0,0
240,1310,0,1
241,1316,0,1
242,1323,0,1
243,1325,0,1
244,1329,0,1
245,1330,0,1
246,1349,0,0
247,1353,0,1
248,1355,0,1
249,1371,0,1
250,1375,0,1
251,1380,0,1
252,1388,0,0
253,1399,0,1
254,1406,0,1
255,1412,0,1
256,1414,0,0
257,1430,0,0
258,1432,0,1
259,1434,0,1
260,1455,0,1
261,1458,0,1
262,1464,0,1
263,1467,0,1
264,1470,0,1
265,1491,0,0
266,1503,0,1
267,1504,0,1
268,1512,0,1
269,1518,0,0
270,1519,0,0
271,1540,0,1
272,1552,0,0
273,1553,0,1
274,1554,0,1
275,1555,0,1
276,1569,0,0
277,1574,0,1
278,1575,0,1
279,1581,0,1
280,1582,0,1
281,1584,0,1
282,1585,0,1
283,1586,0,1
284,1591,0,0
285,1594,0,1
286,1595,0,1
287,1601,0,0
288,1604,0,1
289,1614,0,1
290,1629,0,1
291,1632,0,1
292,1633,0,1
293,1635,0,1
294,1642,0,0
295,1643,0,1
296,1648,0,0
297,1649,0,1
298,1651,0,1
299,1658,0,1
300,1661,0,1
301,1667,0,1
302,1670,0,0
303,1673,0,1
304,1677,0,1
305,1680,0,1
306,1683,0,1
307,1690,0,1
308,1692,0,1
309,1698,0,0
310,1700,0,0
311,1707,0,1
312,1715,0,1
313,1720,0,0
314,1738,0,1
315,1739,0,1
316,1742,0,1
317,1744,0,0
318,1748,0,0
319,1752,0,0
320,1754,0,0
321,1759,0,1
322,1762,0,1
323,1765,0,1
324,1772,0,0
325,1773,0,1
326,1798,0,1
327,1804,0,0
328,1811,0,1
329,1820,0,1
330,1835,0,1
331,1840,0,0
332,1850,0,0
333,1851,0,1
334,1854,0,1
335,1875,0,0
336,1878,0,0
337,1889,0,0
338,1897,0,1
339,1900,0,1
340,1903,0,1
341,1911,0,0
342,1915,0,1
343,1919,0,0
344,1942,0,0
345,1943,0,0
346,1946,0,0
347,1949,0,1
348,1958,0,1
349,1964,0,1
350,1985,0,1
351,1986,0,1
352,1990,0,0
353,2006,0,1
354,2010,0,0
355,2020,0,1
356,2023,0,0
357,2027,0,1
358,2030,0,1
359,2031,0,1
360,2036,0,0
361,2044,0,1
362,2045,0,1
363,2052,0,1
364,2063,0,0
365,2066,0,0
366,2068,0,1
367,2072,0,0
368,2075,0,1
369,2078,0,1
370,2086,0,0
371,2091,0,1
372,2093,0,1
373,2096,0,0
374,2098,0,1
375,2099,0,0
376,2100,0,1
377,2105,0,1
378,2106,0,1
379,2108,0,0
380,2124,0,1
381,2127,0,1
382,2132,0,1
383,2138,0,0
384,2141,0,1
385,2146,0,0
386,2154,0,1
387,2163,0,0
388,2167,0,1
389,2178,0,1
390,2180,0,1
391,2184,0,1
392,2185,0,1
393,2208,0,1
394,2221,0,0
395,2228,0,1
396,2229,0,1
397,2234,0,0
398,2246,0,0
399,2258,0,1
400,2280,0,0
401,2285,0,0
402,2293,0,0
403,2295,0,0
404,2303,0,0
405,2304,0,1
406,2306,0,1
407,2310,0,1
408,2323,0,0
409,2324,0,1
410,2326,0,0
411,2329,0,1
412,2335,0,1
413,2341,0,1
414,2342,0,1
415,2357,0,1
416,2362,0,0
417,2367,0,0
418,2374,0,0
419,2378,0,0
420,2379,0,1
421,2384,0,0
422,2385,0,1
423,2395,0,0
424,2399,0,1
425,2400,0,1
426,2402,0,0
427,2405,0,1
428,2412,0,1
429,2417,0,1
430,2421,0,1
431,2424,0,1
432,2425,0,0
433,2429,0,0
434,2430,0,1
435,2434,0,1
436,2439,0,0
437,2444,0,1
438,2445,0,0
439,2446,0,1
440,2457,0,0
441,2460,0,1
442,2462,0,1
443,2470,0,1
444,2471,0,1
445,2477,0,1
446,2481,0,0
447,2490,0,1
448,2496,0,0
449,2502,0,0
450,2503,0,1
451,2505,0,1
452,2506,0,0
453,2508,0,0
454,2510,0,1
455,2512,0,1
456,2522,0,0
457,2523,0,0
458,2525,0,1
459,2529,0,0
460,2558,0,0
461,2562,0,0
462,2573,0,0
463,2576,0,0
464,2581,0,1
465,2582,0,1
466,2583,0,0
467,2589,0,1
468,2600,0,0
469,2610,0,1
470,2615,0,1
471,2618,0,1
472,2629,0,1
473,2637,0,1
474,2638,0,1
475,2639,0,0
476,2641,0,1
477,2653,0,1
478,2668,0,1
479,2674,0,1
480,2683,0,0
481,2701,0,1
482,2710,0,0
483,2722,0,0
484,2741,0,1
485,2743,0,1
486,2752,0,0
487,2758,0,0
488,2759,0,1
489,2761,0,0
490,2762,0,1
491,2771,0,0
492,2772,0,1
493,2787,0,1
494,2788,0,0
495,2789,0,1
496,2797,0,0
497,2799,0,1
498,2806,0,1
499,2811,0,1
500,2813,0,0
501,2817,0,0
502,2837,0,0
503,2840,0,0
504,2846,0,1
505,2862,0,0
506,2866,0,1
507,2868,0,1
508,2871,0,0
509,2884,0,0
510,2888,0,0
511,2890,0,1
512,2905,0,1
513,2911,0,0
514,2912,0,1
515,2921,0,0
516,2924,0,0
517,2930,0,0
518,2931,0,0
519,2933,0,0
520,2935,0,0
521,2939,0,0
522,2945,0,1
523,2953,0,1
524,2960,0,1
525,2963,0,0
526,2966,0,1
527,2968,0,1
528,2977,0,0
529,2979,0,0
530,2989,0,0
531,2998,0,1
532,3002,0,1
533,3021,0,1
534,3027,0,0
535,3032,0,1
536,3034,0,0
537,3042,0,1
538,3049,0,1
539,3052,0,1
540,3053,0,0
541,3058,0,0
542,3065,0,0
543,3069,0,0
544,3071,0,1
545,3081,0,1
546,3084,0,1
547,3092,0,1
548,3096,0,0
549,3099,0,0
550,3100,0,1
551,3102,0,1
552,3108,0,0
553,3109,0,1
554,3117,0,1
555,3123,0,1
556,3144,0,0
557,3145,0,1
558,3160,0,1
559,3162,0,0
560,3180,0,1
561,3186,0,1
562,3188,0,1
563,3193,0,1
564,3195,0,0
565,3196,0,1
566,3199,0,1
567,3200,0,0
568,3203,0,0
569,3205,0,1
570,3206,0,1
571,3207,0,1
572,3210,0,0
573,3212,0,0
574,3215,0,1
575,3220,0,0
576,3229,0,0
577,3238,0,1
578,3240,0,1
579,3251,0,0
580,3256,0,0
581,3274,0,1
582,3276,0,0
583,3297,0,1
584,3299,0,1
585,3308,0,0
586,3310,0,1
587,3323,0,1
588,3329,0,0
589,3330,0,1
590,3339,0,1
591,3352,0,1
592,3356,0,0
593,3360,0,1
594,3361,0,0
595,3368,0,1
596,3383,0,1
597,3384,0,0
598,3400,0,0
599,3404,0,1
600,3407,0,0
601,3410,0,1
602,3414,0,1
603,3424,0,0
604,3428,0,0
605,3437,0,1
606,3440,0,0
607,3442,0,1
608,3446,0,0
609,3455,0,1
610,3464,0,1
611,3466,0,1
612,3468,0,1
613,3471,0,0
614,3472,0,1
615,3476,0,1
616,3486,0,1
617,3491,0,1
618,3496,0,0
619,3513,0,1
620,3514,0,0
621,3521,0,1
622,3523,0,1
623,3524,0,1
624,3526,0,1
625,3537,0,0
626,3538,0,0
627,3543,0,0
628,3547,0,0
629,3552,0,0
630,3553,0,1
631,3554,0,1
632,3561,0,0
633,3568,0,0
634,3569,0,1
635,3576,0,0
636,3579,0,1
637,3581,0,1
638,3586,0,0
639,3589,0,1
640,3592,0,1
641,3594,0,0
642,3598,0,1
643,3599,0,1
644,3610,0,1
645,3620,0,1
646,3622,0,1
647,3623,0,0
648,3626,0,1
649,3629,0,0
650,3634,0,0
651,3635,0,1
652,3638,0,0
653,3640,0,0
654,3642,0,1
655,3644,0,0
656,3648,0,0
657,3649,0,1
658,3654,0,1
659,3660,0,0
660,3663,0,1
661,3671,0,0
662,3672,0,1
663,3675,0,0
664,3677,0,1
665,3683,0,1
666,3704,0,0
667,3723,0,0
668,3724,0,1
669,3728,0,1
670,3733,0,0
671,3734,0,1
672,3742,0,0
673,3747,0,1
674,3748,0,0
675,9,1,0
676,11,1,0
677,13,1,1
678,16,1,1
679,19,1,0
680,21,1,1
681,22,1,0
682,23,1,0
683,29,1,1
684,30,1,0
685,31,1,0
686,35,1,1
687,39,1,1
688,40,1,1
689,43,1,0
690,45,1,1
691,49,1,0
692,50,1,1
693,53,1,0
694,58,1,1
695,60,1,0
696,62,1,0
697,64,1,0
698,67,1,1
699,71,1,0
700,73,1,0
701,74,1,1
702,75,1,1
703,84,1,1
704,87,1,0
705,98,1,1
706,102,1,0
707,107,1,1
708,109,1,1
709,114,1,1
710,119,1,1
711,121,1,0
712,122,1,1
713,123,1,0
714,124,1,1
715,126,1,1
716,127,1,0
717,130,1,0
718,134,1,1
719,138,1,0
720,139,1,0
721,141,1,1
722,142,1,1
723,145,1,1
724,151,1,1
725,153,1,1
726,155,1,0
727,158,1,0
728,160,1,0
729,164,1,0
730,168,1,1
731,180,1,0
732,184,1,1
733,187,1,1
734,189,1,0
735,190,1,1
736,197,1,1
737,198,1,0
738,199,1,0
739,207,1,1
740,219,1,1
741,223,1,1
742,225,1,0
743,226,1,0
744,228,1,1
745,234,1,0
746,237,1,0
747,239,1,0
748,247,1,1
749,248,1,0
750,250,1,1
751,253,1,0
752,254,1,1
753,261,1,1
754,266,1,0
755,268,1,1
756,270,1,1
757,273,1,0
758,278,1,1
759,283,1,1
760,288,1,0
761,289,1,0
762,291,1,1
763,292,1,1
764,294,1,1
765,295,1,1
766,296,1,0
767,297,1,1
768,302,1,1
769,303,1,1
770,305,1,0
771,306,1,0
772,309,1,1
773,312,1,0
774,313,1,0
775,314,1,0
776,317,1,1
777,318,1,0
778,319,1,1
779,323,1,1
780,324,1,0
781,326,1,1
782,328,1,1
783,329,1,0
784,330,1,0
785,332,1,1
786,333,1,1
787,340,1,1
788,343,1,0
789,347,1,1
790,350,1,0
791,351,1,0
792,352,1,0
793,354,1,1
794,357,1,0
795,358,1,1
796,361,1,1
797,365,1,1
798,366,1,0
799,368,1,1
800,369,1,1
801,370,1,1
802,372,1,1
803,373,1,1
804,374,1,1
805,378,1,0
806,381,1,0
807,384,1,0
808,387,1,1
809,392,1,1
810,395,1,0
811,397,1,0
812,399,1,0
813,404,1,0
814,411,1,1
815,412,1,1
816,415,1,0
817,418,1,1
818,424,1,1
819,430,1,1
820,432,1,0
821,436,1,0
822,437,1,0
823,438,1,1
824,439,1,1
825,440,1,0
826,444,1,0
827,445,1,1
828,450,1,1
829,456,1,1
830,460,1,1
831,464,1,1
832,466,1,0
833,473,1,0
834,475,1,1
835,477,1,1
836,478,1,0
837,479,1,0
838,480,1,1
839,483,1,1
840,484,1,0
841,486,1,0
842,487,1,0
843,488,1,1
844,490,1,0
845,492,1,1
846,493,1,1
847,496,1,0
848,501,1,0
849,502,1,0
850,506,1,1
851,508,1,1
852,509,1,1
853,518,1,0
854,523,1,0
855,524,1,1
856,526,1,1
857,527,1,1
858,532,1,1
859,540,1,0
860,542,1,1
861,543,1,1
862,544,1,0
863,549,1,0
864,552,1,0
865,555,1,1
866,563,1,0
867,564,1,1
868,569,1,1
869,570,1,1
870,581,1,1
871,583,1,0
872,584,1,0
873,585,1,1
874,588,1,0
875,589,1,1
876,590,1,1
877,594,1,0
878,597,1,1
879,599,1,1
880,600,1,0
881,602,1,1
882,603,1,1
883,604,1,1
884,608,1,0
885,610,1,1
886,618,1,1
887,621,1,0
888,622,1,1
889,625,1,0
890,628,1,0
891,632,1,1
892,637,1,1
893,640,1,0
894,641,1,0
895,643,1,1
896,657,1,1
897,660,1,1
898,661,1,1
899,663,1,1
900,665,1,0
901,671,1,1
902,672,1,1
903,674,1,1
904,676,1,1
905,679,1,0
906,681,1,1
907,682,1,0
908,685,1,0
909,687,1,1
910,689,1,1
911,692,1,1
912,694,1,1
913,702,1,0
914,708,1,0
915,712,1,1
916,714,1,1
917,717,1,0
918,718,1,1
919,721,1,0
920,723,1,1
921,724,1,0
922,726,1,1
923,727,1,1
924,729,1,1
925,731,1,1
926,736,1,1
927,738,1,1
928,739,1,1
929,740,1,1
930,742,1,0
931,744,1,1
932,749,1,0
933,750,1,0
934,752,1,1
935,756,1,1
936,757,1,1
937,762,1,0
938,763,1,0
939,764,1,0
940,768,1,0
941,769,1,0
942,770,1,1
943,771,1,0
944,772,1,0
945,775,1,1
946,776,1,0
947,778,1,1
948,782,1,1
949,786,1,1
950,788,1,1
951,789,1,1
952,790,1,0
953,796,1,1
954,797,1,1
955,800,1,1
956,802,1,0
957,804,1,1
958,805,1,1
959,807,1,0
960,818,1,0
961,820,1,1
962,825,1,1
963,830,1,1
964,832,1,1
965,837,1,0
966,841,1,1
967,844,1,1
968,847,1,0
969,849,1,1
970,861,1,0
971,862,1,0
972,866,1,1
973,868,1,0
974,874,1,1
975,877,1,0
976,886,1,1
977,888,1,1
978,891,1,0
979,899,1,1
980,900,1,0
981,901,1,0
982,902,1,0
983,905,1,1
984,912,1,0
985,914,1,1
986,916,1,0
987,918,1,1
988,920,1,1
989,923,1,0
990,926,1,1
991,930,1,0
992,935,1,0
993,941,1,0
994,942,1,1
995,944,1,1
996,959,1,0
997,960,1,0
998,963,1,1
999,964,1,0
1000,967,1,0
1001,970,1,0
1002,971,1,1
1003,972,1,0
1004,973,1,0
1005,975,1,1
1006,986,1,0
1007,987,1,0
1008,992,1,0
1009,998,1,0
1010,999,1,0
1011,1003,1,1
1012,1008,1,0
1013,1009,1,0
1014,1010,1,1
1015,1015,1,0
1016,1017,1,0
1017,1020,1,1
1018,1021,1,1
1019,1024,1,0
1020,1026,1,0
1021,1027,1,1
1022,1030,1,1
1023,1031,1,1
1024,1032,1,0
1025,1037,1,1
1026,1040,1,0
1027,1043,1,1
1028,1047,1,0
1029,1052,1,0
1030,1054,1,1
1031,1056,1,1
1032,1058,1,0
1033,1059,1,1
1034,1069,1,1
1035,1074,1,0
1036,1075,1,1
1037,1076,1,1
1038,1077,1,0
1039,1080,1,1
1040,1081,1,0
1041,1084,1,1
1042,1085,1,1
1043,1086,1,0
1044,1093,1,1
1045,1094,1,1
1046,1097,1,0
1047,1102,1,1
1048,1107,1,0
1049,1108,1,1
1050,1111,1,0
1051,1112,1,0
1052,1113,1,0
1053,1117,1,1
1054,1119,1,1
1055,1122,1,0
1056,1123,1,0
1057,1126,1,1
1058,1128,1,1
1059,1129,1,1
1060,1136,1,1
1061,1138,1,0
1062,1141,1,1
1063,1153,1,1
1064,1157,1,1
1065,1158,1,0
1066,1159,1,1
1067,1160,1,0
1068,1165,1,1
1069,1167,1,1
1070,1172,1,1
1071,1173,1,1
1072,1174,1,1
1073,1183,1,0
1074,1188,1,1
1075,1189,1,0
1076,1190,1,1
1077,1194,1,1
1078,1195,1,0
1079,1197,1,1
1080,1204,1,1
1081,1207,1,0
1082,1208,1,1
1083,1215,1,0
1084,1220,1,1
1085,1223,1,0
1086,1224,1,1
1087,1225,1,1
1088,1228,1,1
1089,1229,1,1
1090,1232,1,0
1091,1233,1,1
1092,1235,1,1
1093,1237,1,1
1094,1239,1,1
1095,1241,1,0
1096,1242,1,1
1097,1243,1,1
1098,1245,1,1
1099,1248,1,1
1100,1251,1,0
1101,1259,1,1
1102,1260,1,1
1103,1261,1,0
1104,1262,1,0
1105,1264,1,1
1106,1266,1,1
1107,1270,1,1
1108,1271,1,1
1109,1276,1,1
1110,1279,1,1
1111,1280,1,1
1112,1283,1,1
1113,1289,1,1
1114,1290,1,1
1115,1292,1,0
1116,1293,1,0
1117,1303,1,0
1118,1305,1,0
1119,1307,1,1
1120,1311,1,1
1121,1312,1,1
1122,1313,1,1
1123,1322,1,0
1124,1324,1,0
1125,1331,1,1
1126,1332,1,1
1127,1339,1,1
1128,1340,1,0
1129,1341,1,0
1130,1342,1,0
1131,1343,1,1
1132,1352,1,1
1133,1362,1,1
1134,1367,1,0
1135,1368,1,1
1136,1369,1,0
1137,1370,1,0
1138,1373,1,0
1139,1374,1,1
1140,1376,1,0
1141,1377,1,1
1142,1378,1,1
1143,1381,1,1
1144,1383,1,1
1145,1384,1,0
1146,1385,1,0
1147,1387,1,1
1148,1389,1,0
1149,1391,1,0
1150,1393,1,0
1151,1394,1,0
1152,1396,1,0
1153,1397,1,1
1154,1398,1,1
1155,1407,1,0
1156,1408,1,0
1157,1411,1,1
1158,1413,1,1
1159,1421,1,0
1160,1422,1,0
1161,1423,1,0
1162,1424,1,0
1163,1427,1,1
1164,1428,1,1
1165,1429,1,0
1166,1431,1,1
1167,1433,1,1
1168,1436,1,1
1169,1438,1,1
1170,1439,1,1
1171,1441,1,1
1172,1449,1,0
1173,1451,1,1
1174,1457,1,0
1175,1460,1,0
1176,1462,1,1
1177,1463,1,0
1178,1465,1,0
1179,1466,1,0
1180,1468,1,0
1181,1469,1,1
1182,1471,1,1
1183,1472,1,1
1184,1473,1,1
1185,1474,1,0
1186,1475,1,0
1187,1476,1,0
1188,1477,1,0
1189,1484,1,0
1190,1489,1,1
1191,1490,1,0
1192,1496,1,1
1193,1497,1,1
1194,1498,1,1
1195,1502,1,1
1196,1505,1,1
1197,1506,1,0
1198,1507,1,1
1199,1510,1,0
1200,1514,1,0
1201,1515,1,1
1202,1516,1,1
1203,1525,1,1
1204,1526,1,0
1205,1527,1,1
1206,1528,1,1
1207,1535,1,1
1208,1536,1,1
1209,1538,1,1
1210,1539,1,0
1211,1541,1,1
1212,1543,1,1
1213,1544,1,1
1214,1546,1,0
1215,1549,1,1
1216,1550,1,0
1217,1556,1,1
1218,1557,1,0
1219,1561,1,0
1220,1563,1,0
1221,1564,1,0
1222,1565,1,1
1223,1567,1,1
1224,1570,1,0
1225,1573,1,0
1226,1576,1,0
1227,1578,1,1
1228,1592,1,0
1229,1593,1,1
1230,1596,1,0
1231,1597,1,0
1232,1602,1,1
1233,1603,1,0
1234,1605,1,1
1235,1606,1,0
1236,1607,1,0
1237,1608,1,0
1238,1611,1,1
1239,1613,1,0
1240,1615,1,0
1241,1616,1,0
1242,1621,1,0
1243,1623,1,1
1244,1630,1,0
1245,1631,1,1
1246,1636,1,0
1247,1638,1,0
1248,1639,1,1
1249,1640,1,0
1250,1650,1,1
1251,1652,1,1
1252,1653,1,1
1253,1660,1,0
1254,1663,1,1
1255,1666,1,1
1256,1672,1,1
1257,1674,1,0
1258,1675,1,1
1259,1676,1,0
1260,1678,1,1
1261,1682,1,1
1262,1684,1,1
1263,1689,1,0
1264,1693,1,1
1265,1696,1,0
1266,1701,1,1
1267,1704,1,0
1268,1706,1,0
1269,1713,1,0
1270,1716,1,1
1271,1722,1,0
1272,1724,1,1
1273,1731,1,1
1274,1732,1,0
1275,1735,1,1
1276,1737,1,0
1277,1740,1,1
1278,1749,1,0
1279,1750,1,0
1280,1757,1,1
1281,1760,1,1
1282,1763,1,1
1283,1764,1,1
1284,1767,1,1
1285,1770,1,0
1286,1776,1,1
1287,1778,1,1
1288,1780,1,0
1289,1781,1,1
1290,1786,1,1
1291,1787,1,1
1292,1792,1,1
1293,1793,1,0
1294,1795,1,0
1295,1800,1,1
1296,1801,1,1
1297,1805,1,1
1298,1806,1,1
1299,1810,1,0
1300,1816,1,1
1301,1819,1,1
1302,1821,1,1
1303,1824,1,0
1304,1827,1,1
1305,1829,1,0
1306,1831,1,0
1307,1837,1,1
1308,1838,1,1
1309,1841,1,0
1310,1843,1,0
1311,1849,1,1
1312,1852,1,0
1313,1853,1,0
1314,1856,1,1
1315,1857,1,1
1316,1858,1,0
1317,1860,1,1
1318,1861,1,1
1319,1865,1,0
1320,1866,1,0
1321,1868,1,1
1322,1870,1,1
1323,1872,1,1
1324,1873,1,0
1325,1876,1,1
1326,1877,1,1
1327,1880,1,1
1328,1882,1,0
1329,1883,1,0
1330,1884,1,1
1331,1888,1,1
1332,1891,1,0
1333,1892,1,0
1334,1893,1,1
1335,1894,1,0
1336,1895,1,1
1337,1898,1,0
1338,1899,1,0
1339,1901,1,1
1340,1902,1,1
1341,1907,1,1
1342,1909,1,1
1343,1910,1,1
1344,1912,1,1
1345,1913,1,1
1346,1916,1,0
1347,1917,1,1
1348,1918,1,0
1349,1921,1,1
1350,1923,1,0
1351,1924,1,1
1352,1925,1,1
1353,1929,1,1
1354,1939,1,0
1355,1947,1,0
1356,1950,1,1
1357,1951,1,0
1358,1953,1,0
1359,1954,1,0
1360,1956,1,1
1361,1957,1,1
1362,1962,1,1
1363,1967,1,1
1364,1968,1,1
1365,1972,1,1
1366,1974,1,0
1367,1976,1,1
1368,1980,1,1
1369,1982,1,1
1370,1983,1,1
1371,1984,1,1
1372,1989,1,1
1373,1991,1,0
1374,1993,1,1
1375,1996,1,0
1376,1997,1,0
1377,1998,1,0
1378,2001,1,1
1379,2003,1,0
1380,2005,1,1
1381,2008,1,1
1382,2011,1,1
1383,2014,1,1
1384,2015,1,0
1385,2016,1,1
1386,2019,1,1
1387,2022,1,0
1388,2026,1,0
1389,2029,1,1
1390,2032,1,0
1391,2034,1,1
1392,2041,1,1
1393,2043,1,1
1394,2046,1,1
1395,2049,1,1
1396,2050,1,1
1397,2051,1,1
1398,2053,1,1
1399,2060,1,1
1400,2071,1,0
1401,2073,1,1
1402,2079,1,0
1403,2082,1,1
1404,2083,1,0
1405,2084,1,1
1406,2085,1,1
1407,2087,1,0
1408,2088,1,1
1409,2092,1,0
1410,2094,1,1
1411,2095,1,0
1412,2101,1,1
1413,2103,1,1
1414,2104,1,1
1415,2107,1,1
1416,2109,1,0
1417,2112,1,0
1418,2113,1,1
1419,2114,1,0
1420,2117,1,1
1421,2120,1,0
1422,2125,1,0
1423,2140,1,0
1424,2144,1,1
1425,2149,1,1
1426,2151,1,1
1427,2153,1,1
1428,2156,1,0
1429,2157,1,1
1430,2159,1,1
1431,2162,1,1
1432,2164,1,1
1433,2165,1,1
1434,2171,1,0
1435,2174,1,1
1436,2175,1,0
1437,2177,1,1
1438,2181,1,1
1439,2186,1,1
1440,2187,1,0
1441,2189,1,1
1442,2190,1,0
1443,2191,1,0
1444,2196,1,0
1445,2197,1,1
1446,2198,1,1
1447,2201,1,0
1448,2202,1,1
1449,2209,1,0
1450,2211,1,0
1451,2213,1,0
1452,2216,1,1
1453,2223,1,0
1454,2226,1,0
1455,2227,1,1
1456,2232,1,1
1457,2233,1,1
1458,2236,1,0
1459,2238,1,0
1460,2239,1,1
1461,2240,1,0
1462,2241,1,1
1463,2243,1,1
1464,2245,1,0
1465,2251,1,1
1466,2253,1,1
1467,2256,1,1
1468,2259,1,1
1469,2264,1,0
1470,2268,1,1
1471,2269,1,0
1472,2271,1,1
1473,2272,1,1
1474,2275,1,0
1475,2277,1,0
1476,2279,1,1
1477,2281,1,0
1478,2283,1,0
1479,2286,1,1
1480,2291,1,1
1481,2296,1,1
1482,2301,1,1
1483,2305,1,0
1484,2311,1,0
1485,2313,1,0
1486,2317,1,1
1487,2319,1,1
1488,2321,1,1
1489,2325,1,0
1490,2327,1,1
1491,2328,1,0
1492,2333,1,0
1493,2337,1,1
1494,2343,1,1
1495,2351,1,0
1496,2358,1,0
1497,2361,1,0
1498,2368,1,0
1499,2369,1,0
1500,2370,1,1
1501,2380,1,1
1502,2382,1,1
1503,2383,1,1
1504,2388,1,1
1505,2389,1,0
1506,2392,1,1
1507,2394,1,0
1508,2396,1,1
1509,2398,1,0
1510,2401,1,1
1511,2406,1,0
1512,2408,1,0
1513,2411,1,1
1514,2419,1,0
1515,2422,1,0
1516,2426,1,0
1517,2427,1,1
1518,2428,1,1
1519,2431,1,0
1520,2432,1,0
1521,2436,1,1
1522,2437,1,1
1523,2438,1,0
1524,2448,1,1
1525,2449,1,1
1526,2451,1,0
1527,2454,1,0
1528,2456,1,1
1529,2459,1,1
1530,2461,1,0
1531,2465,1,1
1532,2472,1,1
1533,2478,1,1
1534,2479,1,0
1535,2482,1,1
1536,2483,1,1
1537,2485,1,1
1538,2487,1,1
1539,2488,1,1
1540,2498,1,1
1541,2501,1,0
1542,2507,1,1
1543,2515,1,1
1544,2516,1,1
1545,2518,1,0
1546,2524,1,1
1547,2526,1,1
