feature,correlation_with_target,abs_correlation_with_target
D155,-0.10794761742208701,0.10794761742208701
D140,-0.1072853812443423,0.1072853812443423
D988,0.10726873530378978,0.10726873530378978
D741,0.10703131231718496,0.10703131231718496
D386,0.10696386140749131,0.10696386140749131
D55,-0.10662253836886619,0.10662253836886619
D16,0.1065241039997231,0.1065241039997231
D6,-0.10621300779582632,0.10621300779582632
D609,0.10619250266438605,0.10619250266438605
D1031,0.10588741575121324,0.10588741575121324
D75,0.10583222739272505,0.10583222739272505
D740,0.10577644778740418,0.10577644778740418
D334,0.10541827163561589,0.10541827163561589
D1135,0.10464788242240372,0.10464788242240372
D966,0.10434513895346742,0.10434513895346742
D147,-0.10430410034950326,0.10430410034950326
D1078,0.10362830513730986,0.10362830513730986
D843,-0.1035407690625136,0.1035407690625136
D1445,0.10350168850660667,0.10350168850660667
D1059,0.10333293103349829,0.10333293103349829
D700,0.10327529137222176,0.10327529137222176
D141,-0.10326051952485167,0.10326051952485167
D89,-0.10289007374800886,0.10289007374800886
D164,0.1026782949821297,0.1026782949821297
D1163,0.10230911838141629,0.10230911838141629
D1219,0.10196713980913076,0.10196713980913076
D911,0.1012223958581198,0.1012223958581198
D1447,0.10109260744859977,0.10109260744859977
D1150,0.10057282631857992,0.10057282631857992
D610,0.100472918767674,0.100472918767674
D161,-0.10025925997353467,0.10025925997353467
D1333,0.10009011869810538,0.10009011869810538
D762,0.09996169502381216,0.09996169502381216
D612,0.09927197678979865,0.09927197678979865
D153,-0.09914720930911289,0.09914720930911289
D598,0.09875790427083533,0.09875790427083533
D473,0.0986963062462247,0.0986963062462247
D1070,0.09869530591687552,0.09869530591687552
D1113,0.09854396881749468,0.09854396881749468
D608,0.09853289803194638,0.09853289803194638
D312,-0.09851028482057449,0.09851028482057449
D672,0.09844211113703348,0.09844211113703348
D1133,0.09819366614972501,0.09819366614972501
D81,0.09777527496334731,0.09777527496334731
D314,-0.09763402560298964,0.09763402560298964
D181,0.09743062537375391,0.09743062537375391
D973,-0.09711315942409318,0.09711315942409318
D701,0.09672776838000949,0.09672776838000949
D623,0.096700592619948,0.096700592619948
D1077,0.09631137235165178,0.09631137235165178
D751,0.09616922732337436,0.09616922732337436
D1174,0.09550147058965762,0.09550147058965762
D144,-0.09472062190126858,0.09472062190126858
D62,-0.09450218636456648,0.09450218636456648
D960,0.09419248489863795,0.09419248489863795
D174,-0.09417825116855309,0.09417825116855309
D59,-0.09372910310063945,0.09372910310063945
D73,0.09312795526752307,0.09312795526752307
D1285,0.09242311685111936,0.09242311685111936
D1034,0.09200263073112866,0.09200263073112866
D1157,0.09174169875454036,0.09174169875454036
D228,-0.09172443130396257,0.09172443130396257
D35,-0.0912234344189045,0.0912234344189045
D952,-0.09113585462298351,0.09113585462298351
D49,-0.0908407604642162,0.0908407604642162
D964,0.09059728462297834,0.09059728462297834
D583,-0.09059271981820834,0.09059271981820834
D1273,0.09024077996026064,0.09024077996026064
D1176,0.08961864934500144,0.08961864934500144
D1426,0.08960909285758904,0.08960909285758904
D1193,0.08930968546058377,0.08930968546058377
D1364,0.08892846980555633,0.08892846980555633
D1204,0.08863990491116751,0.08863990491116751
D806,0.08858827404874087,0.08858827404874087
D51,0.08832551069311485,0.08832551069311485
D1170,0.08797119570471912,0.08797119570471912
D981,-0.08791098705877154,0.08791098705877154
D1160,0.08779387557377273,0.08779387557377273
D41,-0.08728471943837374,0.08728471943837374
D1032,-0.08716924525590897,0.08716924525590897
D912,-0.08703146814468377,0.08703146814468377
D807,0.08685197924205529,0.08685197924205529
D1243,0.08678805316504909,0.08678805316504909
D999,0.08671910829406479,0.08671910829406479
D1,-0.08640172572299266,0.08640172572299266
D1421,0.08634641740717038,0.08634641740717038
D1017,0.08628441561791565,0.08628441561791565
D1041,0.08610895741896436,0.08610895741896436
D377,0.08582079131551588,0.08582079131551588
D154,-0.08542842368740566,0.08542842368740566
D19,-0.0851298820887179,0.0851298820887179
D160,-0.08491199754704992,0.08491199754704992
D1441,0.08483846246615973,0.08483846246615973
D1268,0.08464619759978081,0.08464619759978081
D750,0.08461305077925922,0.08461305077925922
D625,0.08426347176551947,0.08426347176551947
D288,-0.08413081655948418,0.08413081655948418
D313,-0.08375374003168058,0.08375374003168058
D1371,0.08364679208696198,0.08364679208696198
D1337,0.08348474178255577,0.08348474178255577
D1137,0.0834522572891995,0.0834522572891995
D1213,0.08341249399915467,0.08341249399915467
D1382,0.08289000197570676,0.08289000197570676
D315,-0.08283875016787025,0.08283875016787025
D1234,0.08249688619546625,0.08249688619546625
D21,-0.08199304891410322,0.08199304891410322
D1076,0.0817900966854801,0.0817900966854801
D1190,0.08126866719146542,0.08126866719146542
D1407,0.08110151344758972,0.08110151344758972
D460,0.08050935380634168,0.08050935380634168
D197,0.08045206249723133,0.08045206249723133
D1259,0.08024746874095394,0.08024746874095394
D84,-0.07993589803238006,0.07993589803238006
D1074,0.07985878569406303,0.07985878569406303
D132,-0.07980264543221938,0.07980264543221938
D1307,0.07893141001722674,0.07893141001722674
D690,0.07887214097167254,0.07887214097167254
D13,-0.07884989338087509,0.07884989338087509
D889,-0.07872858551116023,0.07872858551116023
D1037,0.07870579722015571,0.07870579722015571
D1043,0.07854815215465867,0.07854815215465867
D504,-0.07852795488353988,0.07852795488353988
D258,-0.07839013108094744,0.07839013108094744
D1112,0.07815691637383439,0.07815691637383439
D474,0.07815160186553499,0.07815160186553499
D1187,0.07792168528137977,0.07792168528137977
D9,-0.07774329114963013,0.07774329114963013
D152,0.07740499264257496,0.07740499264257496
D675,0.07737712751458266,0.07737712751458266
D802,-0.07737260956928683,0.07737260956928683
D1023,0.07726436045751524,0.07726436045751524
D611,0.0771759608703067,0.0771759608703067
D1054,0.0765008620678803,0.0765008620678803
D1768,0.07646451906114594,0.07646451906114594
D1403,0.07640681708247477,0.07640681708247477
D1410,0.07637880126022428,0.07637880126022428
D1110,0.07615054452428702,0.07615054452428702
D1230,0.07614830879243932,0.07614830879243932
D987,-0.07607079808166825,0.07607079808166825
D1206,0.07606202297502884,0.07606202297502884
D210,0.07541962875847372,0.07541962875847372
D1128,0.07498863928102482,0.07498863928102482
D459,0.07423746316165977,0.07423746316165977
D1571,0.07412933128700741,0.07412933128700741
D1195,0.07395997624286187,0.07395997624286187
D260,-0.0739344373336709,0.0739344373336709
D30,-0.07391396902803984,0.07391396902803984
D1379,0.07357286385629894,0.07357286385629894
D1067,-0.07351671880938818,0.07351671880938818
D451,-0.07304122141801855,0.07304122141801855
D1252,0.07229975746513267,0.07229975746513267
D1069,0.07224459612919892,0.07224459612919892
D211,0.0722053045827891,0.0722053045827891
D627,0.07216717637507679,0.07216717637507679
D156,0.0721494164261635,0.0721494164261635
D992,-0.07200402452794272,0.07200402452794272
D526,-0.07192882833808509,0.07192882833808509
D1681,0.07146557420062294,0.07146557420062294
D79,0.07128779254304093,0.07128779254304093
D1208,0.0710498043359087,0.0710498043359087
D1096,0.07082806955009471,0.07082806955009471
D1596,0.0708124630050022,0.0708124630050022
D524,-0.07077697354030041,0.07077697354030041
D135,-0.07077234867416411,0.07077234867416411
D138,-0.07071509551559577,0.07071509551559577
D1363,0.07061305519064888,0.07061305519064888
D913,-0.07043275194264244,0.07043275194264244
D613,0.07038607014577562,0.07038607014577562
D1299,0.070299194465014,0.070299194465014
D1729,0.07011466968587111,0.07011466968587111
D1414,0.06999351213987876,0.06999351213987876
D986,-0.06988086428807386,0.06988086428807386
D360,0.06970835692859792,0.06970835692859792
D119,-0.06965695917067453,0.06965695917067453
D1448,0.06921019636748281,0.06921019636748281
D124,-0.06920691816026282,0.06920691816026282
D416,0.06886284033259191,0.06886284033259191
D1589,0.06883949509074729,0.06883949509074729
D1335,0.06874843517735908,0.06874843517735908
D318,-0.06828858805088056,0.06828858805088056
D1463,0.06800189890854727,0.06800189890854727
D198,-0.06783566729384964,0.06783566729384964
D391,0.06730767667758195,0.06730767667758195
D222,0.06708700173743591,0.06708700173743591
D1226,0.06703533332834824,0.06703533332834824
D1045,-0.06702326847791075,0.06702326847791075
D1481,0.06691999955803019,0.06691999955803019
D1149,0.0666339650392664,0.0666339650392664
D1277,0.06661075812308324,0.06661075812308324
D32,0.06649773450550783,0.06649773450550783
D231,-0.06634969759921489,0.06634969759921489
D453,-0.06624544896418115,0.06624544896418115
D1317,0.06618539984216676,0.06618539984216676
D1013,0.06598252636569223,0.06598252636569223
D1454,0.06595984439811141,0.06595984439811141
D67,0.0659420851067998,0.0659420851067998
D77,0.06591907627767028,0.06591907627767028
D1397,0.0659139655802464,0.0659139655802464
D1415,0.06584233203616534,0.06584233203616534
D98,-0.06576478617715907,0.06576478617715907
D1251,0.06561078167198012,0.06561078167198012
D556,-0.06521263830987539,0.06521263830987539
D1449,0.06510705085568867,0.06510705085568867
D1391,0.06489460963742925,0.06489460963742925
D1718,0.06453888974639845,0.06453888974639845
D202,-0.06443537419125901,0.06443537419125901
D1094,0.06438239925075648,0.06438239925075648
D1598,0.06416716471793571,0.06416716471793571
D1294,0.06413042729773391,0.06413042729773391
D569,-0.0641232140214993,0.0641232140214993
D953,0.06401547983538193,0.06401547983538193
D365,0.0639544925304014,0.0639544925304014
D932,-0.06392128582264835,0.06392128582264835
D811,0.06386431053305938,0.06386431053305938
D1247,0.06378816472756617,0.06378816472756617
D1272,0.06376320068607635,0.06376320068607635
D1211,0.06353392144288042,0.06353392144288042
D1682,0.06320158231374526,0.06320158231374526
D1650,0.0630988601608277,0.0630988601608277
D14,0.06284825873246012,0.06284825873246012
D48,0.06272784589484368,0.06272784589484368
D691,0.06253259191808744,0.06253259191808744
D965,0.06252285923653916,0.06252285923653916
D1361,0.06249672586963696,0.06249672586963696
D378,0.06247490139579584,0.06247490139579584
D752,0.0623664927011761,0.0623664927011761
D1406,0.06235237238766695,0.06235237238766695
D855,-0.0622159777153395,0.0622159777153395
D948,-0.0618137160924494,0.0618137160924494
D1763,0.06162575254107026,0.06162575254107026
D225,0.0616171487276404,0.0616171487276404
D1280,0.06159523087255669,0.06159523087255669
D998,0.06139739764073728,0.06139739764073728
D1194,-0.0613616415844989,0.0613616415844989
D881,-0.06131254281075883,0.06131254281075883
D1739,0.06126936922912484,0.06126936922912484
D1191,0.061209098948306326,0.061209098948306326
D270,-0.061095422297744346,0.061095422297744346
D997,0.06094128931146048,0.06094128931146048
D1090,0.060859589746572865,0.060859589746572865
D68,-0.06080200039368752,0.06080200039368752
D1167,0.06069313635200495,0.06069313635200495
D186,0.060353675718027286,0.060353675718027286
D1728,0.060190901382274065,0.060190901382274065
D1543,0.05999269352698722,0.05999269352698722
D1202,0.059826152916372756,0.059826152916372756
D1408,0.05981787072156692,0.05981787072156692
D455,-0.05980722058620332,0.05980722058620332
D1012,-0.059672067745576006,0.059672067745576006
D676,0.0596406752818735,0.0596406752818735
D361,0.05959818461124902,0.05959818461124902
D380,0.059567611060303685,0.059567611060303685
D1418,0.059566593708467896,0.059566593708467896
D674,0.05951874677182499,0.05951874677182499
D159,-0.05947595079165787,0.05947595079165787
D267,-0.05924111847271723,0.05924111847271723
D936,0.05924020807249931,0.05924020807249931
D1201,0.05918654080411767,0.05918654080411767
D1376,0.05915189480014442,0.05915189480014442
D890,-0.05892551784418492,0.05892551784418492
D262,-0.05885827742321756,0.05885827742321756
D1242,0.05880713312496063,0.05880713312496063
D1419,0.058659771153378025,0.058659771153378025
D1613,0.058657176735825205,0.058657176735825205
D1746,0.058592877616480396,0.058592877616480396
D530,-0.05857191234351047,0.05857191234351047
D1028,0.05855510135077591,0.05855510135077591
D390,0.05845963657041101,0.05845963657041101
D803,-0.058229262612911295,0.058229262612911295
D125,-0.05811931579474148,0.05811931579474148
D1699,0.0578054762346377,0.0578054762346377
D1472,0.05756012459258153,0.05756012459258153
D1585,0.05753563917835913,0.05753563917835913
D661,0.057495830549338045,0.057495830549338045
D929,-0.05747436240966515,0.05747436240966515
D116,-0.05739411516563351,0.05739411516563351
D265,-0.057355829209439387,0.057355829209439387
D794,-0.05731902062505283,0.05731902062505283
D1065,-0.05730987074426126,0.05730987074426126
D264,-0.05730447211121203,0.05730447211121203
D74,-0.0573009933651831,0.0573009933651831
D626,0.05727690895207244,0.05727690895207244
D1540,0.05726484166204249,0.05726484166204249
D525,-0.057236522898549094,0.057236522898549094
D1496,0.05713349302765994,0.05713349302765994
D558,-0.05698102358010883,0.05698102358010883
D183,0.05692129863396483,0.05692129863396483
D1289,0.05691643412024284,0.05691643412024284
D1010,-0.0566604476319493,0.0566604476319493
D1179,0.05662492793733283,0.05662492793733283
D971,-0.05651251221407405,0.05651251221407405
D1071,0.056504801405310265,0.056504801405310265
D1181,0.05642103216498426,0.05642103216498426
D1152,0.05639101125303246,0.05639101125303246
D376,0.056302746662607296,0.056302746662607296
D1412,0.056212849975882516,0.056212849975882516
D1519,0.055877271373908,0.055877271373908
D1580,0.055877271373908,0.055877271373908
D442,-0.055828640198850074,0.055828640198850074
D36,-0.05567538555982009,0.05567538555982009
D1409,0.05555919422648292,0.05555919422648292
D1569,0.05552483269072334,0.05552483269072334
D476,0.05546006720999981,0.05546006720999981
D76,-0.05541259829469663,0.05541259829469663
D1541,0.055389584666566766,0.055389584666566766
D259,-0.0553495814952759,0.0553495814952759
D512,0.05533452161906747,0.05533452161906747
D1018,0.05522501418235181,0.05522501418235181
D1486,0.05513996695914856,0.05513996695914856
D69,0.0551207611872645,0.0551207611872645
D278,-0.05506594050610015,0.05506594050610015
D742,0.055039166710211564,0.055039166710211564
D320,-0.05500845023947085,0.05500845023947085
D1446,0.054989989928594746,0.054989989928594746
D1172,0.054928242900356326,0.054928242900356326
D1552,0.05487053147761979,0.05487053147761979
D1532,0.0547822494667847,0.0547822494667847
D1709,0.05467039566698031,0.05467039566698031
D1263,0.05457223820144301,0.05457223820144301
D481,-0.05454199929857127,0.05454199929857127
D989,0.05450805929976707,0.05450805929976707
D1442,0.05445016460554559,0.05445016460554559
D703,0.0544360255198473,0.0544360255198473
D545,-0.0544245371968514,0.0544245371968514
D1093,0.05436586711883204,0.05436586711883204
D207,0.054347440216536876,0.054347440216536876
D1539,0.05420534115449509,0.05420534115449509
D1384,0.054190137413661583,0.054190137413661583
D1505,0.05414817197980843,0.05414817197980843
D1127,0.05407218533743941,0.05407218533743941
D1286,0.0540680681744691,0.0540680681744691
D1347,0.053969314458095725,0.053969314458095725
D1366,0.053696842421482774,0.053696842421482774
D1400,0.05367786553905159,0.05367786553905159
D970,-0.0536703825140534,0.0536703825140534
D1116,0.053632680672307205,0.053632680672307205
D555,-0.05359761536916325,0.05359761536916325
D1456,0.05358196613714036,0.05358196613714036
D972,-0.05356298472493793,0.05356298472493793
D1022,-0.053415743573275894,0.053415743573275894
D1545,0.053382302270999264,0.053382302270999264
D1344,0.05326380182301595,0.05326380182301595
D1731,0.053189071480928204,0.053189071480928204
D1427,0.053141359729101785,0.053141359729101785
D1311,0.052817759151104336,0.052817759151104336
D1684,0.05269968920553918,0.05269968920553918
D373,0.05262355865921065,0.05262355865921065
D63,-0.052580362813664835,0.052580362813664835
D1120,0.052542844249911874,0.052542844249911874
D292,-0.05233327902746244,0.05233327902746244
D1582,0.05229715322248617,0.05229715322248617
D454,-0.052266845279409814,0.052266845279409814
D531,-0.05217276764051838,0.05217276764051838
D928,-0.05217007112638343,0.05217007112638343
D1354,0.05198665242787628,0.05198665242787628
D50,0.051963053427830294,0.051963053427830294
D456,-0.051860483422576646,0.051860483422576646
D15,-0.05185206968439819,0.05185206968439819
D1644,0.05182396757582168,0.05182396757582168
D711,-0.0518209020819429,0.0518209020819429
D1178,0.05177370614415236,0.05177370614415236
D943,-0.05157977969109568,0.05157977969109568
D1060,0.051457038960643034,0.051457038960643034
D1349,0.051456139158247836,0.051456139158247836
D23,0.051451715219197634,0.051451715219197634
D1324,0.05141141805732221,0.05141141805732221
D1144,0.051379167619661756,0.051379167619661756
D527,-0.05130423121041908,0.05130423121041908
D287,-0.05125181227561337,0.05125181227561337
D991,-0.05124293487158835,0.05124293487158835
D588,-0.051127976477714304,0.051127976477714304
D17,0.05099472826462167,0.05099472826462167
D1431,0.050964124886646936,0.050964124886646936
D1653,0.05090230149327216,0.05090230149327216
D134,-0.050784321212754405,0.050784321212754405
D1016,0.05073326781020173,0.05073326781020173
D592,-0.050647023605240926,0.050647023605240926
D1677,0.05063383775693924,0.05063383775693924
D495,-0.05058494970713212,0.05058494970713212
D1027,0.05057151871343432,0.05057151871343432
D1497,0.050533601143380374,0.050533601143380374
D582,-0.05052689156286106,0.05052689156286106
D1679,0.05043973354974063,0.05043973354974063
D1637,0.05043973354974062,0.05043973354974062
D586,-0.05016872556663615,0.05016872556663615
D1232,0.05013182476032243,0.05013182476032243
D1424,0.05005719723031469,0.05005719723031469
D1355,0.04998238980635691,0.04998238980635691
D206,-0.04976160968683184,0.04976160968683184
D702,0.04962152155439483,0.04962152155439483
D1123,0.04960528033856218,0.04960528033856218
D1122,0.04956407338434081,0.04956407338434081
D472,0.04955730412392521,0.04955730412392521
D261,-0.04954054041884951,0.04954054041884951
D168,-0.04948724557520834,0.04948724557520834
D1757,0.049395965629585016,0.049395965629585016
D379,0.04937805227494308,0.04937805227494308
D172,0.04934812191890935,0.04934812191890935
D692,0.04932787577914456,0.04932787577914456
D25,0.049312967830028094,0.049312967830028094
D1509,0.04929419073657625,0.04929419073657625
D1365,0.04915701800052753,0.04915701800052753
D1579,0.04914461161741642,0.04914461161741642
D1042,0.04910069106247857,0.04910069106247857
D1645,0.04908386357234066,0.04908386357234066
D593,-0.049050593019935744,0.049050593019935744
D127,-0.048821140481647436,0.048821140481647436
D1086,0.04880039459872514,0.04880039459872514
D808,0.04871363759152337,0.04871363759152337
D122,-0.048577507268739994,0.048577507268739994
D1533,0.04857061793094583,0.04857061793094583
D1775,0.048570617930945824,0.048570617930945824
D882,-0.04848177999557392,0.04848177999557392
D1536,0.048437398381756334,0.048437398381756334
D274,-0.048431009991712355,0.048431009991712355
D1392,0.04831844673522514,0.04831844673522514
D145,0.04828727488882599,0.04828727488882599
D1264,0.04828028207641024,0.04828028207641024
D1139,0.048268014072620706,0.048268014072620706
D1720,0.04819650892846163,0.04819650892846163
D191,-0.048185392702716615,0.048185392702716615
D1741,0.04809260740274563,0.04809260740274563
D444,-0.048075268042429904,0.048075268042429904
D1734,0.04802369381448868,0.04802369381448868
D126,0.04786323947294044,0.04786323947294044
D46,-0.047837678310093244,0.047837678310093244
D1712,0.04780022313735424,0.04780022313735424
D430,0.04779111216767471,0.04779111216767471
D266,-0.047459856757559274,0.047459856757559274
D1238,-0.047355259498532254,0.047355259498532254
D1275,0.04726850730859684,0.04726850730859684
D1212,0.04725592407235993,0.04725592407235993
D316,-0.04725116932058337,0.04725116932058337
D1258,0.04724332061294666,0.04724332061294666
D1663,0.04717709192946735,0.04717709192946735
D1587,0.047049120130941605,0.047049120130941605
D950,-0.04693278346935512,0.04693278346935512
D1595,0.04692124384868656,0.04692124384868656
D1450,0.04692124384868655,0.04692124384868655
D1673,0.046921243848686525,0.046921243848686525
D1500,0.046921243848686525,0.046921243848686525
D1040,0.04691301007880673,0.04691301007880673
D753,0.046824936172836444,0.046824936172836444
D461,0.04676643864429801,0.04676643864429801
D1622,0.0467647996627699,0.0467647996627699
D1322,0.04670169086414687,0.04670169086414687
D1603,0.04669935689871788,0.04669935689871788
D1499,0.046673598539989994,0.046673598539989994
D65,-0.04667013694482774,0.04667013694482774
D44,-0.0466562880834609,0.0466562880834609
D955,0.046519893768469316,0.046519893768469316
D681,-0.046450172315795214,0.046450172315795214
D1011,-0.04635675099082564,0.04635675099082564
D963,0.046332174676734006,0.046332174676734006
D448,-0.0461994690710116,0.0461994690710116
D1659,0.04613098270187279,0.04613098270187279
D1565,0.046029870544600365,0.046029870544600365
D942,-0.045969374095674746,0.045969374095674746
D121,-0.04581212283768557,0.04581212283768557
D118,-0.04578732794920911,0.04578732794920911
D1451,0.04576832313773805,0.04576832313773805
D1758,0.04576832313773805,0.04576832313773805
D290,-0.045749703212277566,0.045749703212277566
D516,0.045731041819700245,0.045731041819700245
D560,-0.04569762119601903,0.04569762119601903
D1567,0.04568650243939471,0.04568650243939471
D268,-0.04556310991782309,0.04556310991782309
D1003,-0.04555574624625576,0.04555574624625576
D689,0.04555063806669644,0.04555063806669644
D1716,0.04551864717608745,0.04551864717608745
D1210,0.04548282625678675,0.04548282625678675
D1197,0.045463097399809235,0.045463097399809235
D1469,0.04544491812222885,0.04544491812222885
D584,-0.04543885955411595,0.04543885955411595
D554,-0.045387930804581735,0.045387930804581735
D1430,0.04537731179416325,0.04537731179416325
D904,-0.04532902774129989,0.04532902774129989
D1359,0.04532870354752037,0.04532870354752037
D1185,0.04524460993532014,0.04524460993532014
D482,-0.04522570453550658,0.04522570453550658
D86,-0.04515177232934102,0.04515177232934102
D548,-0.04515119114649066,0.04515119114649066
D375,0.04500523714578731,0.04500523714578731
D564,-0.04494019590405434,0.04494019590405434
D1052,-0.04477427335746379,0.04477427335746379
D1245,0.04444914025987666,0.04444914025987666
D346,-0.04435625895370398,0.04435625895370398
D561,-0.04431309220968761,0.04431309220968761
D563,-0.04430205554043425,0.04430205554043425
D263,-0.04427103671564752,0.04427103671564752
D1640,0.04421896835684273,0.04421896835684273
D1665,0.04421103926513965,0.04421103926513965
D654,-0.044156508524702945,0.044156508524702945
D4,-0.0441258260834759,0.0441258260834759
D1246,0.04411621213777655,0.04411621213777655
D33,0.044079926460460724,0.044079926460460724
D532,-0.044078573149082416,0.044078573149082416
D1115,-0.04406964440026582,0.04406964440026582
D479,0.043902986652444784,0.043902986652444784
D1189,0.043892129361024476,0.043892129361024476
D1531,0.04389003407561492,0.04389003407561492
D1257,0.04387376139823866,0.04387376139823866
D1029,0.04384892428806778,0.04384892428806778
D112,-0.04377305810965775,0.04377305810965775
D1222,0.04373188872558709,0.04373188872558709
D1088,0.04372919081871522,0.04372919081871522
D994,-0.04370069736683317,0.04370069736683317
D795,-0.04358240029521023,0.04358240029521023
D452,-0.04358084428860842,0.04358084428860842
D1440,0.043551315335134226,0.043551315335134226
D1053,-0.04353013115669419,0.04353013115669419
D367,0.043519804128835334,0.043519804128835334
D1255,0.043400975562184425,0.043400975562184425
D99,0.04337252221211604,0.04337252221211604
D1129,0.04326201377283881,0.04326201377283881
D559,-0.043045101184670635,0.043045101184670635
D1513,0.042966764851082806,0.042966764851082806
D699,0.04280757913379377,0.04280757913379377
D1705,0.04273376829469221,0.04273376829469221
D1117,0.0427314642020204,0.0427314642020204
D227,-0.04264809740277832,0.04264809740277832
