row_index,kmeans_cluster,Activity,zero_count,zero_fraction,nonzero_count,nonzero_fraction,positive_count,positive_fraction,raw_sum,raw_mean,raw_max,positive_mean,l1_norm_raw,l2_norm_raw,l1_norm_standardized,l2_norm_standardized,distance_to_global_centroid_pca,distance_to_own_centroid_pca,PC1,PC2
26,0,1,537,0.7726618705035971,158,0.2273381294964029,158,0.2273381294964029,43.744980292999976,0.06294241768776974,1.0,0.2768669638797467,43.744980292999976,4.6440881297682735,306.5254444505894,25.410443262679678,22.631433660151565,22.568876705101058,-1.8072703444990612,8.425273679052653
27,0,0,452,0.6503597122302158,243,0.3496402877697842,243,0.3496402877697842,57.32196882899999,0.08247765299136689,1.0,0.23589287583950613,57.32196882899999,5.2359655625770705,358.9065253155502,24.589765760440194,22.489382763818423,22.62063945223367,3.6940845568540297,-3.937399223396406
28,0,1,502,0.7223021582733813,193,0.2776978417266187,193,0.2776978417266187,48.272858125000006,0.0694573498201439,1.0,0.25011843588082905,48.272858125000006,4.913521522036475,269.20761553725396,17.885903757528453,16.59777031483223,16.59260735728794,-0.0597689065547035,0.893396853355649
29,0,1,508,0.7309352517985611,187,0.26906474820143883,187,0.26906474820143883,46.493864736000006,0.06689764710215829,1.0,0.24863029270588238,46.493864736000006,4.828380592222531,241.00815996885393,14.510141318938377,12.338018714689705,12.244568607841183,-1.482445321998479,2.5587894995201057
30,1,0,373,0.5366906474820143,322,0.4633093525179856,322,0.4633093525179856,103.86004769400002,0.14943891754532376,1.0,0.3225467319689441,103.86004769400002,7.516476617078214,1168.0293164582774,86.07585525309906,85.5671404599962,68.66679350618779,45.05851258248989,-32.17110504768058
31,0,0,485,0.697841726618705,210,0.302158273381295,210,0.302158273381295,48.809518543999985,0.07022952308489207,1.0,0.23242627878095232,48.809518543999985,4.814364985890973,294.37383433946206,20.165374075150574,17.753661658749007,17.978562142515635,2.576126716502788,3.628768860096815
32,0,0,592,0.8517985611510791,103,0.14820143884892087,103,0.14820143884892087,34.20342399800001,0.04921355970935254,1.0,0.3320720776504856,34.20342399800001,4.526844196528301,257.92553058477455,15.386945040694965,14.829992195964067,14.460756302972205,-6.310546286116779,-0.9673768454942782
33,0,1,518,0.7453237410071942,177,0.25467625899280577,177,0.25467625899280577,46.55535453100001,0.06698612162733815,1.0,0.26302460187005655,46.55535453100001,4.834553823981096,292.68406176061535,18.63487066220952,16.775321074779782,16.77750293739954,-0.7793970118555106,-0.6707126566228501
34,0,1,525,0.7553956834532374,170,0.2446043165467626,170,0.2446043165467626,42.222675923,0.06075205168776978,1.0,0.24836868189999997,42.222675923,4.597785400660455,271.6683994645953,19.204011548356217,17.320496617560295,17.22823511825705,-2.2459955281954143,5.370757131256508
35,0,1,507,0.7294964028776978,188,0.27050359712230215,188,0.27050359712230215,45.960238847,0.0661298400676259,1.0,0.24446935556914892,45.960238847,4.712088060753738,294.07905832259786,19.20098593611107,17.51784621683882,17.555129147740328,0.2487616982773773,-6.483101474666091
36,0,1,508,0.7309352517985611,187,0.26906474820143883,187,0.26906474820143883,46.253578370999975,0.06655191132517982,1.0,0.2473453388823528,46.253578370999975,4.751800481786485,264.55847404355563,16.39753965831025,15.256520847136017,15.325389795487773,0.8481875153888803,-2.438842610105195
37,0,0,548,0.7884892086330936,147,0.21151079136690648,147,0.21151079136690648,43.484173485999996,0.06256715609496402,1.0,0.29581070398639453,43.484173485999996,4.885316753018161,258.3365012095233,15.250999731856638,14.255058364106839,14.039665461149145,-3.727302752998743,6.884055692865778
38,0,1,613,0.8820143884892087,82,0.11798561151079137,82,0.11798561151079137,28.355640183000002,0.04079948227769784,1.0,0.3458004900365854,28.355640183000002,4.21139857461437,268.1362603168108,16.21798533854508,15.229658297249918,14.757634988917243,-8.199532458080869,-0.8876267464869966
39,0,1,471,0.6776978417266187,224,0.32230215827338127,224,0.32230215827338127,49.46054806700003,0.07116625621151083,1.0,0.22080601815625014,49.46054806700003,4.62597846660212,288.61089865207026,18.957724807258842,18.145346997883955,18.298543493174872,3.034229395164907,6.597812794664885
40,0,1,520,0.7482014388489209,175,0.2517985611510791,175,0.2517985611510791,45.92211518499999,0.06607498587769782,1.0,0.2624120867714285,45.92211518499999,4.666628072471881,293.26060417755866,20.84280654926763,19.535182879378844,19.59134396894067,1.336994253602192,0.3981498917541867
41,0,0,568,0.8172661870503597,127,0.18273381294964028,127,0.18273381294964028,34.540956484,0.04969921796258993,1.0,0.2719760353070866,34.540956484,4.397352470322463,196.79360993169493,9.56941357897207,9.013238075592128,8.399443309320397,-6.061219576761333,0.3609104991527901
42,0,0,550,0.7913669064748201,145,0.20863309352517986,145,0.20863309352517986,35.11280752600002,0.05052202521726622,1.0,0.24215729328275876,35.11280752600002,4.304422247171205,215.15161819669675,11.927707355371563,11.519327835447532,11.135640192832462,-4.941012376737,-3.522805007024148
43,0,0,491,0.7064748201438849,204,0.2935251798561151,204,0.2935251798561151,47.21591220299999,0.06793656432086329,1.0,0.23145055001470582,47.21591220299999,4.7796018538447,247.68339156229666,15.767470627961417,14.093044307951224,14.103613081247618,0.1522110436069388,1.5623408075004053
44,0,1,548,0.7884892086330936,147,0.21151079136690648,147,0.21151079136690648,36.42541943399999,0.0524106754446043,1.0,0.24779196893877545,36.42541943399999,4.3624246493721,231.93317149031955,14.210373407732256,13.545175184282806,13.164848422260945,-5.739546963484338,-0.2930663669314581
45,0,1,535,0.7697841726618705,160,0.2302158273381295,160,0.2302158273381295,38.85371026599997,0.055904619087769745,1.0,0.2428356891624998,38.85371026599997,4.514841803725065,219.6005051912358,12.263915111540133,11.29303105762199,11.01288285999373,-3.3379033206070607,0.9189203514001668
46,0,1,561,0.8071942446043165,134,0.19280575539568345,134,0.19280575539568345,35.13103317899999,0.05054824917841726,1.0,0.26217188939552233,35.13103317899999,4.40125319568695,200.9707450355591,10.017701228904015,9.293305930153648,8.755467052347274,-5.487111956539791,-0.097703786724005
47,0,1,517,0.7438848920863309,178,0.25611510791366904,178,0.25611510791366904,43.07202077299996,0.06197413060863304,1.0,0.24197764479213463,43.07202077299996,4.772846494893687,205.0891320556108,11.089947394447984,10.031124619832633,9.804451299057552,-2.5327067559798726,1.0227290899624015
48,0,0,507,0.7294964028776978,188,0.27050359712230215,188,0.27050359712230215,53.564296139,0.07707092969640288,0.976739687,0.2849164688244681,53.564296139,5.072410464028604,397.1139295908031,31.66513191213102,30.441150107467383,30.626139535588965,3.44008132073082,7.407758116333219
49,0,0,556,0.8,139,0.2,139,0.2,39.95477793799999,0.05748888911942445,1.0,0.28744444559712223,39.95477793799999,4.586109907528905,225.23854555757887,12.138654122391124,11.193736141736613,10.9354537236514,-3.5051007568769603,1.6045969874025487
50,0,1,498,0.7165467625899281,197,0.28345323741007195,197,0.28345323741007195,47.09900455100003,0.06776835187194248,1.0,0.23908124137563466,47.09900455100003,4.669825558295325,331.96009434569,22.66203144674213,21.04344229084766,21.089917232424668,1.564798355495352,1.2558247627209862
51,0,1,458,0.6589928057553956,237,0.3410071942446043,237,0.3410071942446043,50.209681952999965,0.07224414669496398,1.0,0.2118551981139239,50.209681952999965,4.837803986929303,290.62244338021384,19.289100620107334,16.09190733991842,16.369335648431292,4.361438201526115,-0.807740233622232
52,0,0,576,0.8287769784172662,119,0.1712230215827338,119,0.1712230215827338,35.870910064,0.051612820235971225,1.0,0.30143621902521006,35.870910064,4.3974904054774075,312.41157525890515,23.722849484802733,20.859607075107323,20.671547207004235,-4.447495208334709,0.6985700044189133
53,0,0,537,0.7726618705035971,158,0.2273381294964029,158,0.2273381294964029,36.79756414899999,0.05294613546618703,1.0,0.2328959756265822,36.79756414899999,4.399068188398548,193.62533187759033,9.334019509519909,8.847835503948502,8.378323232275747,-4.3586428979765515,-0.4598171965882632
54,0,1,521,0.7496402877697842,174,0.2503597122302158,174,0.2503597122302158,45.732738411999975,0.06580250131223019,1.0,0.2628318299540228,45.732738411999975,4.930368139833463,256.4699609235017,17.3133436599494,15.290044406915937,15.12745602127192,-2.9386091570573663,0.6903931358584925
55,0,1,474,0.6820143884892086,221,0.31798561151079136,221,0.31798561151079136,57.578614470999966,0.08284692729640283,1.0,0.26053671706334824,57.578614470999966,5.168407910366569,394.86784676487844,29.78082580780984,27.77835775521794,27.99701926737224,5.129686918323889,-1.2163519006355603
56,0,0,564,0.8115107913669065,131,0.1884892086330935,131,0.1884892086330935,35.38238744,0.05090990998561151,1.0,0.27009456061068704,35.38238744,4.3932151970714255,202.5367639757461,9.95399623100434,9.394391342584877,8.863865266910562,-5.474178750490127,-0.2979605607340688
57,0,0,595,0.8561151079136691,100,0.14388489208633093,100,0.14388489208633093,29.159193933000005,0.04195567472374102,1.0,0.29159193933000005,29.159193933000005,3.9075217113705607,330.4490134145268,27.29300109276232,24.52675839790705,24.337020540143968,-5.494245650585641,-4.421725841998835
58,0,1,574,0.8258992805755395,121,0.17410071942446043,121,0.17410071942446043,36.47686204499999,0.05248469358992804,1.0,0.30146166979338834,36.47686204499999,4.459560697829387,231.55462831018187,12.45768621021806,11.527803935353099,11.123509446726525,-5.23843574487321,3.8179921513801793
59,0,1,463,0.6661870503597123,232,0.3338129496402878,232,0.3338129496402878,74.750567404,0.10755477324316547,1.0,0.3222007215689655,74.750567404,6.223717802474056,691.3044182505148,55.244402868390594,53.30708204415486,53.60957017959892,16.143068868249888,13.843981757439977
60,0,0,540,0.7769784172661871,155,0.22302158273381295,155,0.22302158273381295,39.08255892499999,0.05623389773381293,1.0,0.25214554145161283,39.08255892499999,4.507973450988774,228.50993052214847,13.665466999982009,12.161983113941897,11.870049462171243,-4.014148316092934,3.1504276254278247
61,0,1,526,0.7568345323741007,169,0.24316546762589927,169,0.24316546762589927,39.62166354299997,0.05700958783165463,1.0,0.23444771327218916,39.62166354299997,4.540604483206494,222.29391394619793,12.695225328329515,11.038610639567903,10.743523390943976,-3.8080798452962576,1.5938915150385102
62,0,0,525,0.7553956834532374,170,0.2446043165467626,170,0.2446043165467626,37.900683298999994,0.05453335726474819,1.0,0.22294519587647055,37.900683298999994,4.270902343087392,256.8265392567103,15.349621665210476,12.744783095065197,12.707783145177075,-0.8996783304141606,-5.264856525066092
63,0,0,377,0.5424460431654676,318,0.45755395683453237,318,0.45755395683453237,80.58767874499996,0.11595349459712224,1.0,0.25342037341194956,80.58767874499996,5.874619300273222,722.3542312189685,52.25690231973659,50.034600156545466,50.43971302495109,21.46655872715394,17.539762093944677
64,0,0,507,0.7294964028776978,188,0.27050359712230215,188,0.27050359712230215,47.02896673400003,0.06766757803453241,1.0,0.2501540783723406,47.02896673400003,4.713379813198046,283.6991500246513,20.285032739152705,19.47377898701021,19.47324350396207,-0.3763030664846989,2.854412597285327
65,0,0,480,0.6906474820143885,215,0.30935251798561153,215,0.30935251798561153,50.472744280999976,0.07262265364172658,1.0,0.23475695014418593,50.472744280999976,4.892678001851029,351.09963076278905,26.23107567061818,24.20138800238522,24.20938599366495,0.0429161364750476,-5.318629747355906
66,0,0,555,0.7985611510791367,140,0.2014388489208633,140,0.2014388489208633,36.694248592,0.05279747998848921,1.0,0.2621017756571429,36.694248592,4.3460050997576785,227.40076744987348,12.833623067541033,11.658258394512506,11.369760402949312,-3.9098294649579297,-0.4120771263095099
67,0,1,497,0.7151079136690648,198,0.28489208633093527,198,0.28489208633093527,50.75602909099997,0.07303025768489203,1.0,0.2563435812676766,50.75602909099997,4.857417743310078,330.1394154208579,23.25774231428927,20.37356169260799,20.538987026421758,3.718224868615001,1.4163874310709688
68,0,0,576,0.8287769784172662,119,0.1712230215827338,119,0.1712230215827338,33.4551076,0.048136845467625894,1.0,0.2811353579831933,33.4551076,4.4121134779387905,233.89115212044484,13.035595979984473,11.731944533185496,11.20808865465316,-6.753857718064721,-0.3561822298904357
69,0,1,557,0.8014388489208633,138,0.1985611510791367,138,0.1985611510791367,42.021821459999984,0.060463052460431634,1.0,0.30450595260869556,42.021821459999984,4.81442682151695,251.44374861773397,15.475360330622069,15.065676383564771,14.827926677291945,-4.311111670029243,4.5567843214668455
70,0,0,553,0.7956834532374101,142,0.20431654676258992,142,0.20431654676258992,38.43613685299999,0.055303794033093504,1.0,0.2706770200915492,38.43613685299999,4.506058689059679,274.9570661866586,18.1366531785314,17.070081494153598,16.868966950391496,-3.7123626543337567,0.1856008650224479
71,0,0,540,0.7769784172661871,155,0.22302158273381295,155,0.22302158273381295,42.145091262,0.06064041908201439,1.0,0.2719038145935484,42.145091262,4.657267563211299,235.59359438966985,14.901668098396332,13.313225545393664,13.138441295756865,-2.811433790421092,3.123489061763702
72,0,1,562,0.8086330935251799,133,0.19136690647482013,133,0.19136690647482013,38.44185769899998,0.05531202546618703,1.0,0.28903652405263147,38.44185769899998,4.546784700734309,229.2397639751959,12.559580660464777,12.086792927288208,11.739423338612529,-4.857661484727173,3.785255403844159
73,0,0,462,0.6647482014388489,233,0.33525179856115106,233,0.33525179856115106,51.58646287799997,0.07422512644316542,1.0,0.22140112823175953,51.58646287799997,4.834686424407637,406.64253999655864,28.000542749848442,25.97950193746245,26.329513346692924,8.12073489780102,-8.765816394542254
74,0,1,573,0.8244604316546763,122,0.17553956834532375,122,0.17553956834532375,38.595774859,0.0555334890057554,1.0,0.31635881031967217,38.595774859,4.619723053404533,263.74988728157285,17.222092955817274,15.606873218957862,15.276454369230528,-5.914626247547919,3.5859952550507233
75,0,1,583,0.8388489208633093,112,0.16115107913669063,112,0.16115107913669063,39.28420621099998,0.05652403771366904,1.0,0.3507518411696427,39.28420621099998,4.719535372667475,270.802220248545,15.875917889367928,15.366102324521929,15.067805505750501,-5.29348678172717,5.098686780858031
76,0,1,579,0.8330935251798561,116,0.1669064748201439,116,0.1669064748201439,35.576644733000016,0.051189416882014414,1.0,0.3066952132155174,35.576644733000016,4.361497524336807,293.28464298780597,25.194621809159447,23.430565740810884,23.203056517524985,-6.336350773834721,-0.1425122109424718
77,0,1,525,0.7553956834532374,170,0.2446043165467626,170,0.2446043165467626,41.307713037,0.059435558326618704,1.0,0.2429865472764706,41.307713037,4.515660394461472,270.9426111336826,17.994046688591272,16.042619439985014,15.951141619447675,-2.170397674565822,-1.1546853445582363
78,0,1,542,0.7798561151079136,153,0.22014388489208633,153,0.22014388489208633,38.49632424499999,0.055390394597122285,1.0,0.25160996238562083,38.49632424499999,4.450890314248813,233.2032529946571,13.237799352075733,12.596773541735557,12.378588314230218,-2.918795913512612,0.160189826212147
79,0,0,586,0.8431654676258993,109,0.15683453237410072,109,0.15683453237410072,32.250691558,0.04640387274532374,1.0,0.29587790420183485,32.250691558,4.231965628139299,253.90805478029904,14.664514055907961,13.207131573042334,12.851380401307779,-5.489340784070094,-1.321636127229857
80,0,1,458,0.6589928057553956,237,0.3410071942446043,237,0.3410071942446043,53.222465247000024,0.07657908668633097,1.0,0.2245673639113925,53.222465247000024,4.857061479663563,309.4444167566978,21.44034977329171,19.025952677095848,19.177822810095456,3.8094597874672087,2.8077425990754072
81,0,0,582,0.837410071942446,113,0.16258992805755396,113,0.16258992805755396,34.74412461400001,0.04999154620719425,1.0,0.30747012932743367,34.74412461400001,4.484896847224738,247.66185594214627,15.230685653411722,14.68389441112148,14.252447770003688,-7.136373707511383,1.04680094107221
82,0,1,542,0.7798561151079136,153,0.22014388489208633,153,0.22014388489208633,44.98816715400001,0.06473117576115109,1.0,0.2940403081960785,44.98816715400001,4.853863028518838,361.3596306656717,38.89133340079108,36.70618954961838,36.64546803513554,-3.260923028651117,-5.7831400859463775
83,0,1,572,0.823021582733813,123,0.17697841726618704,123,0.17697841726618704,38.39730382999999,0.0552479191798561,1.0,0.31217320186991865,38.39730382999999,4.681032535119272,243.4484385564041,13.372005045807974,12.743448446679071,12.379576442865325,-5.270546935452777,3.3577147739239828
84,0,1,531,0.7640287769784173,164,0.23597122302158274,164,0.23597122302158274,42.045916081,0.06049772097985612,1.0,0.2563775370792683,42.045916081,4.503236423490152,282.4806792589877,18.45428935226202,17.515962947770436,17.46335972068326,-0.7299835435700308,-2.0562275086010655
85,0,1,576,0.8287769784172662,119,0.1712230215827338,119,0.1712230215827338,32.33901491700001,0.04653095671510792,1.0,0.27175642787394966,32.33901491700001,4.260156881019771,215.67058806115497,11.116091581503607,10.778180769038249,10.235225971394573,-6.552854938038371,0.6648012717896346
86,0,0,570,0.8201438848920863,125,0.17985611510791366,125,0.17985611510791366,36.43454720200001,0.05242380892374102,1.0,0.2914763776160001,36.43454720200001,4.4685159923462185,254.79596207726956,16.143374787676585,15.04924973660132,14.703028307997563,-5.975170058172164,0.1800875044822727
87,0,0,543,0.781294964028777,152,0.218705035971223,152,0.218705035971223,43.322736052,0.062334872017266195,1.0,0.2850180003421053,43.322736052,4.792417555734019,230.77438502230794,13.713888703965663,12.253272689919953,12.022884292107562,-3.03959786229408,2.252707387818411
88,0,1,476,0.6848920863309352,219,0.31510791366906477,219,0.31510791366906477,52.482967143999964,0.07551506063884887,1.0,0.23964825179908658,52.482967143999964,4.9647636863275295,338.26130856315837,25.789259889824294,24.288753816211283,24.39117325634642,3.2630876265828124,7.22726280360095
89,0,0,493,0.7093525179856115,202,0.2906474820143885,202,0.2906474820143885,45.433439803999995,0.06537185583309352,1.0,0.22491801883168314,45.433439803999995,4.711108447452905,264.6740725517549,15.547157131433684,13.410982833918595,13.489302645624816,0.5598175106862032,-1.5814780126770454
90,0,1,466,0.6705035971223021,229,0.3294964028776978,229,0.3294964028776978,52.70006266799999,0.07582742829928056,1.0,0.23013127802620081,52.70006266799999,4.916755869321863,332.7083809418825,23.90821857751891,22.488910739663297,22.52368876578571,1.2274187779249244,-1.1950362279633389
91,0,1,533,0.7669064748201438,162,0.23309352517985613,162,0.23309352517985613,39.418710932999986,0.05671756968776976,1.0,0.24332537612962954,39.418710932999986,4.463177541995658,266.9591448144636,17.23245323437795,15.815044558596217,15.676322653977353,-2.2005845659871155,-0.2479020448931242
92,0,1,485,0.697841726618705,210,0.302158273381295,210,0.302158273381295,51.19945532900001,0.07366828104892088,1.0,0.2438069301380953,51.19945532900001,4.9766270205262595,298.40801522231277,20.036290237573215,18.266502203003977,18.43379922072034,2.6651385748007224,-3.5509718353075663
93,0,1,594,0.8546762589928057,101,0.14532374100719425,101,0.14532374100719425,27.934869928,0.04019405745035971,1.0,0.27658287057425746,27.934869928,3.9961476099422737,262.0668592549378,16.600951683798918,15.139113042950653,14.711124048677929,-7.408055724408932,-0.4775937839592913
94,1,1,327,0.47050359712230216,368,0.5294964028776978,368,0.5294964028776978,90.86737810199998,0.13074442892374097,1.0,0.2469222231032608,90.86737810199998,6.291884932182366,964.8108712320494,62.33471239381854,61.408960936934626,53.216742925473135,33.475676518584294,-18.21951155337262
95,0,1,512,0.7366906474820144,183,0.2633093525179856,183,0.2633093525179856,45.46549715700002,0.06541798152086334,1.0,0.24844533965573784,45.46549715700002,4.834434421997211,271.18869196814916,18.57912304870038,17.109710534535832,16.968406657701756,-2.051006334166664,0.5794451411909979
96,0,1,487,0.7007194244604317,208,0.2992805755395683,208,0.2992805755395683,48.811876890999976,0.07023291638992803,1.0,0.2346724850528845,48.811876890999976,4.812607532738627,363.80614279767417,25.080508704068375,23.569203249358438,23.746010927284704,2.8787356134311777,-4.548400080686298
97,0,1,591,0.8503597122302158,104,0.14964028776978416,104,0.14964028776978416,32.672651284000004,0.04701100904172662,1.0,0.31416010850000003,32.672651284000004,4.390919970987822,284.1297250753568,20.431083045574194,19.35661239200034,19.05345488156176,-6.992744133496831,-1.781574654249253
98,0,1,514,0.739568345323741,181,0.260431654676259,181,0.260431654676259,42.66094377899999,0.06138265291942445,1.0,0.23569582198342537,42.66094377899999,4.73379016610052,263.5225125534065,19.255529006294704,17.953067360810845,17.88982881429778,-1.5345627501099683,1.687691790479049
99,0,0,538,0.7741007194244605,157,0.22589928057553957,157,0.22589928057553957,42.30707655,0.06087349143884892,1.0,0.2694718251592357,42.30707655,4.576683819836545,352.01547553917163,25.54079072822235,23.588770509882917,23.688894741597565,0.8930545618152133,-1.7435074532677104
100,0,0,583,0.8388489208633093,112,0.16115107913669063,112,0.16115107913669063,31.079552535999998,0.044718780627338126,1.0,0.2774960047857143,31.079552535999998,4.1215398593542085,244.74628961255235,14.04029646079404,13.282743330094199,12.92693156154469,-5.639187009629722,-3.891669929556682
101,0,1,545,0.7841726618705036,150,0.2158273381294964,150,0.2158273381294964,38.69174262200001,0.055671572117985624,1.0,0.25794495081333335,38.69174262200001,4.544929092110308,226.53297108809315,13.96909393187255,13.138804829566531,12.753511843594968,-5.633736501328845,0.1723766730772143
