feature,dtype,is_numeric,is_binary_01,missing_count,missing_pct,n_unique,unique_ratio,dominant_value_pct,constant,quasi_constant_99,quasi_constant_995,mean,std,variance,min,q1,median,q3,max,skewness,zero_pct,one_pct,outlier_iqr_count,outlier_iqr_pct
D12,float64,True,False,0,0.0,12,0.003199146894161557,34.844041588909626,False,False,False,0.07952879232204746,0.0863468368699618,0.007455776237447792,0.0,0.0,0.0625,0.125,1.0,1.9169526271096922,34.844041588909626,0.026659557451346308,49.0,1.3063183151159692
D13,float64,True,False,0,0.0,20,0.005331911490269262,80.29858704345509,False,False,False,0.017065605732871234,0.058205293673227375,0.003387856211586643,0.0,0.0,0.0,0.0,1.0,7.973814415285888,80.29858704345509,0.053319114902692616,0.0,0.0
D14,float64,True,False,0,0.0,2390,0.6371634230871768,0.5331911490269262,False,False,False,0.1265205852527326,0.06600790853992795,0.004357043989815493,0.0,0.0867,0.111939513,0.146727005,1.0,2.7321991107715764,0.026659557451346308,0.026659557451346308,211.0,5.625166622234071
D15,float64,True,False,0,0.0,3682,0.981604905358571,0.18661690215942417,False,False,False,0.5165150133401759,0.08825807618501837,0.007789488011880507,0.00297,0.4909388045,0.538590497,0.574140611,0.725665462,-0.6193130258607327,0.0,0.0,606.0,16.155691815515862
D16,float64,True,False,0,0.0,3166,0.8440415889096241,7.517995201279659,False,False,False,0.2787362110357238,0.11626089996871299,0.013516596861535087,0.0,0.2148972165,0.286007633,0.31634762800000005,0.980615209,1.1090759730546325,0.026659557451346308,0.0,200.0,5.3319114902692615
D17,float64,True,False,0,0.0,3749,0.999466808850973,0.053319114902692616,False,False,False,0.5808901428251133,0.10754300284435538,0.011565497460781027,0.15582589,0.5175689625,0.583759121,0.655975069,1.0,-0.18231962117423484,0.0,0.026659557451346308,85.0,2.2660623833644364
D18,float64,True,False,0,0.0,3212,0.8563049853372434,5.758464409490802,False,False,False,0.19615033755291925,0.08732269922721102,0.00762525380032596,0.0,0.1670597505,0.192558782,0.2331652005,1.0,0.4615581825787651,4.398826979472141,0.026659557451346308,548.0,14.609437483337775
D19,float64,True,False,0,0.0,2134,0.5689149560117303,0.5598507064782724,False,False,False,0.14016397326419622,0.08434033478657421,0.007113292071911419,0.0017,0.0891,0.12252163,0.164933865,0.964093878,2.7915865583916917,0.0,0.0,214.0,5.70514529458811
D20,float64,True,False,0,0.0,1531,0.40815782458011196,1.1197014129565448,False,False,False,0.08201606511676887,0.07894023787788111,0.006231561156216456,0.0,0.0378,0.0573,0.09634999999999999,0.895525528,3.712551443115628,1.1197014129565448,0.0,278.0,7.411356971474274
D21,float64,True,False,0,0.0,1033,0.2753932284724074,0.6931484937350041,False,False,False,0.012048941516129032,0.015625974568907987,0.00024417108122815913,0.0,0.0054,0.00811,0.0135,0.483241492,13.003580298428146,0.07997867235403892,0.0,298.0,7.944548120501199
D22,float64,True,False,0,0.0,17,0.0045321247667288725,42.38869634764063,False,False,False,0.04536824661556918,0.06015595866846971,0.003618739363322636,0.0,0.0,0.0345,0.069,0.896551724,3.170670895489129,42.38869634764063,0.0,104.0,2.7725939749400164
D23,int64,True,True,0,0.0,2,0.0005331911490269261,96.64089576113037,False,False,False,0.9664089576113036,0.18019806041059322,0.0324713409757398,0.0,1.0,1.0,1.0,1.0,-5.179387329069631,3.3591042388696346,96.64089576113037,,
D24,float64,True,False,0,0.0,5,0.0013329778725673154,84.27086110370567,False,False,False,0.05185283924286857,0.13787880936267866,0.019010566071269885,0.0,0.0,0.0,0.0,1.0,3.3762511641880395,84.27086110370567,0.3199146894161557,0.0,0.0
D25,float64,True,False,0,0.0,2943,0.7845907757931219,0.13329778725673155,False,False,False,0.4934078704881365,0.07570243573525581,0.005730858776250536,0.0,0.4459076145,0.488761253,0.537692933,0.966400018,0.1712369594400625,0.026659557451346308,0.0,82.0,2.1860837110103972
D26,float64,True,False,0,0.0,3280,0.8744334844041589,0.23993601706211676,False,False,False,0.742170980015196,0.11294593884223372,0.0127567851009536,0.0716,0.6746919520000001,0.759480241,0.8236693015000001,1.0,-0.7869072646640386,0.0,0.026659557451346308,52.0,1.3862969874700082
D27,int64,True,True,0,0.0,2,0.0005331911490269261,52.066115702479344,False,False,False,0.5206611570247934,0.499639539489708,0.24963966942148752,0.0,0.0,1.0,1.0,1.0,-0.08274837203201493,47.93388429752066,52.066115702479344,,
D28,int64,True,True,0,0.0,2,0.0005331911490269261,89.06958144494801,False,False,False,0.8906958144494801,0.31206208097077387,0.09738274237980983,0.0,1.0,1.0,1.0,1.0,-2.5052979196634806,10.930418555051986,89.06958144494801,,
D29,float64,True,False,0,0.0,7,0.0018661690215942416,74.88669688083178,False,False,False,0.06993690573766996,0.1454371663224288,0.02115196934789782,0.0,0.0,0.0,0.166666667,1.0,2.5923480634579,74.88669688083178,0.053319114902692616,135.0,3.5990402559317514
D30,float64,True,False,0,0.0,3671,0.9786723540389229,0.39989336177019463,False,False,False,0.28270891672887233,0.13513914842777963,0.018262589437785453,0.03,0.19185216,0.25523627,0.34664114999999995,1.0,1.3632402044611243,0.0,0.15995734470807785,130.0,3.46574246867502
D31,float64,True,False,0,0.0,1325,0.3532391362303386,9.944014929352173,False,False,False,0.10977540886856839,0.10594648985324263,0.011224658712223246,0.0,0.0367,0.0856,0.151357321,1.0,2.0541218664081615,9.944014929352173,0.026659557451346308,166.0,4.425486536923487
D32,float64,True,False,0,0.0,1141,0.30418555051986135,6.318315115969075,False,False,False,0.09708349204078912,0.06871359831147034,0.004721558592910099,0.0,0.0517,0.0893,0.127121828,0.817857323,2.0875193052373406,6.318315115969075,0.0,114.0,3.039189549453479
D33,float64,True,False,0,0.0,387,0.10317248733671021,47.88056518261797,False,False,False,0.05837715984617435,0.08633136194593338,0.007453104055439755,0.0,0.0,0.0248,0.100295102,0.802000907,2.563666625953663,47.88056518261797,0.0,137.0,3.6523593708344437
D34,float64,True,False,0,0.0,161,0.04292188749666755,65.20927752599307,False,False,False,0.025528888848573718,0.04831596677282293,0.0023344326451925296,0.0,0.0,0.0,0.04,0.807170971,4.427444014391929,65.20927752599307,0.0,235.0,6.2649960010663825
D35,float64,True,False,0,0.0,121,0.03225806451612903,56.75819781391629,False,False,False,0.04800624186750199,0.07851166316518222,0.006164081252963031,0.0,0.0,0.0,0.0588,0.898321267,3.1613369588998372,56.75819781391629,0.0,331.0,8.824313516395629
D36,float64,True,False,0,0.0,72,0.01919488136496934,65.02266062383364,False,False,False,0.05995360297174087,0.10208295814622916,0.010420930343884773,0.0,0.0,0.0,0.122035183,1.0,2.4406184309993555,65.02266062383364,0.07997867235403892,158.0,4.212210077312717
D37,float64,True,False,0,0.0,73,0.019461476939482806,86.43028525726473,False,False,False,0.0337084552231405,0.10052114922255258,0.010104501441022684,0.0,0.0,0.0,0.0,1.0,3.7580382485148287,86.43028525726473,0.026659557451346308,0.0,0.0
D38,float64,True,False,0,0.0,647,0.1724873367102106,11.9168221807518,False,False,False,0.08733973801093044,0.0753824572399519,0.005682514859533177,0.0,0.0399,0.0761,0.119103669,1.0,2.411396264387676,11.9168221807518,0.026659557451346308,136.0,3.6256998133830978
D39,float64,True,False,0,0.0,458,0.12210077312716609,23.16715542521994,False,False,False,0.15488201381604907,0.13981873213068763,0.01954927785463298,0.0,0.0375,0.125432363,0.247355042,0.87685656,0.8968677152221773,23.16715542521994,0.0,31.0,0.8264462809917356
D40,float64,True,False,0,0.0,74,0.01972807251399627,82.24473473740336,False,False,False,0.017698999725673153,0.055136745834226,0.0030400607411880383,0.0,0.0,0.0,0.0,1.0,7.4238145073231525,82.24473473740336,0.026659557451346308,0.0,0.0
D41,float64,True,False,0,0.0,55,0.01466275659824047,88.80298587043455,False,False,False,0.00804401514636097,0.03322648358621242,0.0011039992115048434,0.0,0.0,0.0,0.0,1.0,10.943076583027771,88.80298587043455,0.026659557451346308,0.0,0.0
D42,float64,True,False,0,0.0,70,0.018661690215942415,81.9248200479872,False,False,False,0.02256709396614236,0.0724540540009753,0.005249589941176244,0.0,0.0,0.0,0.0,1.0,6.255385340147481,81.9248200479872,0.026659557451346308,0.0,0.0
D43,float64,True,False,0,0.0,156,0.04158890962410024,37.723273793655025,False,False,False,0.0749592340538523,0.09796413867833215,0.009596972466987493,0.0,0.0,0.0666,0.133279319,1.0,2.2300714561777752,37.723273793655025,0.026659557451346308,132.0,3.519061583577713
D44,float64,True,False,0,0.0,200,0.053319114902692616,33.964276193015195,False,False,False,0.05278311681844841,0.07734431505922697,0.005982143071980963,0.0,0.0,0.0346,0.071,0.87167622,3.2206288063992923,33.964276193015195,0.0,239.0,6.371634230871767
D45,float64,True,False,0,0.0,2610,0.6958144494801386,10.18395094641429,False,False,False,0.17666582652625965,0.14772239844980242,0.021821907003762187,0.0,0.057050000000000003,0.1517489,0.26524773,1.0,1.0853391285872398,10.18395094641429,0.07997867235403892,52.0,1.3862969874700082
D46,float64,True,False,0,0.0,3334,0.8888296454278859,0.23993601706211676,False,False,False,0.48182082054918685,0.14175547738882283,0.020094615369733063,0.0,0.384818645,0.47888228,0.572209925,1.0,0.19825412276627552,0.07997867235403892,0.053319114902692616,44.0,1.1730205278592376
D47,float64,True,False,0,0.0,3131,0.8347107438016529,0.23993601706211676,False,False,False,0.21364873443854973,0.10087050409169387,0.010174858595712431,0.0,0.143122649,0.203574997,0.270656507,0.852197763,1.1410864164213665,0.053319114902692616,0.0,82.0,2.1860837110103972
D48,float64,True,False,0,0.0,732,0.19514796054385497,10.797120767795255,False,False,False,0.09802074598373768,0.09568524439807899,0.009155665995520106,0.0,0.0293,0.0727,0.137590549,0.957122686,2.165792673538594,10.797120767795255,0.0,144.0,3.838976272993868
D49,float64,True,False,0,0.0,345,0.09197547320714476,33.08451079712077,False,False,False,0.05952313812450013,0.07012321460709418,0.004917265226832588,0.0,0.0,0.0391,0.0949,0.775406633,2.5131974219829036,33.08451079712077,0.0,79.0,2.1061050386563585
D50,float64,True,False,0,0.0,26,0.00693148493735004,43.32178085843775,False,False,False,0.8397228440789123,0.18414392382003186,0.0339089846798377,0.0,0.75,0.85714287,1.0,1.0,-1.393127320184894,0.6398293788323114,43.32178085843775,125.0,3.332444681418288
D51,int64,True,True,0,0.0,2,0.0005331911490269261,76.77952545987736,False,False,False,0.23220474540122635,0.4222952100937706,0.17833324446814183,0.0,0.0,0.0,0.0,1.0,1.2689611931504472,76.77952545987736,23.220474540122634,,
D52,float64,True,False,0,0.0,208,0.05545187949880032,65.36923487070115,False,False,False,0.7060618536496934,0.4215524937349427,0.17770650497414892,0.0,0.22222222,1.0,1.0,1.0,-0.8423513985796258,16.76886163689683,65.36923487070115,0.0,0.0
D53,float64,True,False,0,0.0,202,0.05385230605171954,43.56171687549987,False,False,False,0.043350912191149026,0.06285509035428163,0.003950762383444908,0.0,0.0,0.0203,0.0608,0.878479603,3.438815326085906,43.56171687549987,0.0,196.0,5.225273260463877
D54,float64,True,False,0,0.0,461,0.12290055985070648,29.21887496667555,False,False,False,0.05496650334044255,0.07477824005468328,0.0055917851856758394,0.0,0.0,0.0288,0.06864999999999999,0.80251446,3.148294040836162,29.21887496667555,0.0,328.0,8.744334844041589
D55,float64,True,False,0,0.0,356,0.09490802452679285,46.9208211143695,False,False,False,0.048949344834444145,0.07690218654957627,0.00591394629610583,0.0,0.0,0.0173,0.0685,0.945098904,3.419539151346539,46.9208211143695,0.0,230.0,6.131698213809651
D56,float64,True,False,0,0.0,254,0.06771527592641963,47.027459344174886,False,False,False,0.08175229542548654,0.10707576775212384,0.011465220039706762,0.0,0.0,0.0551,0.151635011,0.937500054,1.8699827927710795,47.027459344174886,0.0,67.0,1.7861903492402027
D57,float64,True,False,0,0.0,108,0.02879232204745401,44.0415889096241,False,False,False,0.04810750519168222,0.08553870408908003,0.007316869897239195,0.0,0.0,0.0176,0.0351,0.964877986,2.9303935902845186,44.0415889096241,0.0,654.0,17.435350573180486
D58,float64,True,False,0,0.0,268,0.07144761396960811,56.11836843508398,False,False,False,0.0516725573556385,0.09538984782322327,0.009099223067737692,0.0,0.0,0.0,0.0667,1.0,2.9520523902955134,56.11836843508398,0.026659557451346308,381.0,10.157291388962943
D59,float64,True,False,0,0.0,24,0.006398293788323114,88.64302852572648,False,False,False,0.02484178652945881,0.08271351607088688,0.006841525740808862,0.0,0.0,0.0,0.0,1.0,4.611889166426145,88.64302852572648,0.053319114902692616,0.0,0.0
D60,float64,True,False,0,0.0,90,0.023993601706211676,66.14236203679019,False,False,False,0.027874189022927216,0.0696372088020949,0.004849340849746564,0.0,0.0,0.0,0.0294,0.794117698,4.461002018953864,66.14236203679019,0.0,375.0,9.997334044254865
D61,float64,True,False,0,0.0,649,0.17302052785923755,12.796587576646228,False,False,False,0.11246839225086643,0.11737591251717787,0.013777104839240193,0.0,0.017,0.0803,0.160057356,1.0,1.9363536135352826,12.796587576646228,0.026659557451346308,122.0,3.25246600906425
D62,float64,True,False,0,0.0,149,0.039722740602505996,36.17701946147694,False,False,False,0.07043947841348974,0.08747471808774707,0.007651826304530823,0.0,0.0,0.0427,0.104940402,1.0,2.320684909194326,36.17701946147694,0.026659557451346308,131.0,3.492402026126366
D63,float64,True,False,0,0.0,322,0.0858437749933351,41.82884564116235,False,False,False,0.05173614940629166,0.073699271382522,0.005431582602314626,0.0,0.0,0.0338,0.0753,0.745698496,2.8913946399967805,41.82884564116235,0.0,176.0,4.69208211143695
D64,float64,True,False,0,0.0,307,0.08184484137563316,46.9208211143695,False,False,False,0.06420085152092775,0.09735666168919398,0.00947831957526417,0.0,0.0,0.0101,0.0933,1.0,2.3351250817830693,46.9208211143695,0.026659557451346308,208.0,5.545187949880033
D65,float64,True,False,0,0.0,513,0.13676352972540656,23.487070114636097,False,False,False,0.05391079970167955,0.06979417124619491,0.0048712263399431814,0.0,0.0173,0.0346,0.0734,0.833864473,3.800890359489848,23.487070114636097,0.0,217.0,5.785123966942149
D66,float64,True,False,0,0.0,273,0.07278059184217542,41.295654492135434,False,False,False,0.04723783751986137,0.06913114485680734,0.00477911518921288,0.0,0.0,0.0208,0.0759,0.676523005,2.5212169504668482,41.295654492135434,0.0,142.0,3.7856571580911753
D67,float64,True,False,0,0.0,432,0.11516928818981605,12.183417755265262,False,False,False,0.1536001724398827,0.10717285331975893,0.011486020488698562,0.0,0.0782,0.135191125,0.230765767,0.752715469,0.7038735940816935,12.183417755265262,0.0,36.0,0.959744068248467
D68,float64,True,False,0,0.0,382,0.1018395094641429,40.015995734470806,False,False,False,0.051127167363369766,0.07441485863403295,0.005537571185523109,0.0,0.0,0.0231,0.0758,0.937500054,2.8736884317883176,40.015995734470806,0.0,189.0,5.038656358304452
D69,float64,True,False,0,0.0,989,0.26366302319381496,7.384697414022927,False,False,False,0.08174407864916021,0.06824645030618627,0.004657577979394752,0.0,0.0376,0.0674,0.108348882,0.948341979,2.7727275203084067,7.384697414022927,0.0,145.0,3.8656358304452145
D70,float64,True,False,0,0.0,71,0.018928285790455877,5.598507064782725,False,False,False,0.5922810073297786,0.12473218673979215,0.015558118408890381,0.0,0.517375509,0.611300769,0.676521598,1.0,-0.7315772812196422,0.07997867235403892,0.026659557451346308,73.0,1.9461476939482807
D71,float64,True,False,0,0.0,213,0.05678485737136763,34.44414822713943,False,False,False,0.07480130216049052,0.08610078989127777,0.007413346019901961,0.0,0.0,0.0624,0.12403311,1.0,1.7885902349954952,34.44414822713943,0.026659557451346308,64.0,1.7062116768861637
D72,int64,True,True,0,0.0,2,0.0005331911490269261,99.97334044254865,False,True,True,0.00026659557451346307,0.01632775472970681,0.00026659557451346307,0.0,0.0,0.0,0.0,1.0,61.24540799113023,99.97334044254865,0.026659557451346308,,
D73,float64,True,False,0,0.0,42,0.011197014129565449,70.91442282058118,False,False,False,0.03237019989096241,0.06803513900862027,0.004628780139922284,0.0,0.0,0.0,0.0421,0.736890701,3.126966938876005,70.91442282058118,0.0,500.0,13.329778725673153
D74,float64,True,False,0,0.0,2217,0.5910423886963476,0.5865102639296188,False,False,False,0.18252933620074646,0.09097859078279194,0.008277103980822714,0.0,0.121881235,0.170415093,0.22488115050000002,0.845545379,1.4206454865077307,0.5865102639296188,0.0,125.0,3.332444681418288
D75,float64,True,False,0,0.0,517,0.1378299120234604,32.0714476139696,False,False,False,0.10692762775393229,0.1198320547672629,0.014359721349744295,0.0,0.0,0.0792,0.158757243,1.0,1.7669794294331047,32.0714476139696,0.026659557451346308,113.0,3.0125299920021327
D76,float64,True,False,0,0.0,475,0.12663289789389495,13.543055185283926,False,False,False,0.07079556310797121,0.07335096056401422,0.0053803634156635695,0.0,0.0319,0.0638,0.0957,0.929902548,3.231289733303222,13.543055185283926,0.0,191.0,5.091975473207145
D77,float64,True,False,0,0.0,7,0.0018661690215942416,48.4137563316449,False,False,False,0.09966231242122099,0.10651880736758804,0.011346256323013329,0.0,0.0,0.166666667,0.166666667,1.0,1.2030781148414293,46.62756598240469,0.026659557451346308,41.0,1.0930418555051986
D78,float64,True,False,0,0.0,46,0.012263396427619302,24.793388429752067,False,False,False,0.031041484433750998,0.05000430407287797,0.00250043042581284,0.0,0.00676,0.0135,0.0405,1.0,6.767438067408369,16.368968275126633,0.026659557451346308,319.0,8.504398826979472
D79,float64,True,False,0,0.0,6,0.0015995734470807784,44.868035190615835,False,False,False,0.392581026251133,0.11736154918829622,0.013773733227876873,0.142857143,0.285714286,0.428571429,0.428571429,0.857142857,0.43397204890451574,0.0,0.0,97.0,2.5859770727805915
D80,float64,True,False,0,0.0,1379,0.3676352972540656,34.31085043988269,False,False,False,0.032548255494801386,0.06916158012254245,0.004783324165046859,0.0,0.0,0.00989,0.0377,1.0,6.0578162318677515,34.31085043988269,0.026659557451346308,334.0,8.904292188749666
D81,float64,True,False,0,0.0,4,0.0010663822980538523,93.41508930951747,False,False,False,0.023549275729672088,0.09177723842952029,0.008423061493749016,0.0,0.0,0.0,0.0,1.0,4.134348887707026,93.41508930951747,0.026659557451346308,0.0,0.0
D82,float64,True,False,0,0.0,5,0.0013329778725673154,73.07384697414024,False,False,False,0.07917888563049853,0.14374409758803264,0.02066236559139785,0.0,0.0,0.0,0.25,1.0,1.9944024362747317,73.07384697414024,0.13329778725673155,26.0,0.6931484937350041
D83,float64,True,False,0,0.0,10,0.002665955745134631,28.818981604905357,False,False,False,0.19254124811943485,0.16440777341825652,0.027029915960348778,0.0,0.111111111,0.111111111,0.333333333,1.0,0.8072032690101801,22.76726206344975,0.026659557451346308,40.0,1.0663822980538524
D84,float64,True,False,0,0.0,1347,0.3591042388696348,4.158890962410024,False,False,False,0.06714561459450813,0.06498529523443855,0.004223088596707142,0.0,0.0311,0.0534,0.0774,1.0,3.6066548340962346,4.158890962410024,0.026659557451346308,312.0,8.317781924820048
D85,float64,True,False,0,0.0,184,0.04905358571047721,83.57771260997067,False,False,False,0.00951243269341509,0.032752270729889,0.001072711237963944,0.0,0.0,0.0,0.0,0.534522536,5.580114651064379,83.57771260997067,0.0,0.0,0.0
D86,float64,True,False,0,0.0,1293,0.34470807784590773,4.798720341242335,False,False,False,0.05145306724580113,0.055727366838190726,0.0031055394147182797,0.0,0.0198,0.0398,0.0651,0.846352625,4.0696214444279635,4.798720341242335,0.0,193.0,5.145294588109837
D87,float64,True,False,0,0.0,586,0.15622500666488937,4.638762996534258,False,False,False,0.34784193826153026,0.10186233207621925,0.010375934696005965,0.0,0.279919551,0.351472058,0.4180104,1.0,0.04584103613174999,0.026659557451346308,0.026659557451346308,23.0,0.6131698213809651
D88,float64,True,False,0,0.0,1446,0.3854972007464676,21.994134897360702,False,False,False,0.09889288617568648,0.08074943165061116,0.0065204707118967226,0.0,0.0535,0.0589,0.1136365345,1.0,2.6664404787416833,0.026659557451346308,0.026659557451346308,402.0,10.717142095441215
D89,float64,True,False,0,0.0,3658,0.9752066115702479,0.18661690215942417,False,False,False,0.5908609018517728,0.05958059498364904,0.003549847298605625,0.0357,0.5622497915,0.595752941,0.6254510360000001,1.0,-1.182482282007455,0.0,0.026659557451346308,147.0,3.918954945347907
D90,float64,True,False,0,0.0,3356,0.8946947480671821,9.784057584644094,False,False,False,0.346853515181285,0.04510686955343546,0.0020346296809106426,0.00865,0.32640728900000004,0.34642458,0.366188017,0.870249239,1.7373486460421321,0.0,0.0,192.0,5.118635030658491
D91,float64,True,False,0,0.0,3372,0.8989602772593975,5.065315915755798,False,False,False,0.4270920080413223,0.04648008511191209,0.002160398312010592,0.0,0.409017465,0.437124456,0.456260601,0.74461719,-2.5701159873235495,0.026659557451346308,0.0,159.0,4.238869634764063
D92,float64,True,False,0,0.0,13,0.00346574246867502,34.60410557184751,False,False,False,0.06546062107464676,0.07071791196194757,0.005001023072257768,0.0,0.0,0.0526,0.105263158,0.842105263,2.035463490988518,34.60410557184751,0.0,45.0,1.1996800853105838
D93,float64,True,False,0,0.0,15,0.0039989336177019465,39.509464142895226,False,False,False,0.04888919526126367,0.05816806820978808,0.0033835241592585588,0.0,0.0,0.0476,0.0476,0.80952381,2.7806690348284007,39.509464142895226,0.0,414.0,11.037056784857372
D94,int64,True,True,0,0.0,2,0.0005331911490269261,56.678219141562245,False,False,False,0.4332178085843775,0.4955861340676342,0.2456056162801031,0.0,0.0,0.0,1.0,1.0,0.2696516851123355,56.678219141562245,43.32178085843775,,
D95,float64,True,False,0,0.0,1333,0.35537190082644626,1.2263396427619302,False,False,False,0.0032978380301253,0.023201721261245232,0.0005383198694845191,0.0,6.71e-05,0.000335,0.00152,0.630370448,18.59503779795248,0.07997867235403892,0.0,503.0,13.409757398027192
D96,float64,True,False,0,0.0,25,0.006664889362836577,19.914689416155692,False,False,False,0.12013086285017327,0.08522400657555605,0.007263131296790421,0.0,0.0667,0.1,0.166666667,1.0,2.2692002177335184,5.145294588109837,0.026659557451346308,106.0,2.8259130898427087
D97,float64,True,False,0,0.0,15,0.0039989336177019465,69.39482804585444,False,False,False,0.01730125019514796,0.039662178241269504,0.0015730883828422321,0.0,0.0,0.0,0.0263,1.0,8.095273573792158,69.39482804585444,0.026659557451346308,281.0,7.491335643828312
D98,float64,True,False,0,0.0,5,0.0013329778725673154,93.46840842442016,False,False,False,0.018181818181818177,0.07797435475847173,0.006080000000000001,0.0,0.0,0.0,0.0,0.8,5.496087287982774,93.46840842442016,0.0,0.0,0.0
D99,float64,True,False,0,0.0,2455,0.6544921354305518,1.1996800853105838,False,False,False,0.5199649393655026,0.11718945435709932,0.013733368212514665,0.0,0.451367478,0.528141572,0.588225497,0.96066186,-0.20214549134238646,0.15995734470807785,0.0,108.0,2.879232204745401
D100,float64,True,False,0,0.0,444,0.11836843508397761,2.9592108770994403,False,False,False,0.5463927477483338,0.12819295428278019,0.01643343352774697,0.0,0.473025591,0.560679836,0.643633995,1.0,-0.539578409346451,0.053319114902692616,0.026659557451346308,50.0,1.3329778725673154
D101,float64,True,False,0,0.0,447,0.119168221807518,41.02905891762197,False,False,False,0.08182538043721675,0.1185907681615565,0.014063770293148044,0.0,1e-06,0.0315,0.12041288,1.0,2.1081486344448606,0.053319114902692616,0.053319114902692616,242.0,6.451612903225806
D102,float64,True,False,0,0.0,2900,0.773127166089043,0.23993601706211676,False,False,False,0.17109967494028258,0.10751974961922361,0.011560496558180536,0.00235,0.08895,0.151348114,0.232460432,0.823154127,1.2522628500964634,0.0,0.0,75.0,1.999466808850973
D103,float64,True,False,0,0.0,2980,0.7944548120501199,0.2932551319648094,False,False,False,0.26424796798613703,0.12121892778066226,0.014694028452293414,0.0,0.179269885,0.247793107,0.32234603650000004,1.0,1.4722255415218506,0.026659557451346308,0.026659557451346308,119.0,3.1724873367102107
D104,float64,True,False,0,0.0,3613,0.9632098107171421,0.6664889362836577,False,False,False,0.5749985779474808,0.20624218443977715,0.04253583864249105,0.0,0.4273051135,0.527742097,0.796905467,1.0,-0.06049537282774831,0.6664889362836577,0.026659557451346308,0.0,0.0
D105,float64,True,False,0,0.0,3640,0.9704078912290056,0.13329778725673155,False,False,False,0.5133213393620368,0.20505426217024836,0.042047250434184946,0.00381,0.298717404,0.573549999,0.676815065,0.972938252,-0.7504736059414973,0.0,0.0,0.0,0.0
D106,float64,True,False,0,0.0,3638,0.9698747000799787,0.6664889362836577,False,False,False,0.2536274524412157,0.1050588734546858,0.011037366891567684,0.0,0.175733589,0.226737457,0.3456447915,1.0,0.8081531031099682,0.6664889362836577,0.026659557451346308,10.0,0.2665955745134631
D107,float64,True,False,0,0.0,3595,0.9584110903758998,0.10663822980538523,False,False,False,0.6471386441306318,0.09519382161456266,0.009061863673585177,0.0,0.5886566785,0.660373547,0.7141217815,0.91561378,-1.3016057276473005,0.026659557451346308,0.0,138.0,3.6790189282857906
