component,component_number,cluster_0_mean,cluster_1_mean,cluster_0_median,cluster_1_median,mean_difference_1_minus_0,median_difference_1_minus_0,cohen_d_1_minus_0,mann_whitney_u,mann_whitney_p_value,rank_biserial_1_minus_0,mann_whitney_p_fdr_bh,significant_fdr_0.05,absolute_cohen_d
PC68,68,-0.007128267903934324,0.35914752535164013,0.00191942677495435,0.5427412577852172,0.36627579325557447,0.5408218310102628,0.26731565315088124,150613.0,0.07407279987826448,0.12190961436754644,0.31230694002727727,False,0.26731565315088124
PC14,14,0.014434451432059982,-0.7272590735221439,-0.0175088247088847,-1.2291773184989332,-0.7416935249542039,-1.2116684937900486,-0.2643955151488205,123446.0,0.23848252731664,-0.08045617406720451,0.4882865695866343,False,0.2643955151488205
PC133,133,0.0046253924469391704,-0.23304374547728823,0.0042889199746816,-0.4945538215625778,-0.2376691379242274,-0.49884274153725944,-0.25752899552544395,110616.0,0.009906381957810741,-0.1760262799168697,0.07575729622222811,False,0.25752899552544395
PC29,29,-0.010151317120494661,0.5114595119065694,-0.1227702828944046,0.2886916139677855,0.521610829027064,0.4114618968621901,0.25627609673022406,150266.0,0.08041362346451973,0.11932482662554844,0.31919917507563655,False,0.25627609673022406
PC147,147,-0.004188481287364812,0.21103060513599425,-0.0130991427288158,0.4384967863376494,0.21521908642335907,0.4515959290664652,0.2506673478446702,152739.0,0.04357050598709734,0.13774609488480194,0.21706364813596768,False,0.2506673478446702
PC12,12,0.014324823776306455,-0.7217356417706247,0.0030849907627199,-0.4861700876781478,-0.7360604655469312,-0.4892550784408677,-0.24741274307612804,129150.0,0.5780452853180894,-0.037967328878857676,0.7514588709135162,False,0.24741274307612804
PC20,20,0.011699290403885731,-0.5894519192533084,0.08634493922999681,0.9203541049511726,-0.6011512096571942,0.8340091657211759,-0.2458298967964893,142187.0,0.3861979789583906,0.05914471086877171,0.5921207858224823,False,0.2458298967964893
PC137,137,-0.004313404453613877,0.2173246791834543,-0.02058435827888725,0.1095744112229664,0.2216380836370682,0.13015876950185365,0.24519617078703854,148554.0,0.11841995819243979,0.10657221390422134,0.37701047914327773,False,0.24519617078703854
PC51,51,0.007441779617422411,-0.3749433620942459,-0.0718514773973622,-0.6849231105826694,-0.3823851417116683,-0.6130716331853072,-0.2417570090406917,120428.0,0.13150878336925417,-0.10293712336216077,0.39452635010776255,False,0.2417570090406917
PC125,125,0.00429356848815655,-0.21632527259506948,-0.03683388915783425,-0.6794811191197488,-0.22061884108322602,-0.6426472299619146,-0.22969813079455584,106909.0,0.002848142534169588,-0.20363955991567784,0.02613589619590916,True,0.22969813079455584
PC28,28,0.009455509855458871,-0.4764022636764091,-0.046836126896039,-1.2008562416971484,-0.485857773531868,-1.1540201148011096,-0.2295131300773723,113939.0,0.026664037261584436,-0.15127339903312553,0.16159166089470087,False,0.2295131300773723
PC83,83,0.005423660578524023,-0.27326333709330436,0.0093789793535086,-0.2592470825505945,-0.27868699767182836,-0.2686260619041031,-0.2280890143351596,125105.0,0.31841437085809277,-0.06809835601540448,0.540112652025264,False,0.2280890143351596
PC79,79,0.005568435025914237,-0.28055758938784253,0.0294478706248876,-0.0939816133004664,-0.2861260244137568,-0.123429483925354,-0.2274568370139403,124906.0,0.3079937118660868,-0.06958069826513813,0.540112652025264,False,0.2274568370139403
PC80,80,0.005512292680956989,-0.2777289380898552,-0.0180748846806651,-0.1591068815773917,-0.2832412307708122,-0.1410319968967266,-0.22720521053102416,121189.0,0.15412202766671046,-0.09726846782423448,0.4219803415433001,False,0.22720521053102416
PC75,75,0.005650072975566883,-0.2846708000566391,-0.04257602194150895,-0.2061360594130644,-0.290320873032206,-0.16356003747155545,-0.22602144037515895,123069.0,0.22248962001536055,-0.08326443049006682,0.4882865695866343,False,0.22602144037515895
PC56,56,0.006474479579871919,-0.3262073410242291,-0.041568536281318846,-0.6320558203593342,-0.332681820604101,-0.5904872840780153,-0.2187013238936731,122628.0,0.20477425720091957,-0.0865494200987732,0.484011880656719,False,0.2187013238936731
PC11,11,0.012771282423366786,-0.6434626952485348,-0.2014960501595956,-0.8889206301995999,-0.6562339776719016,-0.6874245800400043,-0.20829991151334676,120159.0,0.12416162852187418,-0.10494089253391137,0.3797885107727916,False,0.20829991151334676
PC154,154,-0.0033474175151029643,0.16865481671984484,-0.00023192917146534327,0.1437332532287213,0.1720022342349478,0.14396518240018663,0.2074011092648639,150203.0,0.08161082359713272,0.11885554239573315,0.31919917507563655,False,0.2074011092648639
PC49,49,0.006501083807023074,-0.3275477567428926,-0.1232275094673856,-0.4173523870051494,-0.3340488405499157,-0.2941248775377638,-0.20711447182562695,121191.0,0.15418512479466734,-0.09725356991217682,0.4219803415433001,False,0.20711447182562695
PC111,111,0.004114510273906838,-0.20730368201957525,0.013261896862854849,-0.0609316169456018,-0.21141819229348208,-0.07419351380845665,-0.204520531157636,127794.0,0.4812840919514221,-0.04806811325392746,0.6888102600405674,False,0.204520531157636
PC35,35,0.007505386468881192,-0.37814810181569375,-0.06105731827855235,-1.084540980663626,-0.38565348828457496,-1.0234836623850736,-0.20445709918255361,114025.0,0.027313011925257917,-0.1506327888146476,0.16159166089470087,False,0.20445709918255361
PC7,7,0.01610419848223111,-0.8113868769540574,0.28676928600769847,-1.3980680998358437,-0.8274910754362885,-1.6848373858435421,-0.20101789748041868,117639.0,0.06989727347957891,-0.12371226172651906,0.3028881850781753,False,0.20101789748041868
PC156,156,-0.0032121259462026446,0.1618383456182618,-0.02884091836465235,0.3305527393896517,0.16505047156446445,0.35939365775430404,0.20085731987267708,149790.0,0.08982159164674111,0.11577912355583364,0.32586437899747933,False,0.20085731987267708
PC142,142,-0.0034484251268441053,0.17374393995250445,0.021141557636497547,0.1896191730096649,0.17719236507934855,0.16847761537316736,0.20079787158462134,145093.0,0.23653200439888056,0.08079137708850115,0.4882865695866343,False,0.20079787158462134
PC67,67,0.005324541392915271,-0.2682693594951025,-0.0197068541412442,-0.2945018681482033,-0.27359390088801777,-0.2747950140069591,-0.1991934025270228,118700.0,0.08973899256531415,-0.11580891937994886,0.32586437899747933,False,0.1991934025270228
PC136,136,-0.0032285852945736003,0.1626676262115309,-0.01087364229827035,-0.0191433864279587,0.1658962115061045,-0.008269744129688351,0.1827049443418788,140787.0,0.4753916026872007,0.04871617242843418,0.6866767594370677,False,0.1827049443418788
PC47,47,0.0058599646949502385,-0.2952458924387249,-0.051980332968347295,0.1276207872854199,-0.30110585713367516,0.17960112025376718,-0.18261832447592868,142885.0,0.3458271890018615,0.06434408217688281,0.5619691821280249,False,0.18261832447592868
PC50,50,-0.00558446501436231,0.28136523729896545,0.0037922649192290003,-0.2578065917935936,0.2869497023133278,-0.2615988567128226,0.1799873882901926,129399.0,0.5967597672350391,-0.03611253882768328,0.7603264158673757,False,0.1799873882901926
PC146,146,-0.0030131178976899923,0.15181161133840482,0.0065490451044358505,0.35824067234819,0.1548247292360948,0.3516916272437542,0.17893693577012634,157786.0,0.010198097568376861,0.17534097596221887,0.07575729622222811,False,0.17893693577012634
PC152,152,-0.0028909986576663308,0.14565880908077572,0.00804450514594615,-0.1468803654666051,0.14854980773844206,-0.15492487061255125,0.17785381172723466,133978.0,0.9766216362564482,-0.0020037691717506023,0.9829224210064897,False,0.17785381172723466
PC86,86,-0.004158253168779913,0.20950760485989633,0.042342600452346044,0.1382374937773808,0.21366585802867624,0.09589489332503474,0.1773861988919605,140572.0,0.49002529572440645,0.04711464688223943,0.6949449648455218,False,0.1773861988919605
PC78,78,-0.00437346778249715,0.2203508836167692,-0.039580472755349955,0.4788359062634,0.22472435139926633,0.5184163790187499,0.17667750343505598,149118.0,0.1045902299890537,0.11077342510447163,0.35393994491089714,False,0.17667750343505598
PC148,148,0.0028536595360558843,-0.14377753114538866,-0.0275649458692427,-0.1056756048300089,-0.14663119068144453,-0.0781106589607662,-0.17083853565986742,122386.0,0.19550011704588255,-0.08835206745774582,0.4765315352993387,False,0.17083853565986742
PC141,141,0.0029590852190577283,-0.14908925254376065,-0.00755575185136405,-0.0514964183708431,-0.15204833776281837,-0.04394066651947905,-0.1708257147497967,129435.0,0.5994881355877385,-0.035844376410646084,0.7603264158673757,False,0.1708257147497967
PC155,155,-0.002747463018986206,0.13842697238125046,-0.0098212803517807,0.1143270935561476,0.14117443540023666,0.12414837390792831,0.1704049308912701,142967.0,0.3412675716541653,0.06495489657124565,0.5603972755584189,False,0.1704049308912701
PC108,108,-0.0034850993015595475,0.17559171549501812,0.037443267958378296,-0.0705637854648856,0.17907681479657767,-0.1080070534232639,0.17030860014290305,134355.0,0.9906388225564684,0.0008044872511117074,0.9906388225564684,False,0.17030860014290305
PC102,102,0.003607956759210224,-0.18178171178595845,-0.03130485133697525,-0.3077968018723746,-0.18538966854516867,-0.2764919505353994,-0.1698963229775978,126160.0,0.3774649686432259,-0.06023970740500717,0.5921207858224823,False,0.1698963229775978
PC112,112,0.003324632737244419,-0.16750683846006423,0.02078666643484265,-0.1408404980952819,-0.17083147119730865,-0.16162716453012455,-0.16566575500817593,124739.0,0.2994248416939571,-0.0708246739219498,0.5368997161408886,False,0.16566575500817593
PC123,123,0.00306515136527884,-0.1544332427602138,-0.0295765224407113,0.130369417377863,-0.15749839412549266,0.1599459398185743,-0.16243884340569537,136487.0,0.8069028328829517,0.016685661504540095,0.880257635872311,False,0.16243884340569537
PC151,151,-0.0025891575670208594,0.1304509798835987,0.0045008061742574,0.1327206858467245,0.13304013745061954,0.1282198796724671,0.15871405789877951,135857.0,0.8605578783059185,0.011992819206388283,0.9258415794187812,False,0.15871405789877951
PC89,89,-0.0035899843903991714,0.18087619983408004,0.0187526687571238,0.3890868566279888,0.18446618422447922,0.37033418787086503,0.15557451640028255,149031.0,0.10663575263341131,0.11012536592996502,0.35393994491089714,False,0.15557451640028255
PC105,105,-0.0032278803639371493,0.16263210929536515,0.0116511045844094,0.3026327106607807,0.1658599896593023,0.2909816060763713,0.15494478048888985,151840.0,0.05484771058182635,0.13104948341489941,0.24446408145042603,False,0.15494478048888985
PC31,31,0.005938115137566538,-0.2991833900817804,-0.02955987997451675,-0.4194241927318061,-0.30512150521934694,-0.38986431275728933,-0.15447493663558898,124955.0,0.3105384202432264,-0.06921569941972627,0.540112652025264,False,0.15447493663558898
PC85,85,-0.0036396063806313672,0.1833763324378402,-0.03131717249491545,0.0212318558521853,0.1870159388184716,0.05254902834710075,0.1543830285043098,137205.0,0.746856202382262,0.022034011933227626,0.8630338338639472,False,0.1543830285043098
PC77,77,-0.003828158756767574,0.19287627270398258,0.0301560335520659,-0.1716947101980364,0.19670443146075015,-0.20185074375010228,0.15426138892215474,132857.0,0.8794607773588071,-0.010354048880049427,0.9333053147481218,False,0.15426138892215474
PC110,110,0.0030586699362972498,-0.1541066852835879,0.0073561110889249996,-0.4936497494760311,-0.15716535521988514,-0.5010058605649561,-0.15055612899860055,122478.0,0.19898886644016622,-0.08766676350309499,0.47757327945639894,False,0.15055612899860055
PC65,65,0.004056304333888957,-0.20437105945265022,0.061947812562103494,-0.6177228066426916,-0.20842736378653917,-0.6796706192047951,-0.14927648812821934,110868.0,0.010723684293767173,-0.17414914299760886,0.07604067044671269,False,0.14927648812821934
PC103,103,-0.0031609872702471824,0.15926179698587936,-0.01433634898040155,0.0457970334498178,0.16242278425612655,0.06013338243021935,0.14898825656873757,142171.0,0.3871558984223923,0.05902552757231083,0.5921207858224823,False,0.14898825656873757
PC91,91,-0.0033240202307238727,0.16747597820003055,-0.012540576883754099,0.3233543248953576,0.1707999984307544,0.3358949017791117,0.146970901575362,143279.0,0.32427250032940413,0.067278970852235,0.540112652025264,False,0.146970901575362
PC116,116,0.0028962925560045657,-0.14592553453403556,-0.0227747705351846,-0.4233990557745688,-0.14882182709004013,-0.4006242852393842,-0.14688897189586383,123948.0,0.26101348954874126,-0.07671679814074062,0.5026926465383165,False,0.14688897189586383
PC70,70,0.0037546315513098606,-0.18917171021529988,-0.0248617859231041,-0.1883734566673334,-0.19292634176660975,-0.16351167074422931,-0.14399442158515538,126258.0,0.38327336392608846,-0.05950970971418357,0.5921207858224823,False,0.14399442158515538
PC107,107,-0.0029318219892713417,0.14771563392520456,-0.0381318760605076,0.1764413174342652,0.1506474559144759,0.2145731934947728,0.14274794274845579,141039.0,0.4585492034352917,0.050593309347694904,0.6748459975085425,False,0.14274794274845579
PC140,140,-0.002387456463420001,0.12028855989669814,-0.016896425574227998,-0.0691563938610365,0.12267601636011814,-0.052259968286808504,0.1376288970449749,139664.0,0.5544080934626814,0.04035099480807758,0.7383695012338558,False,0.1376288970449749
PC92,92,-0.003090760289419112,0.15572351156827,0.011397421298687399,0.160724975134612,0.15881427185768912,0.1493275538359246,0.13741659887487614,143880.0,0.2931160824547656,0.0717557934255515,0.5316989402667841,False,0.13741659887487614
PC46,46,-0.004416053467902469,0.2224965021225472,-0.0384138132920994,0.933184541497456,0.22691255559044968,0.9715983547895554,0.13694905468599505,146717.0,0.17353069398917675,0.09288848167929276,0.4553193367028153,False,0.13694905468599505
PC62,62,0.0037296644271304206,-0.18791377757514233,0.0047986936993968995,-0.3503404264044497,-0.19164344200227273,-0.3551391201038466,-0.13353098155512733,123504.0,0.24101324268058233,-0.08002413461753333,0.4882865695866343,False,0.13353098155512733
PC124,124,0.0023834562015029874,-0.12008701245380703,-0.0193299110775177,-0.3965991138850189,-0.12247046865531001,-0.3772692028075012,-0.12715073530516915,115839.0,0.044533803713058755,-0.13712038257838166,0.21706364813596768,False,0.12715073530516915
PC135,135,0.002130150739547297,-0.10732458109664328,0.0208198849575898,-0.0964317112933637,-0.10945473183619057,-0.1172515962509535,-0.11968599447525723,127156.0,0.43900686476922324,-0.05282054720030993,0.6522387705142745,False,0.11968599447525723
PC52,52,-0.00360409063300866,0.18158692257815714,0.0034952516568239004,0.6029537204412649,0.1851910132111658,0.5994584687844411,0.11758368836915369,146671.0,0.17512282180877514,0.09254582970196723,0.4553193367028153,False,0.11758368836915369
PC119,119,-0.0022623220994092154,0.11398384495379348,-0.0029152089870251,0.0662387421061674,0.11624616705320269,0.0691539510931925,0.11752747649278984,139671.0,0.5538963604186631,0.04040313750027935,0.7383695012338558,False,0.11752747649278984
PC94,94,-0.002451140935786856,0.12349721043594244,-0.01066206870798535,0.0774310919843714,0.1259483513717293,0.08809316069235675,0.1096509475536605,136520.0,0.8041149095045155,0.016931477053490962,0.880257635872311,False,0.1096509475536605
PC55,55,-0.003248968794522831,0.16369461953773515,-0.0073727059753457,0.5115799144030923,0.16694358833225798,0.5189526203784379,0.10952482703796605,145725.0,0.21032316039133492,0.08549911729871051,0.4882865695866343,False,0.10952482703796605
PC72,72,-0.002732722766118867,0.1376843059422631,-0.0031335993566133,0.4532178526411362,0.14041702870838196,0.45635145199774946,0.10627574908654766,146368.0,0.18588339151824818,0.09028879602523698,0.4705445290699423,False,0.10627574908654766
PC150,150,-0.001675008621949884,0.08439290015796397,-0.00465230052094685,0.2230659029400247,0.08606790877991385,0.22771820346097155,0.1016288229791771,144004.0,0.28694655630579236,0.07267946397312408,0.5266313268671013,False,0.1016288229791771
PC144,144,-0.001712883663708566,0.08630117965917582,-0.0074782384780189,-0.1000547696483835,0.08801406332288439,-0.0925765311703646,0.10039252545587181,133079.0,0.898605385878052,-0.008700380641653127,0.9403292568638577,False,0.10039252545587181
PC66,66,0.0026523033151593335,-0.1336324875774913,-0.0325767145421897,-0.0825689700491282,-0.13628479089265064,-0.049992255506938504,-0.09873377253049391,133798.0,0.9609589926272576,-0.0033445812569368183,0.9798013258160274,False,0.09873377253049391
PC13,13,0.005485899796087381,-0.2763991705480779,0.06480316018549505,-2.3378290073920445,-0.28188507034416527,-2.4026321675775395,-0.0985120045956577,107888.0,0.004017053549694415,-0.19634703196347036,0.03298212388170151,True,0.0985120045956577
PC69,69,-0.0025116345042895762,0.12654509187366617,0.025599911172910002,0.201096210236491,0.12905672637795573,0.175496299063581,0.094894129005262,137099.0,0.7556345818284819,0.021244422594173473,0.8667573144503175,False,0.094894129005262
PC93,93,0.0020821409425994283,-0.1049056765326097,-0.0126712959834728,-0.4305366643946307,-0.10698781747520912,-0.4178653684111579,-0.09289772779300517,124051.0,0.26581268697464977,-0.0759495556697729,0.505692428878602,False,0.09289772779300517
PC118,118,0.001767013516077192,-0.0890284344127646,-0.024684183471383153,-0.1321203122145314,-0.0907954479288418,-0.10743612874314826,-0.09074847553782968,129603.0,0.6122945345471076,-0.03459295179780553,0.770306027333458,False,0.09074847553782968
PC128,128,0.0016672426928247197,-0.08400162498916514,0.03159214266466345,0.0177419900044883,-0.08566886768198985,-0.013850152660175152,-0.09058514794555275,137382.0,0.7322714193909761,0.02335247715032729,0.8617965316595264,False,0.09058514794555275
PC64,64,0.002360981367221434,-0.11895465025534319,0.038208702456091245,-0.0289140115313095,-0.12131563162256462,-0.06712271398740075,-0.0857123753832433,131735.0,0.7839999831795754,-0.01871177754437714,0.880257635872311,False,0.0857123753832433
