method,n_row_clusters,n_column_clusters,n_blocks,seed,model_id,column_cluster,n_features,feature_cluster_fraction,n_binary_features,n_numeric_features,binary_feature_fraction,numeric_feature_fraction,n_sparse_features,sparse_feature_fraction,mean_feature_zero_fraction,median_feature_zero_fraction,minimum_feature_zero_fraction,maximum_feature_zero_fraction,mean_feature_value,mean_feature_std,median_unique_values
bistochastic,2,7,14,42,bistochastic_r2_c7_seed42,5,51,0.0334865397242285,51,0,1.0,0.0,0,0.0,0.8211509610509093,0.8296454278858971,0.6928818981604905,0.8890962410023994,0.17884903894909074,0.3793648852369386,2.0
bistochastic,2,7,14,42,bistochastic_r2_c7_seed42,6,38,0.02495075508864084,28,10,0.7368421052631579,0.2631578947368421,0,0.0,0.4121988522358949,0.49346840842442014,0.0,0.7126099706744868,0.47790959773182584,0.41439828874806134,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,0,193,0.12672357189757058,191,2,0.9896373056994818,0.010362694300518135,7,0.03626943005181347,0.9157848062623716,0.9192215409224207,0.7307384697414023,0.9570781125033324,0.08308148289647115,0.2720194781309181,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,1,928,0.6093237032173342,337,591,0.36314655172413796,0.6368534482758621,619,0.6670258620689655,0.902794312321312,0.9729405491868834,0.0,0.9898693681684884,0.01856074205238287,0.0858639744032752,6.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,2,96,0.06303348653972422,84,12,0.875,0.125,0,0.0,0.6335060650493202,0.7039456145027992,0.0,0.7947214076246334,0.2885990500769822,0.41167771570042994,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,3,35,0.02298095863427446,18,17,0.5142857142857142,0.4857142857142857,0,0.0,0.14272003656167878,0.10717142095441215,0.0,0.37509997334044254,0.7467209981349658,0.2678199735872657,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,4,58,0.03808273145108339,36,22,0.6206896551724138,0.3793103448275862,0,0.0,0.36275384035521563,0.4828045854438816,0.0,0.6526259664089576,0.4642928372685629,0.3658768233931374,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,5,139,0.0912672357189757,88,51,0.6330935251798561,0.3669064748201439,0,0.0,0.6062728596115377,0.800853105838443,0.0,0.9202879232204746,0.15992521491252212,0.2864715566742303,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,6,22,0.014445173998686802,22,0,1.0,0.0,0,0.0,0.5519982550107849,0.5567848573713676,0.3681684884030925,0.7126099706744868,0.448001744989215,0.4892625177520465,2.0
bistochastic,2,8,16,42,bistochastic_r2_c8_seed42,7,52,0.034143138542350626,52,0,1.0,0.0,0,0.0,0.8192533273178435,0.829245534524127,0.6928818981604905,0.8890962410023994,0.18074667268215652,0.38068052590212226,2.0
bistochastic,3,3,9,42,bistochastic_r3_c3_seed42,0,1025,0.6730137885751806,413,612,0.4029268292682927,0.5970731707317073,626,0.6107317073170732,0.8922865447262843,0.9682751266328979,0.0,0.9898693681684884,0.023719242216290938,0.09828029305501401,6.0
bistochastic,3,3,9,42,bistochastic_r3_c3_seed42,1,376,0.2468811556139199,334,42,0.8882978723404256,0.11170212765957446,0,0.0,0.756213236753887,0.8256464942681951,0.0,0.9368168488403092,0.17522669412977743,0.3405913608700824,2.0
bistochastic,3,3,9,42,bistochastic_r3_c3_seed42,2,122,0.08010505581089954,81,41,0.6639344262295082,0.3360655737704918,0,0.0,0.339985839841616,0.41962143428419085,0.0,0.6779525459877366,0.5353756811877205,0.35964098452243576,2.0
bistochastic,3,4,12,42,bistochastic_r3_c4_seed42,0,988,0.6487196323046619,371,617,0.37550607287449395,0.6244939271255061,626,0.6336032388663968,0.8867330385311555,0.9704078912290056,0.0,0.9898693681684884,0.02306381632395626,0.09289273535765925,6.0
bistochastic,3,4,12,42,bistochastic_r3_c4_seed42,1,181,0.11884438608010506,153,28,0.8453038674033149,0.15469613259668508,0,0.0,0.5968441564754002,0.6779525459877366,0.0,0.8331111703545722,0.30904207595661265,0.4067497232389667,2.0
bistochastic,3,4,12,42,bistochastic_r3_c4_seed42,2,63,0.04136572554169402,33,30,0.5238095238095238,0.47619047619047616,0,0.0,0.19050158053090605,0.1487603305785124,0.0,0.5491868834977339,0.6572942955480655,0.2961951905104061,2.0
bistochastic,3,4,12,42,bistochastic_r3_c4_seed42,3,291,0.19107025607353906,271,20,0.9312714776632303,0.06872852233676977,0,0.0,0.83946915415912,0.8848307118101839,0.0,0.9490802452679286,0.12158105317406401,0.30452176198797815,2.0
bistochastic,3,5,15,42,bistochastic_r3_c5_seed42,0,977,0.6414970453053185,372,605,0.38075742067553736,0.6192425793244627,626,0.6407369498464688,0.8948827566146128,0.9706744868035191,0.0,0.9898693681684884,0.021171636928087958,0.0915097198249039,6.0
bistochastic,3,5,15,42,bistochastic_r3_c5_seed42,1,102,0.066973079448457,81,21,0.7941176470588235,0.20588235294117646,0,0.0,0.48744648485893965,0.5819781391628899,0.0,0.7126099706744868,0.41081912457683434,0.41658424706351393,2.0
bistochastic,3,5,15,42,bistochastic_r3_c5_seed42,2,180,0.11818778726198292,133,47,0.7388888888888889,0.2611111111111111,0,0.0,0.6303193222548061,0.7585977072780592,0.0,0.8861636896827513,0.20775976478791283,0.34088398802262987,2.0
bistochastic,3,5,15,42,bistochastic_r3_c5_seed42,3,44,0.028890347997373604,23,21,0.5227272727272727,0.4772727272727273,0,0.0,0.16227793800441095,0.10823780325246601,0.0,0.48627032791255664,0.712442617003199,0.2781084616147873,2.0
bistochastic,3,5,15,42,bistochastic_r3_c5_seed42,4,220,0.14445173998686803,219,1,0.9954545454545455,0.004545454545454545,0,0.0,0.8899566176292383,0.9048253798986937,0.754732071447614,0.9490802452679286,0.10991282079023774,0.3053789661624725,2.0
bistochastic,3,6,18,42,bistochastic_r3_c6_seed42,0,941,0.6178594878529219,341,600,0.36238044633368754,0.6376195536663124,619,0.6578108395324124,0.896110452728015,0.9725406558251133,0.0,0.9898693681684884,0.019621156982193622,0.08683086118670252,6.0
bistochastic,3,6,18,42,bistochastic_r3_c6_seed42,1,100,0.06565988181221274,79,21,0.79,0.21,0,0.0,0.4829832044788057,0.5781125033324447,0.0,0.7099440149293522,0.41324771714568376,0.4158464589122075,2.0
bistochastic,3,6,18,42,bistochastic_r3_c6_seed42,2,53,0.03479973736047275,53,0,1.0,0.0,0,0.0,0.8172411885132517,0.8288456411623567,0.6928818981604905,0.8890962410023994,0.18275881148674822,0.3820364598623235,2.0
bistochastic,3,6,18,42,bistochastic_r3_c6_seed42,3,214,0.14051214707813525,208,6,0.9719626168224299,0.028037383177570093,7,0.03271028037383177,0.8991097701049191,0.9157557984537457,0.00026659557451346307,0.9570781125033324,0.08805366076516045,0.275029395818205,2.0
bistochastic,3,6,18,42,bistochastic_r3_c6_seed42,4,44,0.028890347997373604,23,21,0.5227272727272727,0.4772727272727273,0,0.0,0.16227793800441095,0.10823780325246601,0.0,0.48627032791255664,0.712442617003199,0.2781084616147873,2.0
bistochastic,3,6,18,42,bistochastic_r3_c6_seed42,5,171,0.11227839789888379,124,47,0.7251461988304093,0.27485380116959063,0,0.0,0.6199204578584112,0.7573980271927486,0.0,0.8861636896827513,0.2096364758707666,0.33942906738900597,2.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,0,940,0.6172028890347997,340,600,0.3617021276595745,0.6382978723404256,619,0.6585106382978724,0.8960183667334101,0.9725406558251133,0.0,0.9898693681684884,0.019511655925388692,0.08662003493017724,6.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,1,86,0.056467498358502954,68,18,0.7906976744186046,0.20930232558139536,0,0.0,0.5050312164818064,0.6298320447880565,0.0,0.7400693148493735,0.3742354211880956,0.4029168081902363,2.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,2,51,0.0334865397242285,51,0,1.0,0.0,0,0.0,0.8211509610509093,0.8296454278858971,0.6928818981604905,0.8890962410023994,0.17884903894909074,0.3793648852369386,2.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,3,40,0.026263952724885097,19,21,0.475,0.525,0,0.0,0.13552386030391897,0.01999466808850973,0.0,0.42495334577446015,0.7266687502044521,0.2566424509146863,43.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,4,203,0.13328956007879186,199,4,0.9802955665024631,0.019704433497536946,7,0.034482758620689655,0.9085380187614995,0.9176219674753399,0.2708611037056785,0.9570781125033324,0.08516316341671121,0.2728950188289885,2.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,5,169,0.11096520026263952,124,45,0.7337278106508875,0.26627218934911245,0,0.0,0.63783701072219,0.7667288723007198,0.0,0.8861636896827513,0.1987562301826448,0.3363677259442068,2.0
bistochastic,3,7,21,42,bistochastic_r3_c7_seed42,6,34,0.02232435981615233,27,7,0.7941176470588235,0.20588235294117646,0,0.0,0.4467906597456364,0.5167955211943482,0.0,0.7126099706744868,0.4682974855386407,0.43367741620657857,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,0,24,0.015758371634931056,24,0,1.0,0.0,0,0.0,0.5470319026037501,0.5529192215409224,0.3681684884030925,0.7126099706744868,0.45296809739624994,0.4899908799355039,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,1,934,0.613263296126067,339,595,0.36295503211991437,0.6370449678800857,619,0.6627408993576017,0.8999972598313539,0.9726739536123701,0.0,0.9898693681684884,0.019000187750441423,0.08629670012012094,6.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,2,51,0.0334865397242285,51,0,1.0,0.0,0,0.0,0.8181975002744365,0.8288456411623567,0.6928818981604905,0.8890962410023994,0.1818024997255634,0.3816181764269797,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,3,35,0.02298095863427446,18,17,0.5142857142857142,0.4857142857142857,0,0.0,0.14272003656167878,0.10717142095441215,0.0,0.37509997334044254,0.7467209981349658,0.2678199735872657,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,4,193,0.12672357189757058,191,2,0.9896373056994818,0.010362694300518135,7,0.03626943005181347,0.9158801176335705,0.9192215409224207,0.7307384697414023,0.9570781125033324,0.08298617152527202,0.2719182488349861,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,5,44,0.028890347997373604,24,20,0.5454545454545454,0.45454545454545453,0,0.0,0.30328276096071344,0.44308184484137564,0.0,0.6307651292988536,0.4860564282252126,0.33901328432858757,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,6,152,0.09980302035456336,104,48,0.6842105263157895,0.3157894736842105,0,0.0,0.6288638819121918,0.7901892828579046,0.0,0.9104238869634764,0.1731635552065923,0.3081588663686315,2.0
bistochastic,3,8,24,42,bistochastic_r3_c8_seed42,7,90,0.05909389363099146,77,13,0.8555555555555555,0.14444444444444443,0,0.0,0.602911816108297,0.6814182884564116,0.0,0.786990135963743,0.3085005212728636,0.41379747614066714,2.0
bistochastic,4,3,12,42,bistochastic_r4_c3_seed42,0,1025,0.6730137885751806,413,612,0.4029268292682927,0.5970731707317073,626,0.6107317073170732,0.8922865447262843,0.9682751266328979,0.0,0.9898693681684884,0.023719242216290938,0.09828029305501401,6.0
bistochastic,4,3,12,42,bistochastic_r4_c3_seed42,1,376,0.2468811556139199,334,42,0.8882978723404256,0.11170212765957446,0,0.0,0.756213236753887,0.8256464942681951,0.0,0.9368168488403092,0.17522669412977743,0.3405913608700824,2.0
bistochastic,4,3,12,42,bistochastic_r4_c3_seed42,2,122,0.08010505581089954,81,41,0.6639344262295082,0.3360655737704918,0,0.0,0.339985839841616,0.41962143428419085,0.0,0.6779525459877366,0.5353756811877205,0.35964098452243576,2.0
bistochastic,4,4,16,42,bistochastic_r4_c4_seed42,0,988,0.6487196323046619,371,617,0.37550607287449395,0.6244939271255061,626,0.6336032388663968,0.8867330385311555,0.9704078912290056,0.0,0.9898693681684884,0.02306381632395626,0.09289273535765925,6.0
bistochastic,4,4,16,42,bistochastic_r4_c4_seed42,1,181,0.11884438608010506,153,28,0.8453038674033149,0.15469613259668508,0,0.0,0.5968441564754002,0.6779525459877366,0.0,0.8331111703545722,0.30904207595661265,0.4067497232389667,2.0
bistochastic,4,4,16,42,bistochastic_r4_c4_seed42,2,63,0.04136572554169402,33,30,0.5238095238095238,0.47619047619047616,0,0.0,0.19050158053090605,0.1487603305785124,0.0,0.5491868834977339,0.6572942955480655,0.2961951905104061,2.0
bistochastic,4,4,16,42,bistochastic_r4_c4_seed42,3,291,0.19107025607353906,271,20,0.9312714776632303,0.06872852233676977,0,0.0,0.83946915415912,0.8848307118101839,0.0,0.9490802452679286,0.12158105317406401,0.30452176198797815,2.0
bistochastic,4,5,20,42,bistochastic_r4_c5_seed42,0,977,0.6414970453053185,372,605,0.38075742067553736,0.6192425793244627,626,0.6407369498464688,0.8948827566146128,0.9706744868035191,0.0,0.9898693681684884,0.021171636928087958,0.0915097198249039,6.0
bistochastic,4,5,20,42,bistochastic_r4_c5_seed42,1,102,0.066973079448457,81,21,0.7941176470588235,0.20588235294117646,0,0.0,0.48744648485893965,0.5819781391628899,0.0,0.7126099706744868,0.41081912457683434,0.41658424706351393,2.0
bistochastic,4,5,20,42,bistochastic_r4_c5_seed42,2,180,0.11818778726198292,133,47,0.7388888888888889,0.2611111111111111,0,0.0,0.6303193222548061,0.7585977072780592,0.0,0.8861636896827513,0.20775976478791283,0.34088398802262987,2.0
bistochastic,4,5,20,42,bistochastic_r4_c5_seed42,3,44,0.028890347997373604,23,21,0.5227272727272727,0.4772727272727273,0,0.0,0.16227793800441095,0.10823780325246601,0.0,0.48627032791255664,0.712442617003199,0.2781084616147873,2.0
bistochastic,4,5,20,42,bistochastic_r4_c5_seed42,4,220,0.14445173998686803,219,1,0.9954545454545455,0.004545454545454545,0,0.0,0.8899566176292383,0.9048253798986937,0.754732071447614,0.9490802452679286,0.10991282079023774,0.3053789661624725,2.0
bistochastic,4,6,24,42,bistochastic_r4_c6_seed42,0,941,0.6178594878529219,341,600,0.36238044633368754,0.6376195536663124,619,0.6578108395324124,0.896110452728015,0.9725406558251133,0.0,0.9898693681684884,0.019621156982193622,0.08683086118670252,6.0
bistochastic,4,6,24,42,bistochastic_r4_c6_seed42,1,100,0.06565988181221274,79,21,0.79,0.21,0,0.0,0.4829832044788057,0.5781125033324447,0.0,0.7099440149293522,0.41324771714568376,0.4158464589122075,2.0
bistochastic,4,6,24,42,bistochastic_r4_c6_seed42,2,53,0.03479973736047275,53,0,1.0,0.0,0,0.0,0.8172411885132517,0.8288456411623567,0.6928818981604905,0.8890962410023994,0.18275881148674822,0.3820364598623235,2.0
bistochastic,4,6,24,42,bistochastic_r4_c6_seed42,3,214,0.14051214707813525,208,6,0.9719626168224299,0.028037383177570093,7,0.03271028037383177,0.8991097701049191,0.9157557984537457,0.00026659557451346307,0.9570781125033324,0.08805366076516045,0.275029395818205,2.0
bistochastic,4,6,24,42,bistochastic_r4_c6_seed42,4,44,0.028890347997373604,23,21,0.5227272727272727,0.4772727272727273,0,0.0,0.16227793800441095,0.10823780325246601,0.0,0.48627032791255664,0.712442617003199,0.2781084616147873,2.0
bistochastic,4,6,24,42,bistochastic_r4_c6_seed42,5,171,0.11227839789888379,124,47,0.7251461988304093,0.27485380116959063,0,0.0,0.6199204578584112,0.7573980271927486,0.0,0.8861636896827513,0.2096364758707666,0.33942906738900597,2.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,0,940,0.6172028890347997,340,600,0.3617021276595745,0.6382978723404256,619,0.6585106382978724,0.8960183667334101,0.9725406558251133,0.0,0.9898693681684884,0.019511655925388692,0.08662003493017724,6.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,1,86,0.056467498358502954,68,18,0.7906976744186046,0.20930232558139536,0,0.0,0.5050312164818064,0.6298320447880565,0.0,0.7400693148493735,0.3742354211880956,0.4029168081902363,2.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,2,51,0.0334865397242285,51,0,1.0,0.0,0,0.0,0.8211509610509093,0.8296454278858971,0.6928818981604905,0.8890962410023994,0.17884903894909074,0.3793648852369386,2.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,3,40,0.026263952724885097,19,21,0.475,0.525,0,0.0,0.13552386030391897,0.01999466808850973,0.0,0.42495334577446015,0.7266687502044521,0.2566424509146863,43.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,4,203,0.13328956007879186,199,4,0.9802955665024631,0.019704433497536946,7,0.034482758620689655,0.9085380187614995,0.9176219674753399,0.2708611037056785,0.9570781125033324,0.08516316341671121,0.2728950188289885,2.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,5,169,0.11096520026263952,124,45,0.7337278106508875,0.26627218934911245,0,0.0,0.63783701072219,0.7667288723007198,0.0,0.8861636896827513,0.1987562301826448,0.3363677259442068,2.0
bistochastic,4,7,28,42,bistochastic_r4_c7_seed42,6,34,0.02232435981615233,27,7,0.7941176470588235,0.20588235294117646,0,0.0,0.4467906597456364,0.5167955211943482,0.0,0.7126099706744868,0.4682974855386407,0.43367741620657857,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,0,24,0.015758371634931056,24,0,1.0,0.0,0,0.0,0.5470319026037501,0.5529192215409224,0.3681684884030925,0.7126099706744868,0.45296809739624994,0.4899908799355039,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,1,934,0.613263296126067,339,595,0.36295503211991437,0.6370449678800857,619,0.6627408993576017,0.8999972598313539,0.9726739536123701,0.0,0.9898693681684884,0.019000187750441423,0.08629670012012094,6.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,2,51,0.0334865397242285,51,0,1.0,0.0,0,0.0,0.8181975002744365,0.8288456411623567,0.6928818981604905,0.8890962410023994,0.1818024997255634,0.3816181764269797,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,3,35,0.02298095863427446,18,17,0.5142857142857142,0.4857142857142857,0,0.0,0.14272003656167878,0.10717142095441215,0.0,0.37509997334044254,0.7467209981349658,0.2678199735872657,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,4,193,0.12672357189757058,191,2,0.9896373056994818,0.010362694300518135,7,0.03626943005181347,0.9158801176335705,0.9192215409224207,0.7307384697414023,0.9570781125033324,0.08298617152527202,0.2719182488349861,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,5,44,0.028890347997373604,24,20,0.5454545454545454,0.45454545454545453,0,0.0,0.30328276096071344,0.44308184484137564,0.0,0.6307651292988536,0.4860564282252126,0.33901328432858757,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,6,152,0.09980302035456336,104,48,0.6842105263157895,0.3157894736842105,0,0.0,0.6288638819121918,0.7901892828579046,0.0,0.9104238869634764,0.1731635552065923,0.3081588663686315,2.0
bistochastic,4,8,32,42,bistochastic_r4_c8_seed42,7,90,0.05909389363099146,77,13,0.8555555555555555,0.14444444444444443,0,0.0,0.602911816108297,0.6814182884564116,0.0,0.786990135963743,0.3085005212728636,0.41379747614066714,2.0
bistochastic,5,3,15,42,bistochastic_r5_c3_seed42,0,1025,0.6730137885751806,413,612,0.4029268292682927,0.5970731707317073,626,0.6107317073170732,0.8922865447262843,0.9682751266328979,0.0,0.9898693681684884,0.023719242216290938,0.09828029305501401,6.0
bistochastic,5,3,15,42,bistochastic_r5_c3_seed42,1,376,0.2468811556139199,334,42,0.8882978723404256,0.11170212765957446,0,0.0,0.756213236753887,0.8256464942681951,0.0,0.9368168488403092,0.17522669412977743,0.3405913608700824,2.0
bistochastic,5,3,15,42,bistochastic_r5_c3_seed42,2,122,0.08010505581089954,81,41,0.6639344262295082,0.3360655737704918,0,0.0,0.339985839841616,0.41962143428419085,0.0,0.6779525459877366,0.5353756811877205,0.35964098452243576,2.0
bistochastic,5,4,20,42,bistochastic_r5_c4_seed42,0,988,0.6487196323046619,371,617,0.37550607287449395,0.6244939271255061,626,0.6336032388663968,0.8867330385311555,0.9704078912290056,0.0,0.9898693681684884,0.02306381632395626,0.09289273535765925,6.0
bistochastic,5,4,20,42,bistochastic_r5_c4_seed42,1,181,0.11884438608010506,153,28,0.8453038674033149,0.15469613259668508,0,0.0,0.5968441564754002,0.6779525459877366,0.0,0.8331111703545722,0.30904207595661265,0.4067497232389667,2.0
bistochastic,5,4,20,42,bistochastic_r5_c4_seed42,2,63,0.04136572554169402,33,30,0.5238095238095238,0.47619047619047616,0,0.0,0.19050158053090605,0.1487603305785124,0.0,0.5491868834977339,0.6572942955480655,0.2961951905104061,2.0
bistochastic,5,4,20,42,bistochastic_r5_c4_seed42,3,291,0.19107025607353906,271,20,0.9312714776632303,0.06872852233676977,0,0.0,0.83946915415912,0.8848307118101839,0.0,0.9490802452679286,0.12158105317406401,0.30452176198797815,2.0
bistochastic,5,5,25,42,bistochastic_r5_c5_seed42,0,977,0.6414970453053185,372,605,0.38075742067553736,0.6192425793244627,626,0.6407369498464688,0.8948827566146128,0.9706744868035191,0.0,0.9898693681684884,0.021171636928087958,0.0915097198249039,6.0
bistochastic,5,5,25,42,bistochastic_r5_c5_seed42,1,102,0.066973079448457,81,21,0.7941176470588235,0.20588235294117646,0,0.0,0.48744648485893965,0.5819781391628899,0.0,0.7126099706744868,0.41081912457683434,0.41658424706351393,2.0
bistochastic,5,5,25,42,bistochastic_r5_c5_seed42,2,180,0.11818778726198292,133,47,0.7388888888888889,0.2611111111111111,0,0.0,0.6303193222548061,0.7585977072780592,0.0,0.8861636896827513,0.20775976478791283,0.34088398802262987,2.0
