feature,feature_index,is_binary,feature_type,mean,std,variance,zero_fraction,nonzero_fraction,one_fraction,n_unique,is_sparse,column_cluster
D31,30,False,numeric,0.10977540886856839,0.10593236647920759,0.011221666267885145,0.09944014929352173,0.9005598507064783,0.00026659557451346307,1325,False,0
D32,31,False,numeric,0.09708349204078912,0.06870443833031767,0.0047202998462844235,0.06318315115969075,0.9368168488403092,0.0,1141,False,0
D33,32,False,numeric,0.05837715984617435,0.08631985339933211,0.0074511170908821865,0.4788056518261797,0.5211943481738203,0.0,387,False,0
D34,33,False,numeric,0.025528888848573718,0.04830952593205942,0.0023338102957803216,0.6520927752599307,0.3479072247400693,0.0,161,False,0
D35,34,False,numeric,0.04800624186750199,0.07850119703660606,0.006162437936180049,0.5675819781391629,0.4324180218608371,0.0,121,False,0
D36,35,False,numeric,0.05995360297174087,0.1020693498067504,0.01041815216997278,0.6502266062383364,0.34977339376166355,0.0007997867235403892,72,False,0
D37,36,False,numeric,0.0337084552231405,0.10050774908262468,0.010101807625655842,0.8643028525726473,0.1356971474273527,0.00026659557451346307,73,False,0
D38,37,False,numeric,0.08733973801093044,0.07537240825540549,0.0056809999262195186,0.119168221807518,0.880831778192482,0.00026659557451346307,647,False,0
D39,38,False,numeric,0.15488201381604907,0.13980009336074137,0.019544066103672,0.2316715542521994,0.7683284457478006,0.0,458,False,0
D40,39,False,numeric,0.017698999725673153,0.055129395738101335,0.0030392502744481854,0.8224473473740336,0.1775526526259664,0.00026659557451346307,74,False,0
D41,40,False,numeric,0.00804401514636097,0.033222054274243636,0.0011037048902007899,0.8880298587043455,0.1119701412956545,0.00026659557451346307,55,False,0
D42,41,False,numeric,0.02256709396614236,0.07244439539212068,0.005248190423729916,0.819248200479872,0.18075179952012796,0.00026659557451346307,70,False,0
D43,42,False,numeric,0.0749592340538523,0.09795107940497168,0.009594413956599067,0.37723273793655027,0.6227672620634498,0.00026659557451346307,156,False,0
D44,43,False,numeric,0.05278311681844841,0.07733400454594258,0.005980548259111867,0.33964276193015197,0.660357238069848,0.0,200,False,0
D45,44,False,numeric,0.17666582652625965,0.1477027060683979,0.02181608937992754,0.1018395094641429,0.8981604905358571,0.0007997867235403892,2610,False,0
D46,45,False,numeric,0.48182082054918685,0.14173658043781057,0.020089258234203943,0.0007997867235403892,0.9992002132764596,0.0005331911490269261,3334,False,2
D47,46,False,numeric,0.21364873443854973,0.10085705738043081,0.010172146023439514,0.0005331911490269261,0.999466808850973,0.0,3131,False,0
D48,47,False,numeric,0.09802074598373768,0.0956724889165322,0.009153225135483977,0.10797120767795254,0.8920287923220475,0.0,732,False,0
D49,48,False,numeric,0.05952313812450013,0.07011386671468352,0.004915954305684406,0.3308451079712077,0.6691548920287923,0.0,345,False,0
D50,49,False,numeric,0.8397228440789123,0.18411937620626953,0.033899944694585814,0.006398293788323114,0.9936017062116769,0.4332178085843775,26,False,2
D51,50,True,binary,0.23220474540122635,0.4222389153244617,0.17828570161437798,0.7677952545987736,0.23220474540122635,0.23220474540122635,2,False,2
D52,51,False,numeric,0.7060618536496934,0.42149629797468036,0.17765912920636054,0.16768861636896829,0.8323113836310317,0.6536923487070114,208,False,2
D53,52,False,numeric,0.043350912191149026,0.06284671135133109,0.0039497091276775274,0.4356171687549987,0.5643828312450013,0.0,202,False,0
D54,53,False,numeric,0.05496650334044255,0.07476827161631937,0.005590294440491708,0.2921887496667555,0.7078112503332444,0.0,461,False,0
D55,54,False,numeric,0.048949344834444145,0.07689193497497236,0.005912369664195377,0.46920821114369504,0.530791788856305,0.0,356,False,0
D56,55,False,numeric,0.08175229542548654,0.10706149383780965,0.011462163462783354,0.4702745934417489,0.5297254065582512,0.0,254,False,0
D57,56,False,numeric,0.04810750519168222,0.08552730120906014,0.007314919252105301,0.440415889096241,0.559584110903759,0.0,108,False,0
D58,57,False,numeric,0.0516725573556385,0.09537713172001097,0.009096797255136322,0.5611836843508398,0.43881631564916024,0.00026659557451346307,268,False,0
D59,58,False,numeric,0.02484178652945881,0.08270248980728115,0.006839701820323442,0.8864302852572647,0.11356971474273526,0.0005331911490269261,24,False,0
D60,59,False,numeric,0.027874189022927216,0.06962792569750095,0.004848048036936714,0.6614236203679019,0.33857637963209813,0.0,90,False,0
D61,60,False,numeric,0.11246839225086643,0.11736026552483785,0.013773431924060444,0.1279658757664623,0.8720341242335378,0.00026659557451346307,649,False,0
D62,61,False,numeric,0.07043947841348974,0.08746305712414293,0.00764978636150109,0.3617701946147694,0.6382298053852306,0.00026659557451346307,149,False,0
D63,62,False,numeric,0.05173614940629166,0.0736894467778816,0.005430134566430244,0.41828845641162354,0.5817115435883764,0.0,322,False,0
D64,63,False,numeric,0.06420085152092775,0.0973436833965696,0.00947579269721158,0.46920821114369504,0.530791788856305,0.00026659557451346307,307,False,0
D65,64,False,numeric,0.05391079970167955,0.06978486721745983,0.004869927692558499,0.23487070114636097,0.765129298853639,0.0,513,False,0
D66,65,False,numeric,0.04723783751986137,0.06912192921391407,0.004777841098253346,0.4129565449213543,0.5870434550786457,0.0,273,False,0
D67,66,False,numeric,0.1536001724398827,0.10715856646329076,0.011482958366467505,0.12183417755265262,0.8781658224473474,0.0,432,False,0
D68,67,False,numeric,0.051127167363369766,0.0744049386368371,0.005536094893551495,0.40015995734470805,0.5998400426552919,0.0,382,False,0
D69,68,False,numeric,0.08174407864916021,0.0682373525989798,0.004656336289717494,0.07384697414022927,0.9261530258597708,0.0,989,False,0
D70,69,False,numeric,0.5922810073297786,0.12471555910701285,0.015553970683374815,0.0007997867235403892,0.9992002132764596,0.00026659557451346307,71,False,0
D71,70,False,numeric,0.07480130216049052,0.08608931208146989,0.007411369654660717,0.3444414822713943,0.6555585177286057,0.00026659557451346307,213,False,0
D73,71,False,numeric,0.03237019989096241,0.06802606947061975,0.004627546127621584,0.7091442282058118,0.2908557717941882,0.0,42,False,0
D74,72,False,numeric,0.18252933620074646,0.09096646272957765,0.00827489734153164,0.005865102639296188,0.9941348973607038,0.0,2217,False,0
D75,73,False,numeric,0.10692762775393229,0.1198160803547721,0.014355893111581206,0.32071447613969606,0.6792855238603039,0.00026659557451346307,517,False,0
D76,74,False,numeric,0.07079556310797121,0.07334118239153006,0.005378929034587679,0.13543055185283925,0.8645694481471607,0.0,475,False,0
D77,75,False,numeric,0.09966231242122099,0.10650460769980948,0.011343231461290317,0.4662756598240469,0.533724340175953,0.00026659557451346307,7,False,0
D78,76,False,numeric,0.031041484433750998,0.049997638165486774,0.0024997638221269393,0.16368968275126633,0.8363103172487337,0.00026659557451346307,46,False,0
D79,77,False,numeric,0.392581026251133,0.11734590411068378,0.013770061211553792,0.0,1.0,0.0,6,False,0
D80,78,False,numeric,0.032548255494801386,0.06915236042242516,0.0047820489519929945,0.34310850439882695,0.656891495601173,0.00026659557451346307,1379,False,0
D81,79,False,numeric,0.023549275729672088,0.09176500391124565,0.008420815942830928,0.9341508930951746,0.06584910690482539,0.00026659557451346307,4,False,0
D82,80,False,numeric,0.07917888563049853,0.14372493554067856,0.020656857096172203,0.7307384697414023,0.2692615302585977,0.0013329778725673154,5,False,0
D83,81,False,numeric,0.19254124811943485,0.164385856765034,0.02702270990437428,0.22767262063449747,0.7723273793655026,0.00026659557451346307,10,False,0
D84,82,False,numeric,0.06714561459450813,0.0649766322609635,0.004221962739976481,0.04158890962410024,0.9584110903758998,0.00026659557451346307,1347,False,0
D85,83,False,numeric,0.00951243269341509,0.0327479046336582,0.001072425257895172,0.8357771260997068,0.16422287390029325,0.0,184,False,0
D86,84,False,numeric,0.05145306724580113,0.05571993800834526,0.0031047114916538383,0.04798720341242335,0.9520127965875766,0.0,1293,False,0
D87,85,False,numeric,0.34784193826153026,0.10184875314766778,0.010373168517734569,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,586,False,2
D88,86,False,numeric,0.09889288617568648,0.08073866721256417,0.006518732383261186,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,1446,False,0
D89,87,False,numeric,0.5908609018517728,0.059572652492780764,0.0035489009250256184,0.0,1.0,0.00026659557451346307,3658,False,2
D90,88,False,numeric,0.346853515181285,0.04510085650674428,0.002034087257641938,0.0,1.0,0.0,3356,False,2
D91,89,False,numeric,0.4270920080413223,0.04647388900642407,0.0021598223593814235,0.00026659557451346307,0.9997334044254865,0.0,3372,False,2
D92,90,False,numeric,0.06546062107464676,0.07070848479241133,0.004999689821638664,0.3460410557184751,0.6539589442815249,0.0,13,False,0
D93,91,False,numeric,0.04888919526126367,0.058160314018163975,0.0033826221266914413,0.3950946414289523,0.6049053585710478,0.0,15,False,0
D94,92,True,binary,0.4332178085843775,0.4955200691291193,0.24554013890972717,0.5667821914156225,0.4332178085843775,0.4332178085843775,2,False,2
D95,93,False,numeric,0.0032978380301253,0.02319862831698551,0.0005381763557896419,0.0007997867235403892,0.9992002132764596,0.0,1333,False,0
D96,94,False,numeric,0.12013086285017327,0.08521264564681458,0.007261194978129586,0.051452945881098375,0.9485470541189016,0.00026659557451346307,25,False,0
D97,95,False,numeric,0.01730125019514796,0.03965689100826044,0.0015726690044410479,0.6939482804585444,0.3060517195414556,0.00026659557451346307,15,False,0
D98,96,False,numeric,0.018181818181818177,0.07796396025669142,0.006078379098906959,0.9346840842442016,0.06531591575579845,0.0,5,False,0
D99,97,False,numeric,0.5199649393655026,0.1171738322208762,0.013729706957326044,0.0015995734470807784,0.9984004265529193,0.0,2455,False,0
D100,98,False,numeric,0.5463927477483338,0.1281758653065951,0.01642905244709441,0.0005331911490269261,0.999466808850973,0.00026659557451346307,444,False,0
D101,99,False,numeric,0.08182538043721675,0.11857495922085286,0.014060020954226917,0.0005331911490269261,0.999466808850973,0.0005331911490269261,447,False,0
D102,100,False,numeric,0.17109967494028258,0.10750541651916404,0.011557414580958948,0.0,1.0,0.0,2900,False,0
D103,101,False,numeric,0.26424796798613703,0.12120276848874476,0.014690111089336258,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,2980,False,2
D104,102,False,numeric,0.5749985779474808,0.20621469098042153,0.04252449877615074,0.006664889362836577,0.9933351106371634,0.00026659557451346307,3613,False,0
D105,103,False,numeric,0.5133213393620368,0.2050269270688578,0.04203604082329874,0.0,1.0,0.0,3640,False,0
D106,104,False,numeric,0.2536274524412157,0.10504486840583938,0.01103442437840011,0.006664889362836577,0.9933351106371634,0.00026659557451346307,3638,False,0
D107,105,False,numeric,0.6471386441306318,0.09518113164295199,0.009059447820832955,0.00026659557451346307,0.9997334044254865,0.0,3595,False,2
D108,106,False,numeric,0.04594330404398827,0.10710170986723325,0.011470776256485007,0.800853105838443,0.19914689416155693,0.00026659557451346307,7,False,0
D109,107,False,numeric,0.02697058563449747,0.08382168854186672,0.007026075470009711,0.8869634764062917,0.11303652359370835,0.0,6,False,0
D110,108,False,numeric,0.033368879430285256,0.09134142187909519,0.00834325535089485,0.8552386030391895,0.14476139696081045,0.00026659557451346307,7,False,0
D111,109,False,numeric,0.01830622945907758,0.07436386624862262,0.005529984603443036,0.9272194081578246,0.07278059184217542,0.00026659557451346307,7,False,0
D112,110,False,numeric,0.024313516395627836,0.09111795260127757,0.008302481286248666,0.9192215409224207,0.08077845907757931,0.0,5,False,0
D113,111,False,numeric,0.013116502266062384,0.06770540907213073,0.004584022417624561,0.9549453479072247,0.04505465209277526,0.00026659557451346307,6,True,0
D114,112,False,numeric,0.01684884030925087,0.08021424473229574,0.006434325057972635,0.9472140762463344,0.05278592375366569,0.00026659557451346307,6,False,0
D115,113,False,numeric,0.0056784857371367636,0.03755045749189974,0.0014100368578509694,0.9661423620367902,0.03385763796320981,0.0,6,True,0
D116,114,False,numeric,0.007664622767262063,0.05677773832262591,0.003223711569032583,0.9789389496134364,0.021061050386563585,0.00026659557451346307,5,True,0
D117,115,False,numeric,0.12794709269768062,0.26572417190807907,0.07060933553623434,0.800853105838443,0.19914689416155693,0.00026659557451346307,746,False,0
D118,116,False,numeric,0.04267962042415356,0.1376717017372269,0.018953497459223964,0.8869634764062917,0.11303652359370835,0.0,416,False,0
D119,117,False,numeric,0.06223792260383897,0.1753798785875458,0.03075810181338231,0.8552386030391895,0.14476139696081045,0.00026659557451346307,542,False,0
D120,118,False,numeric,0.03667989229218875,0.14435490206683857,0.020838337750726552,0.9272194081578246,0.07278059184217542,0.00026659557451346307,274,False,0
D121,119,False,numeric,0.042475420782458015,0.15728672952020878,0.024739115283163315,0.9192215409224207,0.08077845907757931,0.00026659557451346307,304,False,0
D122,120,False,numeric,0.02172123342468675,0.11031935001897303,0.012170358988608685,0.9549453479072247,0.04505465209277526,0.0,170,True,0
D123,121,False,numeric,0.024391549257531325,0.11666115463409593,0.013609825000560443,0.9472140762463344,0.05278592375366569,0.0,199,False,0
D124,122,False,numeric,0.015715492708077847,0.09431650816721392,0.008895603712856128,0.9661423620367902,0.03385763796320981,0.0,128,True,0
D125,123,False,numeric,0.010407295654492135,0.07859217279947973,0.006176729625343282,0.9789389496134364,0.021061050386563585,0.0,80,True,0
D126,124,False,numeric,0.20173753243854972,0.11678366612925226,0.01363842467458866,0.022394028259130897,0.977605971740869,0.0,33,False,0
D127,125,False,numeric,0.10748244916422287,0.14927472923161397,0.022282944787171667,0.5777126099706745,0.4222873900293255,0.0010663822980538523,7,False,0
D128,126,False,numeric,0.08397961430045323,0.07391374453639665,0.005463241631391707,0.17728605705145295,0.822713942948547,0.00026659557451346307,20,False,0
D129,127,False,numeric,0.0230528111986137,0.06824864694715149,0.004657877810116931,0.8496400959744068,0.15035990402559318,0.00026659557451346307,14,False,0
D130,128,False,numeric,0.10921209455105305,0.08688915162670519,0.007549724670408564,0.12023460410557185,0.8797653958944281,0.0,26,False,0
D131,129,False,numeric,0.15704242928392428,0.10393764878328504,0.010803034834597516,0.07464676086376966,0.9253532391362304,0.00026659557451346307,32,False,0
D132,130,False,numeric,0.01903775882697947,0.06856209065532286,0.00470076027502871,0.8933617701946148,0.10663822980538523,0.0,10,False,0
D133,131,False,numeric,0.02481704274220208,0.08138766043994725,0.006623951271888155,0.86990135963743,0.13009864036257,0.0,11,False,0
D134,132,False,numeric,0.0025130974601439617,0.023011342292962776,0.0005295218741238973,0.9762729938683018,0.023727006131698213,0.0,7,True,0
D135,133,False,numeric,0.06455056706504932,0.10063505558018762,0.010127414411627452,0.5275926419621434,0.47240735803785655,0.00026659557451346307,13,False,0
D136,134,False,numeric,0.1398145678389763,0.13040361191323455,0.017005102000017484,0.31804852039456144,0.6819514796054386,0.0,8,False,0
D137,135,False,numeric,0.08399426819514796,0.09041723559922675,0.008175276493406077,0.3324446814182885,0.6675553185817116,0.0,14,False,0
D138,136,False,numeric,0.00438535501626233,0.031745931159751,0.0010078041451996498,0.9546787523327113,0.045321247667288726,0.00026659557451346307,10,True,0
D139,137,False,numeric,0.1113302916089043,0.08639715935025817,0.007464469143793902,0.10077312716608905,0.899226872833911,0.0,27,False,0
D140,138,False,numeric,0.022234070914422824,0.08640711744725908,0.007466189945544425,0.9058917621967475,0.09410823780325246,0.00026659557451346307,11,False,0
D141,139,False,numeric,0.008491069048253799,0.038714547256016925,0.0014988161692383675,0.9181551586243668,0.08184484137563316,0.00026659557451346307,11,False,0
D142,140,False,numeric,0.11970141295654492,0.10042855462191734,0.010085894583447436,0.19514796054385497,0.804852039456145,0.0,12,False,0
D143,141,False,numeric,0.055830026927752595,0.07313899057058296,0.005349311941683824,0.37056784857371367,0.6294321514262863,0.00026659557451346307,21,False,0
D144,142,False,numeric,0.0035220450306584915,0.023181999903269086,0.000537405119515168,0.942415355905092,0.05758464409490802,0.0,11,False,0
D145,143,False,numeric,0.13340351496614236,0.1085916610858402,0.011792148857381982,0.144494801386297,0.855505198613703,0.0,38,False,0
D146,144,False,numeric,0.1490323697805918,0.15791483356350772,0.02493709465939034,0.20261263663023193,0.797387363369768,0.0,36,False,0
D147,145,False,numeric,0.023193814982671288,0.09222238792205655,0.008504968834046282,0.9077579312183418,0.09224206878165822,0.0005331911490269261,11,False,0
D148,146,False,numeric,0.0009827512665955746,0.015092310961539332,0.00022777785015980025,0.9800053319114903,0.01999466808850973,0.0,8,True,0
D149,147,False,numeric,0.026481521797920553,0.05660237179733291,0.0032038284930835073,0.653425753132498,0.346574246867502,0.00026659557451346307,20,False,0
D150,148,False,numeric,0.1370735396462277,0.1268906168879755,0.01610122865421098,0.24100239936017062,0.7589976006398294,0.0005331911490269261,18,False,0
D151,149,False,numeric,0.06228498683204478,0.08136130923583616,0.006619662640569359,0.34710743801652894,0.6528925619834711,0.00026659557451346307,27,False,0
D152,150,False,numeric,0.12968437507917888,0.10708899073556462,0.011468051936761845,0.13463076512929886,0.8653692348707012,0.0,40,False,0
D153,151,False,numeric,0.01841355193628366,0.07907998926401846,0.0062536447019972755,0.9200213276459611,0.07997867235403892,0.0005331911490269261,13,False,0
D154,152,False,numeric,0.005916740151159691,0.029002655783593352,0.000841154042501601,0.9109570781125034,0.08904292188749667,0.00026659557451346307,17,False,0
D155,153,False,numeric,0.035907099296454276,0.06815655163949086,0.004645315531386584,0.6523593708344442,0.3476406291655558,0.0,14,False,0
D156,154,False,numeric,0.028678066828312445,0.0738290294095938,0.005450725583562665,0.8432418021860837,0.15675819781391628,0.0,6,False,0
D157,155,False,numeric,0.02072380105518528,0.060180343204977164,0.0036216737082688413,0.8184484137563316,0.18155158624366835,0.00026659557451346307,15,False,0
D158,156,False,numeric,0.05172732603918955,0.09123594613184928,0.008323997866573705,0.4878699013596374,0.5121300986403625,0.0005331911490269261,36,False,0
D159,157,False,numeric,0.03152855840655825,0.04073748933857462,0.0016595430376104812,0.46680885097307384,0.5331911490269261,0.0,13,False,0
D160,158,False,numeric,0.02576952812956545,0.06411998405705516,0.0041113723554770075,0.6888829645427886,0.3111170354572114,0.0005331911490269261,21,False,0
D161,159,False,numeric,0.0475039989336177,0.07537823392618706,0.005681878149830978,0.5793121834177553,0.42068781658224474,0.0,12,False,0
D162,160,False,numeric,0.10334709856918155,0.0990797495506961,0.009816796771028662,0.2708611037056785,0.7291388962943215,0.0,17,False,0
D163,161,False,numeric,0.019541455611836848,0.06473210652741422,0.004190245615476503,0.8781658224473474,0.12183417755265262,0.0,9,False,0
D164,162,False,numeric,0.020861103705678487,0.068106250664974,0.0046384613796402714,0.8856304985337243,0.11436950146627566,0.00026659557451346307,7,False,0
D165,163,False,numeric,0.03585710479338843,0.10084875959294957,0.01017047231143654,0.8571047720607838,0.14289522793921622,0.00026659557451346307,7,False,0
D166,164,False,numeric,0.029192215444948016,0.07696613163974027,0.005923785419585827,0.8523060517195414,0.14769394828045854,0.00026659557451346307,6,False,0
D167,165,False,numeric,0.07609576323060518,0.08802238216118782,0.007747939761330197,0.418555051986137,0.5814449480138629,0.00026659557451346307,11,False,0
D168,166,False,numeric,0.03628953803679019,0.0722447902771168,0.00521930972218459,0.6918155158624367,0.30818448413756333,0.0,11,False,0
D169,167,False,numeric,0.024793388429752067,0.11567867371355986,0.013381555552128244,0.9536123700346574,0.046387629965342576,0.003199146894161557,3,True,0
D170,168,True,binary,0.01652892561983471,0.12749792248381414,0.016255720237688683,0.9834710743801653,0.01652892561983471,0.01652892561983471,2,True,0
D172,169,False,numeric,0.010192177412956544,0.046460415502854596,0.0021585702086978917,0.9333511063716342,0.06664889362836576,0.00026659557451346307,246,False,0
D173,170,False,numeric,0.06803495171954146,0.09432639688595604,0.008897469149486897,0.4660090642495335,0.5339909357504665,0.0,1435,False,0
D174,171,False,numeric,0.013301444343908292,0.07287659289905335,0.005310997792574352,0.9640095974406825,0.035990402559317514,0.0,134,True,0
D175,172,False,numeric,0.12616958799813383,0.05728513393581884,0.0032815865700447032,0.0,1.0,0.0,1742,False,0
D177,173,False,numeric,0.20846885269981338,0.1919493361277785,0.03684454763989489,0.0,1.0,0.00026659557451346307,2658,False,0
D178,174,False,numeric,0.8239497546766197,0.04487193020737183,0.002013490120535249,0.0,1.0,0.00026659557451346307,1133,False,2
D180,175,False,numeric,0.4448736725958411,0.03447387193150772,0.0011884478459499958,0.0,1.0,0.0,1518,False,2
D181,176,False,numeric,0.6929257896057051,0.0540785842144797,0.0029244932706425724,0.0,1.0,0.00026659557451346307,2622,False,2
D182,177,False,numeric,0.1454121368680352,0.11043377194956858,0.01219561798700932,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,991,False,0
D183,178,False,numeric,0.9741670958480406,0.02160235686292777,0.00046666182203328253,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,454,False,2
D185,179,False,numeric,0.04626738018208478,0.10999676644267438,0.012099288627844255,0.8091175686483605,0.19088243135163957,0.00026659557451346307,698,False,0
D186,180,False,numeric,0.0813912266606238,0.08470255168479533,0.007174522261915424,0.0,1.0,0.00026659557451346307,190,False,0
D187,181,False,numeric,0.8184739998152495,0.05482377948688909,0.0030056467972270407,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,571,False,2
D189,182,False,numeric,0.3166910172047454,0.045410554817175444,0.002062118488803696,0.0,1.0,0.00026659557451346307,124,False,0
D190,183,False,numeric,0.6398009547803253,0.03729114373755358,0.0013906294012548817,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,60,False,2
D191,184,False,numeric,0.020788488490269263,0.06436177847967035,0.004142438529066158,0.852039456145028,0.147960543854972,0.0,429,False,0
D192,185,False,numeric,0.006093242006931485,0.04104042483448422,0.001684316470594949,0.9618768328445748,0.03812316715542522,0.00026659557451346307,134,True,0
D194,186,False,numeric,0.28156065980618505,0.38644410476780494,0.1493390461097902,0.6523593708344442,0.3476406291655558,0.00026659557451346307,1116,False,0
D195,187,False,numeric,0.13347786971980805,0.28643143269174726,0.08204296563384693,0.8184484137563316,0.18155158624366835,0.0,633,False,0
D196,188,False,numeric,0.4788995415329245,0.2953772742622207,0.08724773415057915,0.2684617435350573,0.7315382564649426,0.00026659557451346307,1956,False,5
D197,189,False,numeric,0.02819151722474007,0.10935004801829382,0.011957433001603164,0.9333511063716342,0.06664889362836576,0.0,249,False,0
D198,190,False,numeric,0.18573259548440416,0.19821179394397873,0.03928791525849028,0.4878699013596374,0.5121300986403625,0.0,1642,False,0
D199,191,False,numeric,0.26595481484590777,0.26524497273887115,0.0703548955632445,0.46680885097307384,0.5331911490269261,0.00026659557451346307,1706,False,0
D200,192,False,numeric,0.5256194225142629,0.2595651674649112,0.0673740761610874,0.1863503065849107,0.8136496934150893,0.00026659557451346307,2183,False,5
D201,193,False,numeric,0.5371532222295388,0.270650284911243,0.073251576722537,0.0,1.0,0.00026659557451346307,1804,False,2
D202,194,False,numeric,0.6456077375414556,0.10798266333910168,0.011660255581805775,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,1712,False,2
D203,195,False,numeric,0.17577067000159957,0.20986227115756242,0.04404217285541026,0.00026659557451346307,0.9997334044254865,0.0,650,False,0
D204,196,False,numeric,0.49019066711596904,0.31882336004634665,0.1016483349112424,0.0,1.0,0.00026659557451346307,2293,False,5
D205,197,False,numeric,0.7840955741962146,0.07415477275130557,0.00549893032179777,0.0,1.0,0.00026659557451346307,1115,False,2
D206,198,False,numeric,0.016433905839509464,0.10394182904832076,0.010803903825910339,0.9749400159957344,0.02505998400426553,0.0,92,True,0
D207,199,False,numeric,0.6795797427494003,0.07066760257384373,0.004993910053534726,0.00026659557451346307,0.9997334044254865,0.0,1492,False,2
D208,200,False,numeric,0.643615459857638,0.13880311984045673,0.019266306077444194,0.0,1.0,0.0,2494,False,2
D209,201,False,numeric,0.4021495030162623,0.1952757879403122,0.03813263335570977,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,932,False,0
D210,202,False,numeric,0.9138542445542519,0.06187444779187501,0.0038284472895494664,0.00026659557451346307,0.9997334044254865,0.00026659557451346307,453,False,2
