,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94
D56,0.03797286871341432,-0.03906525790053616,0.00012745724672841524,0.0013606845055639041,-0.05714175666778754,-0.03619211985110064,-0.02480837529259939,-0.03751516017422862,-0.009760550562401401,0.022246886511721096,-0.07530679567691725,-0.12075431591141948,-0.04250427682212567,0.03565369492446592,0.013565230563034734,-0.04665757355587328,-0.15311401821847864,0.09203344132414104,-0.03896760161329047,-0.10427857251064344,-0.05516400869101088,0.009647765738514145,0.07664700259406226,0.05871534894289695,-0.01290187765772725,0.027017456029290652,0.051016763456130494,-0.07667153166711517,0.04261912831668717,0.011985845394409646,0.005836713423172848,-0.07252467841995447,-0.011767539273168131,-0.05450468540128738,0.031517825813940165,0.041247190467819154,0.07935330801660839,0.0018961239125621053,0.002189435336454257,-0.02789859752295893,-0.04050701572070717,-0.010147989214868145,0.08217024862196401,0.04615266643084279,0.04126831495069856,0.02252839163379271,-0.01434566627474638,-0.05157137812894915,0.05348416078319153,0.008221085611102814,0.031930321577638074,-0.0538705734328572,0.04986778923599353,0.01771274278670162,-0.012978122954958222,-0.11041871477148621,-0.08538728855531647,-0.048814647771947085,-0.0048108980031536935,-0.09076769584570629,-0.029511943325698994,0.051866745998180225,-0.0011331325333741697,0.019737098888500393,-0.048884737512213235,-0.02553303506548343,0.026231799670301408,-0.05801358805622879,-0.027051708921984517,-0.024100284772227497,-0.11205369926732187,-0.06290531162531536,0.027992741201896716,-0.034478819661759114,0.0547972966439463,-0.06952620550158345,0.005953530684587153,0.04159251257722951,0.08880814195157807,-0.032972368034962514,-0.05565583700973508,0.1620035116932557,-0.00947933618660874,0.026745740476983294,-0.01861331818119295,0.09654040840967475,0.023247245133422544,0.0016004195257212361,0.028648591979545848,0.01222195984603654,0.019755042570810767,-0.05062929833325403,-0.0319840547005619,-0.02946701331770951
D57,0.038663356738781775,0.014282123180467496,-0.019695813050097485,0.023296630147797155,-0.03841095755870522,0.029531948207111147,0.013473449833110605,-0.005901046354920136,-0.01554027717688753,0.013990996604559422,0.03851064698021366,0.003391688956731263,-0.027649421886786037,-0.0534794174125632,-0.0014030709419948796,0.005825698293808729,0.06656742887103642,-0.05727815795012829,0.04224457609327062,0.012150591324554875,-0.04340758320922146,-0.021018019209723737,0.02119279206928905,0.057465159892168674,-0.06694594819829888,-0.06653345640391593,-0.10090739563838476,0.009740890284434187,0.0018059124084857069,-0.042172567785016726,0.09087723611780396,-0.03459255258274254,-0.00880415376779942,-0.006479726640824916,-0.0028681069143568147,0.11744985179321518,-0.06881554535778463,0.03733892094233677,0.029179444449809598,-0.025727910340777958,-0.00230434279961912,0.002757662305828211,-0.07779132895870502,0.035595052060221476,-0.022998776944556154,-0.0021307661186551227,-0.031119855736943,-0.17249710304189214,-0.06945884402995085,0.06402000444295929,0.012187349566744644,-0.03629638482404848,-0.025105568361887244,-0.04808810382956054,0.014351957104195727,0.0572632502699029,0.018970266853152312,0.026266054091073795,6.142685313701227e-05,0.04630893311276056,0.013671266385133236,0.004028657474529146,-0.02836596914249724,-0.023503070623878457,-0.01941123794659559,-0.06308520557152593,-0.0006579088775787137,-0.03433423457866246,-0.05381185554748021,0.08633681272894884,-0.09982895007795387,-0.0793773072175244,0.014722821172799064,0.0642299412303277,-0.10450878329449936,0.03341828792446628,0.02522598498824103,0.027103352066677522,0.01285586952786185,0.027817438850138085,-0.07135328070255165,-0.0590528352676781,-0.0034336069356221645,-0.004522364284692094,-0.0273126816748833,0.007314068087757571,-0.07050608162546028,0.06166286263810403,0.040117773504255584,0.004027608937356875,0.050266290482944925,0.0012232826332457614,0.003785714607704072,0.03451819789416331
D58,0.03276016549058749,0.0069740273219750905,-0.011524679826530148,-0.06302151377090523,-0.025504420841673585,0.0034673819747275706,-0.01098807028511613,-0.041393817538297774,-0.025629001523597424,-0.03951387243751841,-0.0012850345415550465,0.0069362670603634,-0.017497275834870672,0.06774594986705006,0.04944349958581056,0.0027299135807707315,0.05238905444730109,-0.07315052160062684,-0.010937628656982317,-0.06374948460802718,0.04215598456304901,0.0025169035019912776,0.07135554577014752,0.048461849567700784,-0.08711373122358357,-0.039853199494349165,-0.023819858139928842,-0.03468983958173722,-0.0024481187790935666,0.029341676250966446,-0.01599179913579224,0.025990544029591386,-0.09568805423895044,0.014925256986355767,0.020015708213766515,-0.06635105226175925,-0.09088525358198472,-0.05380466694145746,-0.04723163518897102,0.019675236487643875,-0.05989339395773354,0.019930420028234336,0.006675295625184813,0.027829231951551636,0.08195646340447986,0.05375309446070005,-0.041285884113303535,0.1001996854772503,-0.04938780140443092,-0.05065433930467687,0.01579342269448384,0.10177622949254733,-0.04291873943030149,0.03129828341708195,-0.007805998052034909,0.11593881034529499,0.10030043105375881,0.10037158628716712,0.0649138667191323,0.05472059946769916,-0.011279529323979895,-0.1714115345372977,0.011420172476155798,-0.02502494944187176,-0.03939548364404877,0.08577232392454393,-0.012548595248355988,-0.02627127312070675,0.0715453528327395,0.008944209007309446,0.07418473460760422,0.06400498609545995,-0.034573986190822616,-0.13749349639367017,-0.03765223037351169,0.05288740424004954,-0.05865156249296583,0.004289573370689798,-0.020680664590436496,-0.0018781642400494195,0.00774081501876696,-0.10962829913501781,0.00218855569793433,-0.08556475361705991,0.03157327928675698,0.045218004032010636,0.004301432372367809,0.015758751757749982,-0.00642599721168566,0.07629266418841292,0.03858758935750203,0.09827545369204083,-0.009003977457976703,0.033611255236740564
D59,-0.0008614742601741551,0.006608920823016835,0.01723308630855615,0.019357051061307595,-0.005277953229702288,-0.0022928386746349917,0.05463416651769615,0.06401585189982872,-0.06439510754362841,0.017757500282593666,-0.020498231330466736,0.048189785497538655,-0.03201293692793965,0.055928228801689954,0.017589561203116298,-0.006513582396046139,-0.0060628232953358644,0.0014156349912715586,0.03429878514652406,-0.02461589752690732,-0.019917995271594102,-0.015658251031351156,-0.012215135299755705,-0.024505153474792818,0.014112806608882481,-0.048494766177241626,0.011982406353073119,-0.0006772705525269424,0.021966371859820363,-0.008803456417659514,0.010748961057852367,0.01874034701157223,0.0432843421919626,-0.052952747104850754,0.06525174676172193,-0.008283336003202368,-0.024438018993084436,0.0575866621859861,-0.002414193105499675,0.020203425210084905,0.09959703288947333,0.03736956023706468,-0.007670557417521781,0.028574730323489485,0.06727679976434925,-0.07024750533922823,-0.003038288600706285,0.05175309510640472,0.006193317586977604,0.031673685115933575,-0.015507883130202276,-0.05420118263841557,-0.08059553983259474,0.017001166480123488,0.09691180129279826,0.00024402097783654542,-0.024791810707239383,-0.03447529365716105,0.08126821979585921,0.02815082096801147,0.00853086082342841,0.006561023132252323,0.002050781711919392,-0.1635333700273788,0.007408837561094166,-0.05827301997153411,0.023936613350249353,0.014371756114160583,-0.009479647792773513,-0.10813071230932801,0.09873783020938498,0.002249763781547842,0.06143057002180516,-0.08726843780555521,-0.0964614063597192,0.11025130669312079,0.05944894236001941,0.003125262646672268,0.007380567635459573,-0.015905695117322857,-0.06719102919218342,0.09490863399045905,0.0034002617655529838,0.016071504659570822,-0.12642659608540047,0.12974408335564896,-0.06932645986908006,-0.0936578396663826,0.020539016434601542,0.007370649511182967,-0.0838884792013248,-0.06067002407809039,0.0355477529930745,-0.09540345493969143
D60,0.010556110949537382,-0.012792523869257466,-0.06123921772097411,-0.03536950381672544,0.005389018521163028,-0.007681030300796448,0.028297059114265728,0.005264836137705524,0.009121549310937095,-0.010965307278432734,0.013437876160969978,-0.007362742169754302,-0.008559281693351004,-0.03901891731178714,-0.06081710530738141,-0.012563034207766026,-0.08407530901501545,0.012063390286776348,-0.025615482779172485,0.03151274922697285,-0.0695992317876031,-0.031757265993565306,-0.0030100135858967345,-0.019335383169178662,0.06042620323644897,0.019209547171286118,-0.05636262976348589,-0.0404126678836204,0.002476038018566388,-0.008521063899974453,-0.06772836591807252,0.007430040080816137,0.07041226466528615,-0.0227798330805548,0.002552940526382927,0.015465377881106225,-0.00408321430785186,0.02568446866935247,0.020166354967731965,0.006719441469700566,0.045863666072303445,0.01372040027235654,-0.04538156248791932,0.04513018346047133,0.0411783899298271,-0.048611727533078936,0.007988527218947581,-0.019636843933537613,-0.03472261532839589,0.014602804253023738,-0.02534153611742927,0.007067937427948919,0.009388698173052046,-0.02889024752123273,-0.05318414837742861,0.055781548403197004,0.024796824017569642,0.003968770222819476,0.005203629158404388,0.047047207190154525,0.045746809856407396,-0.04883178565647988,0.008203717064772678,-0.006439205581700245,0.026630512391225748,0.020391481156617926,0.012942829594679829,0.06162277267219465,-0.0192624356829063,0.030313752166491632,0.07926763497950862,0.012982753068665793,-0.033799575292435616,0.005885269800225787,-0.05336139687873973,0.03857294609761061,-0.01911412630762837,0.02586615555213563,0.032975603958851865,0.05098338245476055,0.052703387607627585,-0.07389737958127618,-0.04303251353980968,0.003179395806615762,0.015587609745775936,-0.023463734097971124,-0.022216974324142054,0.006597870788861395,-0.015242250630977658,0.023056283187895085,0.0009617565907022764,-0.004922610823123338,0.0720084285313396,-0.052889520461800246
D61,0.010490807015200514,-0.038692784307307736,-0.051203601311525425,-0.04357103979260812,-0.012332566668046593,-0.0345401882099601,0.1165566317623261,0.09205338388630954,-0.09345488347436565,0.03595682850209009,-0.03647440255627884,0.13678383749871925,-0.08803451590124192,-0.03940372581378545,0.010884337535231905,-0.051192512118814454,-0.0029840632979273546,-0.009695127117376431,0.013601491300693143,0.05158579399170147,0.07330224125195701,0.12292650102316476,-0.044041413950173525,-0.012961770373378844,-0.05935640896294335,0.03783272442513492,0.04371538849264229,0.027084917867542555,0.03710490170077057,-0.016819124061009764,-0.02272941131073277,0.034942732407422294,0.05543673598434676,-0.01564437393805577,-0.03864796517435343,-0.012329192519666354,-0.06993101716780425,-0.11139412638620258,-0.06604975321759063,0.01928622528818189,0.06505224794441211,0.03718709385722445,0.06199446889108498,-0.04401384510379825,-0.029503542616638765,-0.020674078948595107,-0.061372330451318874,0.042022854077887035,0.027753907849858594,0.025904164467233877,0.08090779486509322,0.024332747233477284,0.02775389948872915,-0.0006532365776753118,0.051626540269895674,-0.0312256514340178,0.009318147271618053,0.048644568632862525,-0.03122732170027794,-0.04599619767242242,-0.017084738866419785,0.042807548914674025,-0.004412632984014371,-0.023060526426327117,-0.023196973336044303,-0.06491915513191784,-0.060849107987796955,-0.012178301852403494,-0.000138271875798731,-0.061666757554371815,-0.11428810662482652,-0.02965195339357701,0.022272717008602227,0.07800898183033005,0.08949902686663584,-0.006920758547809578,-0.000908532101976495,-0.055036640937025025,0.02682293508223421,-0.0006600855655451527,-0.02392169688961925,0.10866269328824839,0.009563792807985107,-0.0032570570862934314,-0.05638274432188219,-0.0752298763357761,-0.004320740871757527,0.02217861522505104,0.015540127436121681,-0.07066336685556622,-0.009348574271608961,-0.06462943995471308,0.020317569088775182,-0.021590429427557793
D62,0.07612863531823222,-0.04168191607299068,-0.028027638968169462,0.007503031216174144,-0.04193519412842946,-0.020594531609315892,0.028557005380299146,-0.001658957820727998,-0.003492937001745986,0.010230269866752482,0.04620818867860361,0.01354892412601907,0.07099653680909894,-0.03270337143789867,0.005411018901456074,0.0036165081895766188,0.05133704494749842,-0.006305863990343632,0.017546482564076198,0.04120316581953024,0.026992277622698894,-0.03889377105326739,-0.021620666995205998,-0.03467906264578754,-0.0037037075934187977,-0.0387262815618637,-0.054693467917209665,-0.039359997791034884,-0.0275169826921891,0.009276084173715289,-0.0032123636073841944,-0.0015678135692053724,-0.07948663166307647,-0.0009063509203077347,-0.021272172329959933,0.02632340104681177,0.02923495933186345,-0.027551148076962875,-0.016868840945689363,-0.04237953527015347,-0.0072927834685844566,0.04893040856394093,-0.01880184566380845,0.0045622098828325686,-0.025077573611798826,-0.013551725829315481,0.019948493489396812,-0.048017166746417046,-0.042027798637818664,0.008022798183232205,-0.030248567434079242,-0.01747113275275059,-0.033846486945683756,0.007092787590184096,-0.0031617607623634567,-0.04832656982063496,-0.010713268809024921,-0.005912440902835927,-0.00472289435195331,0.038692457950722896,-0.005690354986112076,-0.0007920672812018505,0.0010984568327977963,-0.004231314135537532,0.02408090256034724,-0.022939073856428613,-0.015839893284261504,-0.016600021112146493,-0.035632616618590095,-0.0031462246113007405,0.01672254543370234,0.013700965437920567,0.04324384807777802,0.0382032560980035,0.03212156982585576,0.03946905984283562,-0.014305357623571829,0.035251987823678416,0.01977259476886369,0.03438288448829638,-0.024365093465604486,-0.014719813587429947,-0.029799487464463606,-0.0026223364798830147,0.005861830766265133,-0.023376430698787868,0.01150282908399003,0.00317155556201462,0.004772436722619049,0.020017651100428274,-0.031058939378058766,-0.016064386179638727,0.0008961048552328273,-0.007963834720881694
D63,0.05298256194769389,-0.004771392197007716,-0.007837900404988692,-0.013443285820921103,0.048489234844222955,0.023277309438649828,-0.06025351700941403,0.0041638919985763885,-0.07825043168682853,-0.017170666191224884,-0.006506217017068589,-0.004122397788049297,-0.028369311734147237,-0.007084353484403883,0.026569379636491197,0.028433520418417155,0.01839784680831843,-0.020556684739001897,-0.011529352717429595,-0.044134340432359254,0.016568745477269765,-0.038288030657772365,-0.07790148720519392,0.044488993433494266,0.007265783546495664,-0.005212178396394183,-0.012775216156763998,0.044456477985595384,-0.0032040329851031803,0.033392625293411624,-0.023893656176542575,-0.018103749960197826,0.048016784600160414,-0.010666573990397419,0.010505115693785146,-0.030982092455002882,-0.027526113992032163,0.004794291600542636,0.025936431736334562,0.011632958210442277,0.01302796370165529,0.013993445358041697,-0.03191721417321932,0.015906642156419244,-0.014427166064732417,-0.009211632853857515,0.0031903026106544123,-0.023398535020929666,0.018219895116264036,-0.04452163872422508,0.031634861986543965,-0.0019269407680392297,0.035877204852795413,0.0339734483674302,0.04397585982612785,-0.003351903913069259,-0.004840144221730597,0.01634846552240305,-0.006979859571102448,-0.007592147403207045,0.013020688047114896,0.008211911602975424,0.018487834755923176,0.02074830498486404,-0.0024455574896825147,0.011197506285044439,-0.019461115861595622,0.011827114783105365,0.004849395144188729,0.03265361487307839,0.014813576693178697,0.028076755619369814,0.0013604039331089825,-0.0031875144430524847,-0.02685166689103085,-0.03940915898253674,0.041636090071698585,0.01694325304316002,0.0017226381670265743,-0.01983410357271493,0.03499653248184532,0.020946440708986724,0.027162177642901075,-0.022145060200586455,0.0031698586200931576,0.005552570829863449,0.0026043861991040806,0.0031330755108966964,-0.0337720135681769,0.00015933742151732783,0.01141535129254,0.005848969127779109,0.021339938761392337,0.03427976781672943
D64,0.0487742484128497,-0.023303842347299618,0.026900890177303724,0.04388827234983758,-0.05748032587609909,-0.04158526989797794,-0.034205667002398625,-0.016569141133045744,0.042426550729162044,0.045637055979100345,-0.06565568376961282,-0.07480933796763978,-0.056402076292714196,-0.014283318977164238,0.022901832543428462,-0.07537106438839829,-0.11234848927593136,0.08193629755521552,-0.02164470944383025,-0.08652793862000271,-0.033144015010699655,0.08356333711705996,0.05102226310017558,-0.030017946200242555,0.006835782142889789,0.0777633807783025,0.04600818995876885,-0.019370830962216905,0.038936121073367996,-0.021510739057606983,0.03286838810715442,0.008805768328915692,0.002548686198505023,-0.022316172396537833,0.07741014931020022,0.00830102877882343,0.02805088251949622,-0.02029825806945475,0.009244987031322803,0.01731513328036957,0.0009270742753613944,-0.08448469630700746,0.051701403811748856,0.009601544426865474,0.012560387604086856,-0.0017153568476010166,0.008958083840085517,0.015396676415199342,-0.03137252376159194,0.023557486127403732,-0.025725210928122993,-0.012244782541056595,0.00036631098802321,-0.00797058661169625,-0.04751826010183692,0.02013122159795728,-0.009301035707736797,-0.023404311432008326,0.0321477774264168,-0.027587915672976308,0.011554045143558048,0.0012333658445686487,0.006203884337163089,-0.01485906303720792,-0.00563737931765992,0.027263512698534616,0.008074405732581428,0.006939965264546131,0.029870373722134833,-0.035004167363860146,-0.00900473670913722,-0.03223501647152312,-0.024081925188408293,-0.03883764699380335,0.01409945952362337,-0.0014552223038682486,-0.022806525101697995,-0.012170023185778348,-0.03304447101451935,-0.01804565599133397,-0.017848779785944215,-0.04471798320167732,0.013775494278096977,0.027722012401118146,0.0021915953145981264,0.03740437909630494,-0.036889683324095236,-0.011207707307784148,0.01743637828833924,0.016520492008397947,-0.004371334372351926,0.021569697884343875,0.0033719740230772743,0.040667635279087865
D65,0.04064835160898881,0.009878943158241674,-0.045410174103522674,-0.0048090958277178806,0.008368725628321787,0.041795808551219504,-0.004635352722074917,0.037407273179339826,-0.0720475701184889,0.0364874451104783,0.015980869176200677,-0.009065188581535601,-0.012202396234483291,-9.908719981088738e-05,0.041075988086102376,0.01384484511001017,0.05544578903041927,0.006564241763779259,0.0037073252843903837,-0.027214128617182375,-0.012024412587583168,-0.03574503113047626,-0.028126433677955892,0.049304074785995425,-0.01211719697155993,-0.005899633589342116,-0.035060341296670204,0.01875072230607302,0.042651433388856144,0.046158584340717825,0.017852282410095868,-0.04103573223815501,0.027208183335998136,-0.00977641678219844,0.055115085493886745,-0.006665861909106795,-0.035414183143362685,0.02270694066394591,0.015177388173757701,0.01338784113111679,-0.011893252731527828,0.018088611446590835,0.015665115756294198,0.06005309335532183,0.042975736992968305,-0.015901073263998113,-0.028895549059188973,-0.029259375750974582,0.002511691836310133,-0.014818025155317199,-0.01380848376048343,-0.0006521755296595489,0.019370403761272505,-0.008253367918925048,0.03196735583599451,-0.04191746907726628,0.01311533883005023,0.05317669056086373,0.04618081714794414,-0.06096950997435991,0.006789737115279727,0.029640673860589842,0.012856361915735725,-0.005378736533313095,0.03176347981802853,0.0040158691897522174,-0.021309319526695056,0.01847296549025391,0.016376574610197665,0.04353146887445403,-0.012938369682884681,0.02502564863409591,0.011322651231382298,0.007467400814911963,0.0050427098470848765,-0.004387288393235073,0.021136016103114212,-0.0037462204397286395,-0.06318881493388065,0.029701365359596197,-0.0030808428062635753,-0.0077177858060093855,0.06676686169526484,-0.001939090669617137,-0.018647643868843173,-0.029653866655572597,-0.03671506170149206,-0.007772359162998238,-0.005021507000418399,-0.000870655848052797,0.0025387142711796214,0.03494986458945992,0.016386634455878107,-0.014469593502220664
D66,0.027352028901596912,0.018701264907560636,0.03571450298768691,-0.02004093708209459,0.02131142505405288,-0.015042674007736784,0.013980511283587882,-0.00017348974686013405,0.060680882449441136,0.06056879314231722,-0.002696236922736421,-0.03764516260155727,-0.01551902498194692,0.0008890175928573307,-0.0022925642608263965,0.06401538514000849,0.008783079744651484,0.008608906123009779,0.028618834450611426,0.0008296717825580736,0.034841181134319464,-0.003768811965276693,0.02003135959023018,-0.023225644703701365,0.0002545075170481033,0.02585269952074743,0.024990635599264465,0.002777377130562365,0.0027206339300378263,0.037383336866583114,-0.02009149072503235,-0.001988801940810244,0.005483057608442639,0.01527255097508004,-0.005462419413915836,0.004781565688787565,-0.02278058166244561,-0.02221539403504677,0.02495563940182842,0.00036338718529456095,0.017187589165249487,-0.024711788320533973,0.009501490308146208,-0.014137658697326205,0.02353213382405516,0.010889953091051743,-0.020610877456791757,0.04496422197583717,0.012792767735156314,0.009293053070977695,-0.004608551361784112,-0.03023515884642237,0.019837064414450968,-0.030679928298293233,-0.024606939083757162,0.005261559612873293,0.027668917208361347,-0.038471182554543716,0.01868341508567882,0.037157756774630055,-0.02647176171738077,0.01867432757285807,-0.004521881758700256,-0.007039649642180613,0.0008827597044144221,-0.005634855359651012,0.04309535331633481,-0.022351467341897354,-0.03390569653604051,-0.012324648559638652,-0.016566324777455132,-0.005826340788358343,0.02969024556082068,0.01324893020428609,-0.02577056096517306,-0.030699027872796537,-0.002643523055486839,0.01562020885567925,-0.0526046667405107,-0.016244596400460658,0.005764646715137753,0.003260000647098974,-0.00473797579295876,0.01585859774720367,0.03265403181421454,-0.0284316499552727,0.027332165401939834,-0.04069284981830737,0.04120042168432531,-0.05347330832053423,-0.0422803531552009,-0.018056787762071803,-0.03833207044229588,-0.015949826029715244
D67,0.04284537734861625,0.10204156091191362,-0.023605805415679925,-0.02790046574859038,0.011270396705604702,-0.02551690385534188,0.058861331847608986,-0.01140871023860444,0.026973871364707178,-0.0413799561110089,0.05666040499778138,-0.05446882234684157,-0.015418467355662215,-0.020169503228107472,-0.11211312253421879,-0.004656246373579382,-0.06831517296427952,0.007051219838148959,-0.013288984807706695,0.07015982308413783,-0.07820279063740021,-0.009382130625522367,-0.022753018884390602,-0.04217392773907375,0.05574237935913445,-0.034711737606867826,-0.03404212490572604,-0.0070706823620611675,-0.013861132524440427,-0.027805252162133365,-0.02434639423279743,0.015445989946450345,0.028140226296645213,0.010367331439292277,0.015721158947312134,0.0190536856189747,0.01881994113323931,0.0387161246879774,0.05921820367087876,0.016479366035835726,-0.019968970904367722,-0.013157172714610931,-0.013235632831254394,0.0006300964662899686,0.0012457297370152935,0.006923298153721764,0.02499768652444015,0.006977152679468128,-0.0053002028371727,-0.011880605170574238,-0.008194468633422373,0.009589714287257183,0.0022982298685659238,0.012390802941346667,-0.03026769181227019,0.03495518407087373,0.009348476027900721,-0.0007661480823848814,-0.00660983725194416,0.021399781610855182,0.046795615733116434,-0.07414446954226346,0.02069300976393336,0.030066796566284148,-0.004123019992520072,0.029800336819265895,0.004534843033339942,0.05895399648840027,0.043882356919814,0.04494893300517373,0.0785474650437962,0.022338262290158208,-0.05257343809319084,-0.0040656270727858585,-0.045568748197989915,0.01224564829995046,-0.0057722001848726796,0.013844486669502817,-0.022370713953110837,-0.005521946449018423,0.021878824544412645,-0.06902535450585782,-0.024103123178432558,-0.0018426200948344004,-0.016802463096814137,-0.00020645421616164936,0.010718500665464025,-0.025499128206451286,-0.0031407857513748375,-0.021254996409377717,0.031006202857172403,0.03723625520486906,0.06017491475159967,0.007463701309329863
D68,0.02173264587290556,-0.02890487558077727,-0.03326648363004828,-0.047723257833970946,-0.00874250918024841,0.016128129682515664,0.021364784205612615,0.0061702893557763,-0.010849441499023558,-0.001975709562075191,-0.026963432110272224,-0.06390725013765203,0.020416832739845077,0.02453470742441999,-0.004177471749573974,0.02081268977517885,-0.037956694761524024,-0.01456006108586218,-0.021350306838075678,-0.010963114270588334,-0.03205851246438998,-0.04726310026582506,0.0516048427053709,0.05996382849704078,-0.02344942545316424,-0.042889936783578025,0.005482239838431863,-0.0648942390640339,-0.03721873124215052,-0.0033027347605677493,-0.02641513033995581,-0.00895183470860282,-0.04751906412147246,-0.018164689628143077,-0.02809997331902562,-0.007017898094089156,0.05324397608134018,-0.005101607588347152,-0.027098387726590782,-0.046174388299733804,-0.010487314375074849,0.039530675955645675,-0.01715913953656094,0.009124761593545751,0.008967604833412681,-0.0011935397327974108,0.008750546332693412,-0.08791108786676896,0.0268463613508679,0.015400817295854997,0.038930957958821635,-0.04282377545873682,0.03344805326594493,0.049153385644377726,-0.007388320609102585,-0.08755734789843869,-0.07531526730772523,-0.03909165057119263,-0.03424241510726583,-0.050316671312559,-0.05688973238437192,0.03753526934967741,-0.016671461498996447,0.010515293788748568,-0.0333533887459962,-0.06035631460320242,0.03804062211630958,-0.09875790764592778,-0.05280766223220511,-0.036102129571410506,-0.11949159226503964,-0.05560426052625532,0.03457039576103333,0.02213809592414643,0.0532160809058384,-0.03755452298975151,0.04280208680795651,0.028544217416052408,0.13507044335416185,9.832598999076798e-05,-0.055941251363012805,0.1499465191163261,-0.030723748811649798,-0.0201460262820638,-0.012701362677968751,0.059562482335351115,0.03530102601240791,0.032129453243116286,0.03790218033813597,0.04028364809137742,0.00014073219777932175,-0.080480962219792,-0.02320293255817816,-0.035077379105336946
D69,0.07384817369681651,-0.024079551119052196,0.010910335736890198,0.001032914468310086,-0.002658820954268816,-0.010437700383964413,-0.03428801342165652,-0.00445043075156174,-0.013283778821423843,0.03843254935648839,0.018454802669056854,-0.02692078097697823,-0.016352354587077154,-0.008233971871895857,0.018876086667934465,0.007092591567032597,-0.011088627252330957,0.02030659536867921,0.0019449066650772718,-0.023259797635422658,0.014682043333948238,-0.014195167630010589,-0.004318136573928,-0.008233303002385508,0.007593265854266732,0.02341700927660153,-0.030565510425671436,-0.004917509701302491,0.019857570838722045,0.004624735048963243,0.007437221424953776,-0.019715845865764737,0.002159499560182852,0.003257749468010778,0.022541301347095866,-0.015571286324326306,0.010607211295229072,-0.008587499486326455,0.004560314012105331,0.003534824634796389,0.003110372604540647,-0.0038214248540059123,0.010229968862756204,0.004784662979004706,-0.005611580797009611,-0.002573729272967741,0.014232525721609943,-0.0124136998291277,-0.0028271917065832933,-0.018499485983290258,-0.003423973640956649,-0.01541217926410034,0.018925506287752344,0.026313397888720003,0.004833055392530887,-0.019534613260580976,0.0006427524112590059,0.007826529271017844,0.012898297101248731,-0.0058579271827917286,0.015390443731245504,-0.00028031584670446755,0.004018820480046449,0.0005978192326855833,-0.0007499456691304391,0.009978371086889731,-0.013475008176431354,0.002736536710058115,-0.01869168053729602,0.0006185972937027872,-0.001933544811889174,0.004931733992385478,0.008370646070713217,0.004675452780026373,-0.0013965997770355454,0.0034091676683353925,-0.012286623515974007,0.005411181139867134,-0.0036771993022613227,0.0002471142647653647,0.0018412551740460237,-0.011664781978233695,0.0068382985183492746,0.0035064133414123766,0.023524074828694057,-0.0021916353571495954,-0.008643992905939823,0.0015254809118334612,0.004414127231478335,0.005565887229066097,-0.0022504295339038916,0.008990555845803659,0.0018532805554005152,0.00786552650606629
D70,0.1112734302125247,0.09412875498927212,-0.044234158308825766,-0.017078679416629508,-0.028195857919418074,0.019162400699797872,0.03892721414900323,0.008590167095030727,-0.01301887063366109,0.015227684625615847,-0.013769367982257624,0.006864007281044681,-0.016588623100335462,-0.011589591904910377,-0.048397420673156846,0.013210307427802794,-0.058374748689889566,0.0008929456761917192,-0.06941239482106593,-0.01796470853419992,-0.008822846138112808,0.0468365929436051,-0.004346065609647294,-0.03494698493375521,-0.01990051685439654,-0.029259900121438902,-0.016353762078472195,-0.009538939696489107,-0.027336070637827604,-0.015490962817887977,0.024794046722807276,-0.018415662425595742,0.006851307039649001,-0.011355928598036726,-0.017142027953269953,-0.015777777345146723,0.007420226492309308,-0.016882944224034732,0.055457132320645454,-0.009070834810516206,0.053550705552288205,0.06935676709217745,-0.030971401904274595,0.022344327510279427,0.025043771934273474,-0.014908338612554133,0.03800373756804426,-0.02938469667442231,0.037628100309493866,0.03773302392492132,0.005184646782220394,-0.04312376941790559,0.042599161229743006,0.00533066061915647,0.020871697470207035,-0.04171576458961462,0.0455866634299722,0.030089152672266646,0.013841748637793923,-0.04385637763364237,-0.014857960984780904,-0.004150828188795974,0.0026017355518384057,0.020425473544310527,-0.04126509440507203,0.05446346853534025,-0.02991762867703416,-0.018419961587866573,-0.023753223801576958,-0.038343903125139786,0.00535456414204517,0.00777346905508311,0.07762176650141601,-0.04575704839457318,0.031170101753649364,-0.00018637989347439557,-0.034151397724083016,-0.013602818293727035,-0.04028658109240702,-0.01726498718869965,-0.004873491836134097,-0.004225232477073547,0.0013640615033294941,0.010145136771467125,0.027656094505808748,0.0058463440840388035,0.02545129575668269,0.012355888102512343,0.006514738970768477,0.017498159088733572,-0.005648784734906994,0.02402429473577037,-0.022317388094331505,-0.029609032420640967
