feature,feature_cluster,activity_0_mean,activity_1_mean,mean_difference_1_minus_0,activity_0_median,activity_1_median,mann_whitney_u,mann_whitney_p_value,rank_biserial_correlation,point_biserial_correlation,point_biserial_p_value,mutual_information,mann_whitney_p_fdr_bh,significant_fdr_0.05,absolute_rank_biserial
D103,6,0.2842892179685498,0.2473301576519174,-0.036959060316632375,0.257561415,0.237114061,1507744.0,5.360817759671519e-13,-0.13655165620674514,-0.15192244404409005,8.29662256276389e-21,0.054493572387900535,4.137262953875792e-12,True,0.13655165620674514
D911,6,0.1472825001153174,0.17651152505604717,0.029229024940729764,0.0968,0.150537634,1984520.0,5.299487273299841e-13,0.13648637117746132,0.10122239585811978,5.188186562131394e-10,0.025822152357090733,4.137262953875792e-12,True,0.13648637117746132
D14,6,0.12200596058182876,0.13033160322713866,0.008325642645309897,0.105879124,0.116190998,1977234.0,2.71212138256861e-12,0.1323138560602546,0.06284825873246008,0.00011730437724913795,0.07516309411672006,1.963462875922067e-11,True,0.1323138560602546
D2,6,0.579853102485731,0.6030585233441494,0.02320542085841848,0.574079427,0.597146391,1974381.0,5.0006740871620336e-12,0.13068001230107384,0.10922646539169488,1.9803301641118164e-11,0.07445444708758431,3.443267401724615e-11,True,0.13068001230107384
D60,6,0.041529196675596965,0.016347321697640117,-0.025181874977956847,0.0,0.0,1520173.0,4.827968387262478e-16,-0.12943386998772755,-0.18018480494289088,9.699171628498325e-29,0.030230159377851784,5.3260921097578135e-15,True,0.12943386998772755
D204,6,0.44477385311939427,0.5285292460894788,0.08375539297008455,0.591687042,0.622453138,1972160.0,5.0038850010674264e-12,0.1294080995814313,0.13088087924773345,8.428167466696154e-16,0.028962713389306227,3.443267401724615e-11,True,0.1294080995814313
D64,6,0.045120059482818865,0.08030789180088496,0.035187832318066097,0.00507,0.0144,1971850.0,5.417135666225857e-13,0.12923057011583516,0.18009360680148898,1.0341803745803414e-28,0.06935907035281597,4.137262953875792e-12,True,0.12923057011583516
D672,6,0.04592213996214327,0.06432854335447395,0.018406403392330684,0.0,0.0,1961987.5,1.6724232562060988e-13,0.12358255606924562,0.09844211113703347,1.5240692790576978e-09,0.0075752214364641635,1.4004026061002874e-12,True,0.12358255606924562
D85,5,0.014459301315084449,0.00533653622173058,-0.009122765093353868,0.0,0.0,1532082.5,9.816051790978722e-24,-0.12261358879250761,-0.13878947497187055,1.356948524276142e-17,0.019487683251708132,2.200695482171036e-22,True,0.12261358879250761
D473,6,0.018734925259755387,0.03236822353883973,0.013633298279084344,0.0,0.0,1954848.5,2.6166523972579805e-16,0.11949422427927336,0.09869630624622476,1.382750482782121e-09,0.019872269583151247,2.933182929184349e-15,True,0.11949422427927336
D175,6,0.13630801445486312,0.1176112407876106,-0.01869677366725253,0.103358009,0.103358009,1537682.0,1.2079731527417454e-11,-0.11940689123571391,-0.16260664737804081,1.2156358106065159e-23,0.03533377984575092,7.920201331655785e-11,True,0.11940689123571391
D6,6,0.695750301580664,0.6789741144690266,-0.01677618711163742,0.69459269,0.6623696575,1537873.5,2.899809757920631e-10,-0.11929722384003105,-0.10621300779582626,6.968001250533496e-11,0.0378397336472196,1.6122942254038709e-09,True,0.11929722384003105
D155,6,0.04391485835177635,0.02914735382055064,-0.014767504531225713,0.0,0.0,1539404.5,1.2426166183261236e-13,-0.11842045735026396,-0.107947617422087,3.391870316094488e-11,0.019898735921024313,1.0531933533373852e-12,True,0.11842045735026396
D55,6,0.057872534708212,0.041416838928220255,-0.016455695779991744,0.0275,0.0,1542421.0,7.353631565875498e-11,-0.11669298111487358,-0.10662253836886618,5.884873623448238e-11,0.03676563036296976,4.379498344830833e-10,True,0.11669298111487358
D806,6,0.056666744355270825,0.07056244615486724,0.01389570179959642,0.0,0.0769,1949237.5,3.495577853809295e-11,0.11628094095198183,0.08858827404874085,5.494914676381835e-08,0.006258928806075703,2.188672620177892e-10,True,0.11628094095198183
D129,5,0.034453446981362844,0.013428970668141593,-0.02102447631322125,0.0,0.0,1543476.0,5.671750456296675e-23,-0.11608880825615098,-0.15347749385957074,3.3016062780412425e-21,0.012124505823153608,1.1945050203412693e-21,True,0.11608880825615098
D762,6,0.03047357796214327,0.04436230746411013,0.01388872950196686,0.0,0.0,1947221.5,9.373419033142244e-14,0.1151264267499108,0.09996169502381208,8.487755384966893e-10,0.006630166169789176,8.143157785042324e-13,True,0.1151264267499108
D152,6,0.12066234800640653,0.1373003143534907,0.016637966347084157,0.0909,0.121212121,1946635.0,1.2094416119744367e-09,0.11479055245451675,0.07740499264257494,2.0723051289431233e-06,0.004971378729016207,6.416503208566669e-09,True,0.11479055245451675
D31,6,0.12421806365812464,0.09758364963864306,-0.026634414019481578,0.0961,0.0776,1547093.5,1.6583705218867359e-09,-0.11401715392778211,-0.1252645059213309,1.36425456710025e-14,0.05896599855774731,8.731572065994556e-09,True,0.11401715392778211
D161,6,0.055729470005824115,0.04056047197640118,-0.015168998029422932,0.0,0.0,1549341.0,2.1786555732499308e-11,-0.11273006530220953,-0.10025925997353469,7.560836661554889e-10,0.010406909311174273,1.4020052068599092e-10,True,0.11273006530220953
D43,6,0.06230151857542225,0.08564423772959685,0.0233427191541746,0.0548,0.0666,1941570.5,1.0870743193724593e-09,0.11189023639480022,0.11872871744415919,2.9870196069477363e-13,0.03630673159820197,5.856718232277978e-09,True,0.11189023639480022
D149,6,0.03356809757891672,0.020499392684857426,-0.013068704894059292,0.0,0.0,1550815.5,2.970498280747883e-12,-0.11188565498923653,-0.11503009520134305,1.5925314683256191e-12,0.009697605424339839,2.12834670630905e-11,True,0.11188565498923653
D194,6,0.33244465988002325,0.2386069586622419,-0.09383770121778134,0.0,0.0,1552004.5,4.7108456133745954e-12,-0.11120474358732069,-0.12097739576349678,1.0523546847228226e-13,0.011402800888413278,3.3071087891872155e-11,True,0.11120474358732069
D844,6,0.04113278974956319,0.01862094395280236,-0.022511845796760833,0.0,0.0,1552471.0,8.786977438057985e-22,-0.1109375903753832,-0.12820855247019222,3.218834078528568e-15,0.01508167814459882,1.6963748109584166e-20,True,0.1109375903753832
D700,6,0.011673752671520092,0.02337497542428712,0.011701222752767027,0.0,0.0,1939239.0,6.435129365481148e-17,0.11055504301080821,0.10327529137222177,2.2978347339974063e-10,0.014408922421101922,7.711060187947237e-16,True,0.11055504301080821
D69,6,0.0776502684635993,0.08519986630334317,0.007549597839743863,0.0637,0.0753,1938748.5,5.5856053136278124e-09,0.11027414558217918,0.055120761187264486,0.0007319158147496315,0.07633114584648282,2.8544085977730364e-08,True,0.11027414558217918
D117,6,0.1686602509073966,0.09357910221288102,-0.0750811486945156,0.0,0.0,1555551.5,1.3138988102514212e-16,-0.10917346289548269,-0.14077106745682708,4.640810996666121e-18,0.018019381155551795,1.4969830706962914e-15,True,0.10917346289548269
D101,3,0.09865375407979034,0.06761971792772861,-0.031034036152061725,0.0434,0.0248,1555578.5,2.2525404471775132e-09,-0.10915800065170489,-0.1303943685219079,1.077906619794784e-15,0.022265190278536684,1.1770794066077984e-08,True,0.10915800065170489
D688,6,0.009965702443214909,0.027368076014749262,0.017402373571534353,0.0,0.0,1935259.0,2.7542489960636713e-23,0.10827579374283092,0.14418284099594922,7.056629134604358e-19,0.007693158381451237,5.981884538325786e-22,True,0.10827579374283092
D77,6,0.09202096691846243,0.10611275009488691,0.014091783176424483,0.0,0.166666667,1934199.5,1.351594102297784e-10,0.10766904384347864,0.06591907627767025,5.338517275154535e-05,0.007848071178986338,7.699654927024261e-10,True,0.10766904384347864
D96,6,0.1303853620366919,0.11147453290757128,-0.01891082912912062,0.1,0.1,1561244.5,1.4558803199818085e-08,-0.10591322016116245,-0.11056561321878129,1.1197336366374384e-11,0.001720719727354103,7.227405874195406e-08,True,0.10591322016116245
D126,6,0.19565373815375656,0.20687316409390363,0.011219425940147076,0.184210526,0.210526316,1929020.5,2.894717891987502e-08,0.10470315641663075,0.047863239472940425,0.00336670675809591,0.028417866821836002,1.3971034270356345e-07,True,0.10470315641663075
D56,6,0.06884425216074548,0.09264861316666667,0.02380436100592119,0.0509,0.0625,1928427.5,5.556778747224873e-09,0.10436355972921607,0.11077373183930622,1.0241523538833082e-11,0.08527258493556023,2.8544085977730364e-08,True,0.10436355972921607
D11,6,0.1935582570401864,0.15322547472173056,-0.04033278231845583,0.141935491,0.116993921,1565497.0,3.7513702723439245e-08,-0.10347791676616902,-0.1134183583504926,3.248595238186285e-12,0.02572055974008758,1.7616232022155593e-07,True,0.10347791676616902
D67,6,0.14590922404426324,0.16009248236873158,0.014183258324468345,0.130340334,0.156408411,1926371.0,4.7767864959482895e-08,0.10318585216147858,0.0659420851067998,5.306436569681949e-05,0.05088507865485492,2.1985871620424247e-07,True,0.10318585216147858
D108,6,0.05989128328829354,0.034169124908062926,-0.025722158380230613,0.0,0.0,1566299.5,4.841798075956693e-15,-0.10301834452055303,-0.11965326709199461,1.949748629471043e-13,0.004839719671359655,5.0224621832685095e-14,True,0.10301834452055303
D807,6,0.05525626092020967,0.07552851524090462,0.020272254320694953,0.0,0.0,1925482.5,7.101547052529421e-11,0.10267702980605198,0.0868519792420552,9.95292504514798e-08,0.01066710870840648,4.291804523050389e-10,True,0.10267702980605198
D1,6,0.08446907394758299,0.07059895114749262,-0.013870122800090368,0.0667,0.0667,1567157.5,3.423581622136236e-08,-0.10252698877383837,-0.08640172572299265,1.1589259935585907e-07,0.018504923998963196,1.629718648893619e-07,True,0.10252698877383837
D86,6,0.05419133399941759,0.04914156084660767,-0.005049773152809925,0.0346,0.04335,1924023.5,7.369289215634937e-08,0.10184149596635872,-0.045151772329341006,0.0056778547509123865,0.03607647432307792,3.283112823632232e-07,True,0.10184149596635872
D597,6,0.027373325567850902,0.05457227138643068,0.027198945818579776,0.0,0.0,1923091.5,3.2893155609680727e-18,0.10130776221817905,0.12324685804408289,3.600087376768848e-14,0.0,4.482498656613354e-17,True,0.10130776221817905
D133,5,0.03722058560920209,0.014346598738938052,-0.02287398687026404,0.0,0.0,1569722.0,6.285187682729195e-20,-0.10105836195280127,-0.14002218833226468,6.973963529027159e-18,0.028546720016158433,1.0654159608528758e-18,True,0.10105836195280127
D73,6,0.02547501727781013,0.038190764564896756,0.012715747287086625,0.0,0.0,1920730.5,4.296864421250054e-11,0.09995567490117052,0.0931279552675231,1.102343464487615e-08,0.02336446983868723,2.666357832829275e-10,True,0.09995567490117052
D751,6,0.017054247449039023,0.0307945919439528,0.013740344494913778,0.0,0.0,1915514.5,1.86266235513224e-14,0.09696859847359018,0.09616922732337438,3.5989897575602853e-09,0.014849068901205964,1.773356625776585e-13,True,0.09696859847359018
D181,6,0.6871910839737915,0.6977667382635201,0.01057565428972862,0.674813974,0.683752675,1915106.0,2.426047354520301e-07,0.09673466045199008,0.09743062537375394,2.2393402161532313e-09,0.015716753683157503,1.060442082636232e-06,True,0.09673466045199008
D426,6,0.021476412347117065,0.03933136676499508,0.017854954417878016,0.0,0.0,1913291.5,8.20933142727838e-15,0.09569554040255657,0.10958255920033659,1.702871652486033e-11,0.005321759759359779,8.143573268851261e-14,True,0.09569554040255657
D79,6,0.38347616296738496,0.40026689166814156,0.016790728700756596,0.428571429,0.428571429,1912571.0,5.619679921775056e-08,0.09528292756396928,0.07128779254304093,1.2415817080824237e-05,0.014377515398297236,2.5527304219827867e-07,True,0.09528292756396928
D459,6,0.04542807218112988,0.06216541019567356,0.016737338014543676,0.0,0.0,1912459.5,1.4099429942858092e-10,0.09521907422392428,0.0742374631616598,5.3272498791707786e-06,0.0,7.966751065273474e-10,True,0.09521907422392428
D947,6,0.08523360364356436,0.06324856921632252,-0.02198503442724184,0.0513,0.0513,1582554.5,5.181886250182116e-07,-0.0937095010906609,-0.12272070975071978,4.624701654814873e-14,0.017013422704711623,2.223093175232451e-06,True,0.0937095010906609
D163,5,0.028887594641817123,0.011651917404129793,-0.01723567723768733,0.0,0.0,1583398.0,4.027963702041842e-18,-0.09322644914153055,-0.1326545559782084,3.410401087576264e-16,0.006593061067337036,5.281952401734114e-17,True,0.09322644914153055
D35,6,0.05580046841059988,0.041426749746312684,-0.014373718664287195,0.0,0.0,1585072.5,6.273975802974622e-08,-0.09226750368946313,-0.09122343441890451,2.1831063367399633e-08,0.024019089290077567,2.831437131861924e-07,True,0.09226750368946313
D951,6,0.16175152395631914,0.13487698019419864,-0.026874543762120506,0.133333333,0.122222222,1585334.0,1.0862462222523305e-06,-0.09211774899509728,-0.13435441129521858,1.4165455716382568e-16,0.011958570605536067,4.493697169436724e-06,True,0.09211774899509728
D608,6,0.02912055908910891,0.04736152077187807,0.018240961682769164,0.0,0.0,1906854.5,9.412476587909152e-12,0.09200922695080549,0.09853289803194634,1.4720521482018324e-09,0.02283389355787535,6.230163074854153e-11,True,0.09200922695080549
D624,6,0.03217821782178218,0.0573992133726647,0.025220995550882523,0.0,0.0,1905301.5,1.6297907320136854e-11,0.09111986159573782,0.1155823974994811,1.2445106034189179e-12,0.0,1.0586023913546835e-10,True,0.09111986159573782
D512,6,0.081903336406523,0.09291227702556538,0.011008940619042382,0.0714,0.0714,1904945.0,5.298547323652383e-07,0.09091570271030225,0.055334521619067434,0.0006977708735266233,0.0,2.2496077647468245e-06,True,0.09091570271030225
D479,6,0.06577212190681421,0.07219098653687316,0.006418864630058946,0.0333,0.0667,1902695.0,1.3632527685688024e-06,0.08962718239549106,0.0439029866524448,0.0071611312494997805,0.007459295821802048,5.573298083266574e-06,True,0.08962718239549106
D474,6,0.017050818019219566,0.026998949672566372,0.009948131653346806,0.0,0.0,1902335.0,7.238988025825855e-12,0.08942101914512124,0.07815160186553502,1.649936491009502e-06,0.000260079665073798,4.8845598815038535e-11,True,0.08942101914512124
D105,6,0.5043730248992428,0.5208750541764995,0.016502029277256636,0.566358876,0.581789407,1901371.5,2.651392787589872e-06,0.08886924611253422,0.040099597041835695,0.014045975296727303,0.03914330090781504,1.0590333260775638e-05,True,0.08886924611253422
D623,6,0.03640069889341875,0.0573992133726647,0.02099851447924595,0.0,0.0,1900836.0,1.5137320656955218e-10,0.08856257827760916,0.0967005926199479,2.949133639845503e-09,0.01227280077316939,8.484224077890223e-10,True,0.08856257827760916
D309,6,0.046010483401281305,0.017576204523107177,-0.028434278878174127,0.0,0.0,1592174.0,1.1680786149752102e-19,-0.08820064723807097,-0.13520772427041647,9.074761355361784e-17,0.010954257001418055,1.9328919938280262e-18,True,0.08820064723807097
D687,6,0.011743350811298776,0.025070419547689283,0.013327068736390507,0.0,0.0,1899559.5,5.7322797832301016e-15,0.08783155775233942,0.11484672360470685,1.7279485382758375e-12,0.012358760353148313,5.85872713138959e-14,True,0.08783155775233942
D504,6,0.07693403410774607,0.06438205146066862,-0.01255198264707745,0.0488,0.0488,1593017.0,2.68269924494097e-06,-0.0877178816267884,-0.07852795488353984,1.4697096478568194e-06,0.006562912640672325,1.0654148429908425e-05,True,0.0877178816267884
D151,6,0.060281812104834014,0.06397596569469026,0.003694153589856246,0.0286,0.0571,1899195.0,1.8964988093481833e-06,0.08762281746134004,0.0226209363194768,0.16600845715167428,0.01338737478866614,7.618882499982586e-06,True,0.08762281746134004
