feature,is_binary,zero_fraction
D496,False,0.9653425753132499
D497,False,0.9725406558251133
D498,False,0.9757398027192749
D499,False,0.9824046920821115
D504,False,0.2218075179952013
D505,False,0.13996267661956813
D508,False,0.9896027725939749
D512,False,0.35643828312450015
D513,False,0.5625166622234071
D514,False,0.7280725139962677
D515,False,0.7211410290589176
D516,False,0.7515329245534524
D517,False,0.8056518261796854
D518,False,0.8834977339376167
D519,False,0.923487070114636
D520,False,0.9373500399893362
D521,False,0.9634764062916555
D522,False,0.9706744868035191
D523,False,0.9858704345507865
D524,False,0.9381498267128766
D525,False,0.960277259397494
D526,False,0.9610770461210344
D527,False,0.9754732071447614
D528,False,0.9768061850173287
D529,False,0.9784057584644095
D530,False,0.9869368168488403
D531,False,0.9864036256998134
D532,False,0.9866702212743268
D534,False,0.9232204745401227
D535,False,0.9608104505465209
D536,False,0.9442815249266863
D537,False,0.9568115169288189
D538,False,0.9685417222074113
D539,False,0.9733404425486537
D542,False,0.8946947480671821
D543,False,0.9826712876566249
D544,False,0.9629432151426286
D545,False,0.9221540922420688
D546,False,0.9442815249266863
D547,False,0.9450813116502266
D548,False,0.9541455611836843
D549,False,0.9682751266328979
D550,False,0.9717408691015729
D551,False,0.9794721407624634
D552,False,0.989069581444948
D553,False,0.9882697947214076
D554,False,0.917088776326313
D555,False,0.9536123700346574
D556,False,0.9392162090109304
D557,False,0.9290855771794189
D558,False,0.927486003732338
D559,False,0.9394828045854439
D560,False,0.9576113036523594
D561,False,0.9621434284190883
D562,False,0.9632098107171421
D563,False,0.9741402292721941
D564,False,0.9834710743801653
D565,False,0.9874700079978672
D567,False,0.9880031991468942
D568,True,0.9872034124233537
D569,False,0.9706744868035191
D578,False,0.9896027725939749
D579,False,0.9880031991468942
D582,False,0.8413756331644895
D583,False,0.8056518261796854
D584,False,0.9301519594774726
D585,False,0.9194881364969342
D586,False,0.9149560117302052
D587,False,0.9346840842442016
D588,False,0.9504132231404959
D589,False,0.9618768328445748
D590,False,0.9648093841642229
D591,False,0.9757398027192749
D592,False,0.978139162889896
D593,False,0.9882697947214076
D594,False,0.9866702212743268
D595,False,0.7917888563049853
D596,False,0.8368435083977606
D597,False,0.8523060517195414
D598,False,0.877366035723807
D599,False,0.9658757664622767
D600,False,0.9792055451879499
D601,False,0.9898693681684884
D602,False,0.9898693681684884
D607,False,0.6011730205278593
D608,False,0.7877899226872834
D609,False,0.8469741402292722
D610,False,0.881364969341509
D611,False,0.8968275126632897
D612,False,0.9245534524126899
D613,False,0.9488136496934151
D614,False,0.9757398027192749
D615,False,0.9842708611037057
D616,False,0.9882697947214076
D621,False,0.779525459877366
D622,False,0.6507597973873633
D623,False,0.7739269528125833
D624,False,0.7867235403892295
D625,False,0.841109037589976
D626,False,0.8842975206611571
D627,False,0.9128232471340976
D628,False,0.9509464142895228
D629,False,0.9722740602505998
D630,False,0.9848040522527326
D631,False,0.9832044788056519
D635,False,0.9621434284190883
D636,False,0.9818715009330845
D643,False,0.9832044788056519
D649,False,0.9093575046654225
D650,False,0.9762729938683018
D651,False,0.9853372434017595
D652,False,0.9792055451879499
D653,False,0.9757398027192749
D654,False,0.9864036256998134
D659,False,0.29298853639029593
D660,False,0.4649426819514796
D661,False,0.643028525726473
D662,False,0.7187416688882965
D663,False,0.8384430818448414
D664,False,0.8864302852572647
D665,False,0.9264196214342842
D666,False,0.9488136496934151
D667,False,0.9661423620367902
D668,False,0.9757398027192749
D669,False,0.9818715009330845
D672,False,0.5891762196747534
D673,False,0.7997867235403893
D674,False,0.8117835243934951
D675,False,0.8874966675553185
D676,False,0.9114902692615302
D677,False,0.9400159957344708
D678,False,0.9538789656091708
D679,False,0.9749400159957344
D680,False,0.9869368168488403
D681,False,0.989069581444948
D685,False,0.8986936816848841
D686,False,0.8640362569981338
D687,False,0.8645694481471607
D688,False,0.8741668888296454
D689,False,0.9237536656891495
D690,False,0.9504132231404959
D691,False,0.9594774726739536
D692,False,0.9589442815249267
D693,False,0.9749400159957344
D694,False,0.981604905358571
D697,False,0.7805918421754199
D698,False,0.8347107438016529
D699,False,0.822713942948547
D700,False,0.7989869368168488
D701,False,0.8531058384430819
D702,False,0.8954945347907225
D703,False,0.9237536656891495
D704,False,0.9370834444148227
D705,False,0.9576113036523594
D706,False,0.9725406558251133
D707,False,0.9789389496134364
D708,False,0.9848040522527326
D709,False,0.964276193015196
D710,False,0.9509464142895228
D711,False,0.9520127965875766
D712,False,0.9578778992268728
D728,False,0.9616102372700613
D729,False,0.9656091708877632
D730,False,0.9693415089309517
D731,False,0.9757398027192749
D732,False,0.9805385230605171
D733,False,0.9861370301253
D734,False,0.9874700079978672
D739,False,0.4030925086643562
D740,False,0.5286590242601973
D741,False,0.5987736603572381
D742,False,0.8299120234604106
D743,False,0.959744068248467
D747,False,0.7056784857371368
D748,False,0.7214076246334311
D749,False,0.8512396694214877
D750,False,0.8341775526526259
D751,False,0.8200479872034124
D752,False,0.8573713676352972
D753,False,0.9053585710477207
D754,False,0.9288189816049054
D755,False,0.9504132231404959
D756,False,0.9605438549720074
D757,False,0.9664089576113036
D758,False,0.9794721407624634
D759,False,0.9872034124233537
D760,False,0.9885363902959211
D762,False,0.6856838176486271
D763,False,0.8205811783524394
D764,False,0.8301786190349241
D765,False,0.8365769128232471
D766,False,0.8387096774193549
D767,False,0.8872300719808052
D768,False,0.9040255931751533
D769,False,0.9261530258597708
D770,False,0.9472140762463344
D771,False,0.9592108770994402
D772,False,0.9736070381231672
D773,False,0.9784057584644095
D774,False,0.9765395894428153
D775,False,0.9757398027192749
D776,False,0.9680085310583845
D777,False,0.9506798187150093
D778,False,0.9762729938683018
D780,False,0.9896027725939749
D791,False,0.9541455611836843
D792,False,0.967208744334844
D793,False,0.9528125833111171
D794,False,0.9688083177819248
D795,False,0.9741402292721941
D796,False,0.9805385230605171
D797,False,0.9845374566782191
D798,False,0.9888029858704346
D802,False,0.36070381231671556
D803,False,0.93148493735004
D806,False,0.4780058651026393
D807,False,0.6680885097307385
D808,False,0.7888563049853372
D809,False,0.7845907757931219
D810,False,0.7723273793655026
D811,False,0.7933884297520661
D812,False,0.8344441482271394
D813,False,0.8704345507864569
D814,False,0.9029592108770994
D815,False,0.9376166355638497
D816,False,0.9522793921620901
D817,False,0.9714742735270594
D818,False,0.9760063982937883
D819,False,0.9778725673153825
D832,False,0.9882697947214076
D833,False,0.9898693681684884
D841,False,0.8962943215142629
D842,False,0.8176486270327913
D843,False,0.8248467075446547
D844,False,0.8552386030391895
D845,False,0.9616102372700613
D846,False,0.9520127965875766
D848,False,0.9802719274860038
D849,False,0.9858704345507865
D850,False,0.9874700079978672
D855,False,0.989069581444948
D863,False,0.9741402292721941
D864,False,0.977605971740869
D865,False,0.9826712876566249
D866,False,0.9845374566782191
D867,False,0.989069581444948
D876,False,0.9880031991468942
D880,False,0.9762729938683018
D881,False,0.9616102372700613
D882,False,0.9549453479072247
D883,False,0.9824046920821115
D884,False,0.989069581444948
D889,False,0.8469741402292722
D890,False,0.8496400959744068
D891,False,0.8925619834710744
D892,False,0.9053585710477207
D893,False,0.9312183417755265
D894,False,0.9560117302052786
D895,False,0.9701412956544921
D896,False,0.9768061850173287
D897,False,0.9826712876566249
D898,False,0.9885363902959211
D900,False,0.9688083177819248
D901,False,0.9658757664622767
D902,False,0.9704078912290056
D903,False,0.9600106638229805
D904,False,0.9624100239936018
D905,False,0.9738736336976807
D906,False,0.9789389496134364
D907,False,0.9818715009330845
D908,False,0.9866702212743268
D911,False,0.06904825379898694
D912,False,0.9088243135163956
D913,False,0.9312183417755265
D914,False,0.9680085310583845
D915,False,0.9736070381231672
D916,False,0.9720074646760863
D917,False,0.9805385230605171
D918,False,0.9826712876566249
D919,False,0.985603838976273
D920,False,0.9872034124233537
D925,False,0.4662756598240469
D926,False,0.3263129832044788
D927,False,0.30285257264729404
D928,False,0.8136496934150893
D929,False,0.9520127965875766
D932,False,0.9512130098640362
D933,False,0.8168488403092509
D934,False,0.888296454278859
D935,False,0.8392428685683818
D936,False,0.8898960277259398
D937,False,0.8925619834710744
D938,False,0.9250866435617169
D939,False,0.9413489736070382
D940,False,0.9680085310583845
D941,False,0.9680085310583845
D942,False,0.981604905358571
D943,False,0.9858704345507865
D944,False,0.9869368168488403
D946,False,0.9885363902959211
D947,False,0.2210077312716609
D948,False,0.9872034124233537
D949,False,0.16368968275126633
D950,False,0.030658491069048253
D951,False,0.006664889362836577
D1205,True,0.9298853639029592
D1206,True,0.9245534524126899
D1207,True,0.9346840842442016
D1208,True,0.9376166355638497
D1209,True,0.9368168488403092
D1210,True,0.9437483337776593
D1211,True,0.9365502532657958
D1212,True,0.9368168488403092
D1213,True,0.8731005065315915
D1214,True,0.822713942948547
D1215,True,0.909624100239936
D1216,True,0.9368168488403092
D1217,True,0.9557451346307652
D1218,True,0.932018128499067
D1219,True,0.9106904825379899
D1220,True,0.9285523860303919
D1221,True,0.8829645427885897
D1222,True,0.9264196214342842
D1223,True,0.9434817382031458
D1224,True,0.9706744868035191
D1225,True,0.9522793921620901
D1226,True,0.9176219674753399
D1227,True,0.8248467075446547
D1228,True,0.9133564382831245
D1229,True,0.9037589976006398
D1230,True,0.8296454278858971
D1231,True,0.9042921887496668
D1232,True,0.7648627032791255
D1233,True,0.8648360437216742
D1234,True,0.913623033857638
D1235,True,0.9288189816049054
D1236,True,0.9426819514796054
D1237,True,0.923487070114636
D1238,True,0.9410823780325247
D1239,True,0.9442815249266863
D1240,True,0.9189549453479072
D1241,True,0.7832577979205545
D1242,True,0.8149826712876567
D1243,True,0.8834977339376167
D1244,True,0.7987203412423354
D1245,True,0.9154892028792322
D1246,True,0.913089842708611
D1247,True,0.9141562250066649
D1248,True,0.8821647560650493
D1249,True,0.9325513196480938
D1250,True,0.9138896294321515
D1251,True,0.9154892028792322
D1252,True,0.9112236736870168
D1253,True,0.9752066115702479
D1254,True,0.917088776326313
D1255,True,0.953345774460144
D1256,True,0.9018928285790456
D1257,True,0.9144228205811783
D1258,True,0.895761130365236
D1259,True,0.9368168488403092
D1260,True,0.9544121567581978
D1261,True,0.9218874966675553
D1262,True,0.9432151426286324
D1263,True,0.9333511063716342
D1264,True,0.9085577179418821
D1265,True,0.9293521727539323
D1266,True,0.7739269528125833
D1267,True,0.9354838709677419
D1268,True,0.9008264462809917
D1269,True,0.9626766195681151
D1270,True,0.8997600639829378
D1271,True,0.9312183417755265
D1272,True,0.9200213276459611
D1273,True,0.8794988003199147
D1274,True,0.9237536656891495
D1275,True,0.910157291388963
D1276,True,0.8757664622767262
D1277,True,0.8880298587043455
D1278,True,0.8760330578512396
D1279,True,0.8784324180218608
D1280,True,0.8848307118101839
D1281,True,0.8962943215142629
D1282,True,0.9381498267128766
D1283,True,0.9570781125033324
D1284,True,0.9488136496934151
D1285,True,0.7851239669421488
D1286,True,0.9154892028792322
D1287,True,0.9392162090109304
D1288,True,0.909624100239936
D1289,True,0.8802985870434551
D1290,True,0.8736336976806185
D1291,True,0.8045854438816316
D1292,True,0.9386830178619034
D1293,True,0.891762196747534
D1294,True,0.9146894161556918
D1295,True,0.9264196214342842
D1296,True,0.8840309250866436
D1297,True,0.9245534524126899
D1298,True,0.9082911223673688
D1299,True,0.7709944014929352
D1300,True,0.8904292188749666
D1301,True,0.9490802452679286
D1302,True,0.9210877099440149
D1303,True,0.9224206878165823
D1304,True,0.9344174886696881
D1305,True,0.9176219674753399
D1306,True,0.9717408691015729
D1307,True,0.8531058384430819
D1308,True,0.9496134364169555
D1309,True,0.8978938949613436
D1310,True,0.9322847240735804
D1311,True,0.9133564382831245
D1312,True,0.9610770461210344
D1313,True,0.9229538789656092
D1314,True,0.945881098373767
D1315,True,0.7971207677952546
D1316,True,0.9042921887496668
D1317,True,0.8333777659290855
D1318,True,0.9485470541189016
D1319,True,0.9264196214342842
D1320,True,0.9373500399893362
D1321,True,0.8749666755531859
D1322,True,0.9344174886696881
D1323,True,0.9013596374300187
D1324,True,0.9125566515595841
D1325,True,0.8587043455078646
D1326,True,0.9728072513996268
D1327,True,0.9157557984537457
D1328,True,0.9605438549720074
D1329,True,0.9378832311383631
D1330,True,0.8632364702745935
D1331,True,0.9144228205811783
D1332,True,0.8323113836310317
D1333,True,0.9296187683284457
D1334,True,0.9082911223673688
D1335,True,0.9256198347107438
D1336,True,0.9645427885897094
D1337,True,0.754732071447614
D1338,True,0.8392428685683818
D1339,True,0.852039456145028
D1340,True,0.8379098906958145
D1341,True,0.8805651826179686
D1342,True,0.833644361503599
D1343,True,0.9160223940282591
D1344,True,0.9157557984537457
D1345,True,0.8890962410023994
D1346,True,0.9400159957344708
D1347,True,0.9104238869634764
D1348,True,0.9397494001599573
D1349,True,0.9024260197280725
D1350,True,0.9189549453479072
D1351,True,0.9714742735270594
D1352,True,0.9192215409224207
D1353,True,0.9232204745401227
D1354,True,0.8821647560650493
D1355,True,0.9360170621167688
D1356,True,0.9405491868834978
D1357,True,0.9128232471340976
D1358,True,0.9570781125033324
D1359,True,0.917088776326313
D1360,True,0.8976272993868302
D1361,True,0.9509464142895228
D1362,True,0.8456411623567048
D1363,True,0.8208477739269529
D1364,True,0.899226872833911
D1365,True,0.8776326312983205
D1366,True,0.7595307917888563
D1367,True,0.9485470541189016
D1368,True,0.93148493735004
D1369,True,0.8285790455878432
D1370,True,0.9549453479072247
D1371,True,0.9138896294321515
D1372,True,0.9490802452679286
D1373,True,0.9181551586243668
D1374,True,0.9325513196480938
D1375,True,0.8946947480671821
D1376,True,0.8037856571580911
D1377,True,0.9277525993068515
D1378,True,0.8946947480671821
D1379,True,0.9074913356438283
D1380,True,0.9376166355638497
D1381,True,0.8794988003199147
D1382,True,0.888296454278859
D1383,True,0.9461476939482805
D1384,True,0.9328179152226073
D1385,True,0.7704612103439082
D1386,True,0.905625166622234
D1387,True,0.9261530258597708
D1388,True,0.8413756331644895
D1389,True,0.9210877099440149
D1390,True,0.8528392428685684
D1391,True,0.9053585710477207
D1392,True,0.9288189816049054
D1393,True,0.9450813116502266
D1394,True,0.9077579312183418
D1395,True,0.8248467075446547
D1396,True,0.8805651826179686
D1397,True,0.7877899226872834
D1398,True,0.9285523860303919
D1399,True,0.9080245267928553
D1400,True,0.8840309250866436
D1401,True,0.9261530258597708
D1402,True,0.8747000799786724
D1403,True,0.7859237536656891
D1404,True,0.8640362569981338
D1405,True,0.934950679818715
D1406,True,0.765662490002666
D1407,True,0.8837643295121301
D1408,True,0.9200213276459611
D1409,True,0.9317515329245535
D1410,True,0.9184217541988803
D1411,True,0.8448413756331645
D1412,True,0.8051186350306585
D1413,True,0.9400159957344708
D1414,True,0.8752332711276993
D1415,True,0.9272194081578246
D1416,True,0.9461476939482805
D1417,True,0.9328179152226073
D1418,True,0.9072247400693149
D1419,True,0.9242868568381765
D1420,True,0.8704345507864569
D1421,True,0.8512396694214877
D1422,True,0.8485737136763529
D1423,True,0.9301519594774726
D1424,True,0.9250866435617169
D1425,True,0.8621700879765396
D1426,True,0.9437483337776593
D1427,True,0.8605705145294588
D1428,True,0.923487070114636
D1429,True,0.8584377499333511
D1430,True,0.8802985870434551
D1431,True,0.8288456411623567
D1432,True,0.9040255931751533
D1433,True,0.8914956011730205
D1434,True,0.8731005065315915
D1435,True,0.9378832311383631
D1436,True,0.8443081844841376
D1437,True,0.9480138629698747
D1438,True,0.9229538789656092
D1439,True,0.9346840842442016
D1440,True,0.9442815249266863
D1441,True,0.8621700879765396
D1442,True,0.909624100239936
D1443,True,0.9469474806718209
D1444,True,0.9376166355638497
D1445,True,0.8848307118101839
D1446,True,0.8885630498533724
D1447,True,0.8938949613436417
D1448,True,0.9064249533457744
D1449,True,0.9461476939482805
D1450,True,0.9850706478272461
D1451,True,0.9874700079978672
D1452,True,0.9744068248467076
D1453,True,0.9784057584644095
D1454,True,0.9840042655291922
D1455,True,0.9850706478272461
D1456,True,0.9752066115702479
D1457,True,0.981604905358571
D1458,True,0.978139162889896
D1459,True,0.9845374566782191
D1460,True,0.9834710743801653
D1461,True,0.9824046920821115
D1462,True,0.9800053319114903
D1463,True,0.9869368168488403
D1464,True,0.9853372434017595
D1465,True,0.9853372434017595
D1467,True,0.9752066115702479
D1468,True,0.9765395894428153
D1469,True,0.9693415089309517
D1470,True,0.9664089576113036
D1471,True,0.9805385230605171
D1472,True,0.9765395894428153
D1473,True,0.9720074646760863
D1474,True,0.9800053319114903
D1475,True,0.9882697947214076
D1476,True,0.9800053319114903
D1477,True,0.9832044788056519
D1478,True,0.982138096507598
D1479,True,0.9840042655291922
D1480,True,0.9880031991468942
D1481,True,0.9768061850173287
D1482,True,0.9805385230605171
D1483,True,0.9789389496134364
D1484,True,0.9802719274860038
D1485,True,0.9888029858704346
D1486,True,0.9792055451879499
D1488,True,0.9808051186350306
D1489,True,0.974673420421221
D1490,True,0.989069581444948
D1491,True,0.9864036256998134
D1492,True,0.9797387363369768
D1493,True,0.9864036256998134
D1494,True,0.9701412956544921
D1495,True,0.9698747000799787
D1496,True,0.985603838976273
D1497,True,0.9808051186350306
D1498,True,0.9832044788056519
D1499,True,0.9829378832311384
D1500,True,0.9850706478272461
D1501,True,0.9810717142095441
D1502,True,0.9842708611037057
D1503,True,0.9842708611037057
D1504,True,0.9741402292721941
D1505,True,0.9786723540389229
D1506,True,0.9805385230605171
D1507,True,0.9738736336976807
D1508,True,0.9872034124233537
D1509,True,0.9832044788056519
D1510,True,0.9858704345507865
D1511,True,0.9730738469741402
D1512,True,0.9848040522527326
