gower_configuration,numerical_block_weight,binary_block_weight,sigma_reference_median,sigma_multiplier,sigma,k,gower_silhouette,spectral_silhouette,eigengap,valid_cluster_sizes,minimum_required_cluster_size,minimum_cluster_size,maximum_cluster_size,cluster_sizes
classical,,,0.1937503218650818,2.0,0.3875006437301636,5,0.15276545181549656,0.5216805147356253,0.0012449043780434132,False,188,173,1225,"[799, 1225, 488, 1066, 173]"
classical,,,0.1937503218650818,2.0,0.3875006437301636,6,0.15168810427735302,0.4160468474377128,0.0008991668440989278,False,188,173,1197,"[502, 1197, 1068, 314, 497, 173]"
classical,,,0.1937503218650818,2.0,0.3875006437301636,7,0.09627978516702035,0.3708054429713083,0.0010684381599783085,False,188,173,745,"[173, 745, 612, 579, 683, 526, 433]"
classical,,,0.1937503218650818,2.0,0.3875006437301636,8,0.09631748649426036,0.3301108267704601,0.0003157238182423328,False,188,173,754,"[173, 275, 675, 337, 526, 562, 449, 754]"
classical,,,0.1937503218650818,2.0,0.3875006437301636,9,0.10207352179633607,0.33998877572665653,0.00016026050329115676,False,188,173,609,"[600, 522, 500, 609, 312, 420, 318, 297, 173]"
classical,,,0.1937503218650818,2.0,0.3875006437301636,10,0.11271142956208238,0.3095234588917199,0.00017522659462409227,False,188,173,608,"[276, 608, 351, 523, 333, 264, 173, 492, 401, 330]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,2,0.15710006814287208,0.8880010079371751,0.10518787380936806,True,188,1428,2323,"[2323, 1428]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,3,0.16068399298850214,0.6878710881998388,0.04070959433716337,True,188,1056,1428,"[1056, 1428, 1267]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,4,0.1773222251323316,0.8411646469622319,0.07750618236805362,True,188,490,1267,"[1056, 1267, 938, 490]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,5,0.16764373240945146,0.744846602214323,0.02646836363820672,True,188,347,1255,"[494, 1255, 1056, 599, 347]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,6,0.16528518941994988,0.6982152986333787,0.02079975338050742,False,188,115,1128,"[1056, 1128, 599, 379, 474, 115]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,7,0.11722138011831626,0.6011448980876737,0.003780214265952403,True,188,330,1056,"[353, 1056, 582, 684, 330, 383, 363]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,8,0.11923966295127805,0.5450993834051158,0.006089026552211496,True,188,300,1054,"[356, 573, 1054, 383, 360, 329, 300, 396]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,9,0.1212207061990693,0.5306126825053213,0.007331632690278936,True,188,281,882,"[296, 882, 563, 285, 281, 328, 383, 324, 409]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,0.5,0.2536281645298004,10,0.13387474879006642,0.5524724263064009,0.003226038918134902,False,188,119,883,"[346, 173, 433, 379, 119, 327, 257, 556, 278, 883]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,2,0.15710006814287208,0.8757738428673758,0.03295737433607742,True,188,1428,2323,"[1428, 2323]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,3,0.16068399298850214,0.7441755961042607,0.01325451492150577,True,188,1056,1428,"[1267, 1428, 1056]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,4,0.17725316797890056,0.8098812437209926,0.01448440064823546,True,188,492,1267,"[492, 1267, 1056, 936]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,5,0.16408484777613752,0.6830023993227601,0.007612553446463026,True,188,494,1090,"[503, 1090, 1056, 494, 608]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,6,0.133493945862101,0.5564989032020059,0.0015815728382985537,True,188,333,1056,"[1056, 333, 643, 494, 603, 622]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,7,0.13357502551446745,0.4846144954174691,0.0014512397001676756,True,188,306,1032,"[1032, 437, 549, 601, 494, 306, 332]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,8,0.13307869536934075,0.4427877495125831,0.0007317991745860401,True,188,286,852,"[329, 568, 286, 437, 852, 383, 585, 311]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,9,0.14292934634454327,0.46108330760117877,0.0015516309854163128,False,188,136,866,"[136, 576, 327, 866, 378, 430, 299, 565, 174]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,1.0,0.5072563290596008,10,0.13170364011987107,0.43006798085767267,0.0006450372202751343,False,188,136,846,"[324, 449, 354, 846, 378, 265, 383, 443, 173, 136]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,2,0.15710006814287208,0.8716075652164875,0.008459874495070683,True,188,1428,2323,"[2323, 1428]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,3,0.16068399298850214,0.7525104132156496,0.0036760422237812583,True,188,1056,1428,"[1056, 1428, 1267]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,4,0.17687164682504383,0.7999857426845979,0.0031081894944794764,True,188,481,1267,"[1056, 1267, 947, 481]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,5,0.16394407443206238,0.6677397459031801,0.0018100534762480608,True,188,494,1087,"[505, 1087, 1056, 609, 494]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,6,0.13018472410781592,0.5318494257751443,0.0003319007031793229,True,188,432,1056,"[559, 1056, 494, 604, 606, 432]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,7,0.1321613455514293,0.4687608887400169,0.00038704027026840136,True,188,313,1014,"[313, 1014, 331, 600, 562, 494, 437]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,8,0.13277730635180107,0.43640012379719023,0.0002444458132420139,True,188,284,851,"[579, 438, 851, 388, 565, 318, 284, 328]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,9,0.13561112123001023,0.4400785831754039,0.0002603519548757319,False,188,173,843,"[423, 843, 586, 386, 324, 326, 406, 284, 173]"
weighted_alpha_0.4,0.4,0.6,0.5072563290596008,2.0,1.0145126581192017,10,0.131454946686971,0.40684335601426413,0.00018302338109952025,False,188,138,848,"[272, 452, 321, 379, 378, 445, 848, 138, 173, 345]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,2,0.15485536446834536,0.8857951034205682,0.10547801726343223,True,188,1428,2323,"[1428, 2323]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,3,0.1585996757970826,0.6850734983044132,0.04034622363074583,True,188,1056,1428,"[1267, 1428, 1056]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,4,0.1732687023183623,0.8376427455429826,0.07433816858123224,True,188,477,1267,"[951, 1267, 1056, 477]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,5,0.16403087202644498,0.7369274319249381,0.02774047875881938,True,188,364,1237,"[1237, 1056, 600, 494, 364]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,6,0.16202325009337673,0.689190193490127,0.019950431142423383,False,188,115,1110,"[1110, 1056, 602, 379, 489, 115]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,7,0.13444103230289303,0.596476668271543,0.0031754271083540703,False,188,115,1056,"[604, 558, 379, 1056, 339, 700, 115]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,8,0.1170046074945797,0.5370664072774025,0.006403773776824884,True,188,299,1050,"[361, 1050, 402, 383, 572, 329, 355, 299]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,9,0.12458803955676903,0.519801440501158,0.007504860916999111,False,188,176,880,"[361, 329, 560, 298, 383, 880, 176, 409, 355]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,10,0.13170068477997496,0.5373165581428716,0.002419692472625426,False,188,119,883,"[349, 552, 439, 379, 883, 253, 326, 278, 119, 173]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,2,0.15485536446834536,0.8720364005455765,0.03311293566151628,True,188,1428,2323,"[2323, 1428]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,3,0.1585996757970826,0.7427171683207793,0.013017071516905537,True,188,1056,1428,"[1267, 1428, 1056]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,4,0.17318319144458577,0.8054276667282584,0.01371251495003067,True,188,478,1267,"[1056, 1267, 950, 478]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,5,0.161452907852405,0.6797011998045873,0.007799164170402868,True,188,494,1088,"[505, 1056, 494, 1088, 608]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,6,0.13131768754472098,0.5431998524389566,0.0015942342113152725,True,188,341,1056,"[494, 625, 632, 1056, 341, 603]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,7,0.13064926099443278,0.476669819721313,0.0015507428699067984,True,188,310,1018,"[601, 1018, 310, 494, 557, 332, 439]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,8,0.1310148999968515,0.4386716161727785,0.0007675859258821256,True,188,290,845,"[386, 312, 566, 329, 845, 438, 585, 290]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,9,0.14050206121761355,0.45258817938895235,0.0013422894095698919,False,188,136,858,"[327, 571, 136, 565, 858, 378, 435, 306, 175]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,10,0.1292069443003173,0.4179575158482303,0.0006751918332912263,False,188,137,845,"[845, 344, 276, 324, 378, 441, 137, 450, 175, 381]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,2,0.15485536446834536,0.8671904786268809,0.008510714233354073,True,188,1428,2323,"[1428, 2323]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,3,0.1585996757970826,0.7516103639033049,0.0036126854826119548,True,188,1056,1428,"[1267, 1056, 1428]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,4,0.17277627221921554,0.7939439593735119,0.002916378926217541,True,188,481,1267,"[1267, 1056, 947, 481]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,5,0.1613490233626468,0.6645096653762087,0.0018582453314903548,True,188,494,1086,"[1056, 1086, 494, 609, 506]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,6,0.12716300700844266,0.5231854993337981,0.0003498231211313944,True,188,490,1056,"[494, 512, 1056, 608, 490, 591]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,7,0.1285870553582105,0.4608647234820322,0.00039193939055104376,True,188,328,996,"[595, 996, 444, 494, 332, 328, 562]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,8,0.13089116558892652,0.43084835168528673,0.0002717760225256125,True,188,284,849,"[565, 319, 849, 388, 577, 328, 441, 284]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,9,0.12123408986976233,0.42876787783718917,0.00020448049863373884,False,188,173,856,"[429, 856, 502, 511, 417, 191, 173, 293, 379]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,10,0.1287763227130248,0.3968317987346531,0.0001660703389696676,False,188,139,841,"[441, 453, 378, 173, 345, 322, 841, 139, 380, 279]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,2,0.15162677108299366,0.8822374131892441,0.10585377811080346,True,188,1428,2323,"[1428, 2323]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,3,0.1554103346900382,0.6801121949307254,0.03989114556028056,True,188,1056,1428,"[1056, 1428, 1267]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,4,0.16791380405365025,0.8309996314541819,0.06969075975911826,True,188,476,1267,"[1267, 1056, 952, 476]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,5,0.1584925217185732,0.7233638634873296,0.029530989738219354,True,188,442,1156,"[442, 1156, 1056, 603, 494]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,6,0.1575713404365423,0.6740581604682344,0.018782607965079356,False,188,115,1100,"[115, 1100, 1056, 604, 379, 497]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,7,0.1245461006429529,0.5866524488592607,0.0023548080448212577,False,188,115,1056,"[1056, 635, 379, 606, 465, 495, 115]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,8,0.13380332901906355,0.5295021489080829,0.0063886468470228525,False,188,115,1043,"[115, 573, 1043, 330, 402, 604, 379, 305]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,9,0.1400640983731611,0.5091653808280857,0.007014751702650042,False,188,115,842,"[604, 842, 404, 330, 560, 379, 213, 304, 115]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,0.5,0.17688962817192078,10,0.12717874940938792,0.5054464472797723,0.0021509866876198366,False,188,119,874,"[555, 352, 874, 301, 379, 181, 328, 413, 119, 249]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,2,0.15162677108299366,0.866197068283186,0.03338086200517123,True,188,1428,2323,"[2323, 1428]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,3,0.1554103346900382,0.7395693172006583,0.012678331482325646,True,188,1056,1428,"[1267, 1056, 1428]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,4,0.1672691414349802,0.7954963589133935,0.012576145917644298,True,188,481,1267,"[1056, 1267, 947, 481]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,5,0.15757223760781844,0.6736050787300255,0.00803598042627572,True,188,494,1087,"[507, 607, 1056, 494, 1087]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,6,0.12687064757711874,0.52216347593912,0.0016755161751623344,True,188,397,1056,"[494, 605, 581, 1056, 618, 397]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,7,0.12714206537642825,0.4632225985470439,0.001688422959124608,True,188,325,1011,"[1011, 553, 600, 333, 494, 325, 435]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,8,0.12701089574818478,0.42874803957683144,0.0008638219957694468,True,188,312,816,"[583, 316, 564, 388, 312, 330, 816, 442]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,9,0.12975556588313097,0.43679473722318046,0.0009552925323451367,False,188,177,853,"[853, 310, 191, 379, 565, 327, 509, 440, 177]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,1.0,0.35377925634384155,10,0.12480587500424006,0.39795493195857967,0.0007407489455086742,False,188,137,829,"[829, 437, 440, 378, 380, 323, 175, 291, 361, 137]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,2,0.15162677108299366,0.86024202309207,0.008602741834941332,True,188,1428,2323,"[2323, 1428]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,3,0.1554103346900382,0.7492565521303499,0.0035223039358702997,True,188,1056,1428,"[1056, 1267, 1428]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,4,0.16637121502413244,0.7820080987229012,0.002632671115661591,True,188,488,1267,"[1267, 1056, 940, 488]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,5,0.15747071328922793,0.6582444676236109,0.0019190367143589204,True,188,494,1085,"[1056, 609, 1085, 507, 494]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,6,0.12463863622570773,0.5088208653848201,0.0003926716886918577,True,188,491,1056,"[609, 554, 1056, 547, 494, 491]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,7,0.12392537229633542,0.44651135532464487,0.0003999153235546616,True,188,334,967,"[589, 967, 334, 494, 358, 444, 565]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,8,0.12978232881917315,0.4115830481138349,0.00031389160547036716,True,188,247,771,"[494, 771, 573, 563, 328, 333, 442, 247]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,9,0.11752124093070548,0.4137774127886435,0.00011386682929678035,False,188,173,844,"[429, 499, 844, 422, 193, 302, 173, 509, 380]"
weighted_alpha_0.6,0.6,0.4,0.35377925634384155,2.0,0.7075585126876831,10,0.11897284235200721,0.37371901012762193,0.0001556402653330876,False,188,173,587,"[490, 279, 385, 344, 418, 323, 173, 408, 587, 344]"
