gower_configuration,numerical_block_weight,binary_block_weight,sigma_reference_median,sigma_multiplier,sigma,k,gower_silhouette,spectral_silhouette,eigengap,valid_cluster_sizes,minimum_required_cluster_size,minimum_cluster_size,maximum_cluster_size,cluster_sizes
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,6,0.12716300700844266,0.5231854993337981,0.0003498231211313948,True,188,490,1056,"[494, 512, 1056, 608, 490, 591]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,8,0.1170046074945797,0.5370664072774025,0.006403773776824745,True,188,299,1050,"[361, 1050, 402, 383, 572, 329, 355, 299]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,6,0.16202325009337673,0.6891901934901268,0.01995043114242319,False,188,115,1110,"[1110, 1056, 602, 379, 489, 115]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,9,0.14050206121761355,0.45258817938895224,0.0013422894095698797,False,188,136,858,"[327, 571, 136, 565, 858, 378, 435, 306, 175]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,7,0.13444103230289303,0.5964766682715431,0.003175427108354209,False,188,115,1056,"[604, 558, 379, 1056, 339, 700, 115]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,10,0.13170068477997496,0.5373165581428653,0.0024196924726253566,False,188,119,883,"[349, 552, 439, 379, 883, 253, 326, 278, 119, 173]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,1.0,0.43060219287872314,10,0.1292069443003173,0.4179575158482302,0.0006751918332912245,False,188,137,845,"[845, 344, 276, 324, 378, 441, 137, 450, 175, 381]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,10,0.1287763227130248,0.3968317987346532,0.0001660703389696691,False,188,139,841,"[441, 453, 378, 173, 345, 322, 841, 139, 380, 279]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,0.5,0.21530109643936157,9,0.12458803955676903,0.5198014405011578,0.007504860916999187,False,188,176,880,"[361, 329, 560, 298, 383, 880, 176, 409, 355]"
weighted_alpha_0.5,0.5,0.5,0.43060219287872314,2.0,0.8612043857574463,9,0.12123408986976233,0.4287678778371893,0.00020448049863373797,False,188,173,856,"[429, 856, 502, 511, 417, 191, 173, 293, 379]"
