plot_position,feature,feature_index,is_binary,feature_type,mean,std,variance,zero_fraction,nonzero_fraction,one_fraction,n_unique,is_sparse,column_cluster
61,D1761,1507,True,binary,0.0285257264729405,0.1664692446133264,0.0277120094021315,0.9714742735270594,0.0285257264729405,0.0285257264729405,2,True,1
62,D1306,1056,True,binary,0.028259130898427,0.1657122579029464,0.0274605524192926,0.9717408691015728,0.028259130898427,0.028259130898427,2,True,1
63,D1473,1222,True,binary,0.0279925353239136,0.1649513664388781,0.027208953290053,0.9720074646760865,0.0279925353239136,0.0279925353239136,2,True,1
64,D1733,1479,True,binary,0.0274593441748866,0.1634176507981062,0.0267053285923718,0.9725406558251132,0.0274593441748866,0.0274593441748866,2,True,1
65,D1752,1498,True,binary,0.0274593441748866,0.1634176507981062,0.0267053285923718,0.9725406558251132,0.0274593441748866,0.0274593441748866,2,True,1
66,D1326,1076,True,binary,0.0271927486003732,0.1626447140977232,0.0264533030239301,0.9728072513996268,0.0271927486003732,0.0271927486003732,2,True,1
67,D1574,1322,True,binary,0.0271927486003732,0.1626447140977232,0.0264533030239301,0.9728072513996268,0.0271927486003732,0.0271927486003732,2,True,1
68,D1511,1259,True,binary,0.0269261530258597,0.1618676475058797,0.0262011353090877,0.9730738469741402,0.0269261530258597,0.0269261530258597,2,True,1
69,D1559,1307,True,binary,0.0269261530258597,0.1618676475058797,0.0262011353090877,0.9730738469741402,0.0269261530258597,0.0269261530258597,2,True,1
70,D1587,1335,True,binary,0.0269261530258597,0.1618676475058797,0.0262011353090877,0.9730738469741402,0.0269261530258597,0.0269261530258597,2,True,1
71,D1767,1513,True,binary,0.0269261530258597,0.1618676475058797,0.0262011353090877,0.9730738469741402,0.0269261530258597,0.0269261530258597,2,True,1
72,D1548,1296,True,binary,0.0266595574513463,0.1610863912558868,0.0259488254478446,0.9733404425486536,0.0266595574513463,0.0266595574513463,2,True,1
73,D1534,1282,True,binary,0.0263929618768328,0.1603008840905155,0.0256963734402008,0.9736070381231672,0.0263929618768328,0.0263929618768328,2,True,1
74,D1699,1446,True,binary,0.0263929618768328,0.1603008840905155,0.0256963734402009,0.9736070381231672,0.0263929618768328,0.0263929618768328,2,True,1
75,D1507,1255,True,binary,0.0261263663023193,0.1595110632092846,0.0254437792861564,0.9738736336976808,0.0261263663023193,0.0261263663023193,2,True,1
76,D1702,1449,True,binary,0.0261263663023193,0.1595110632092846,0.0254437792861564,0.9738736336976808,0.0261263663023193,0.0261263663023193,2,True,1
77,D1504,1252,True,binary,0.0258597707278059,0.1587168642133255,0.0251910429857112,0.974140229272194,0.0258597707278059,0.0258597707278059,2,True,1
78,D1556,1304,True,binary,0.0258597707278059,0.1587168642133256,0.0251910429857112,0.974140229272194,0.0258597707278059,0.0258597707278059,2,True,1
79,D1562,1310,True,binary,0.0258597707278059,0.1587168642133256,0.0251910429857112,0.974140229272194,0.0258597707278059,0.0258597707278059,2,True,1
80,D1607,1354,True,binary,0.0258597707278059,0.1587168642133256,0.0251910429857112,0.974140229272194,0.0258597707278059,0.0258597707278059,2,True,1
81,D1452,1202,True,binary,0.0255931751532924,0.1579182210476845,0.0249381645388653,0.9744068248467076,0.0255931751532924,0.0255931751532924,2,True,1
82,D1489,1237,True,binary,0.0253265795787789,0.1571150659409172,0.0246851439456187,0.974673420421221,0.0253265795787789,0.0253265795787789,2,True,1
83,D1551,1299,True,binary,0.0253265795787789,0.1571150659409172,0.0246851439456187,0.974673420421221,0.0253265795787789,0.0253265795787789,2,True,1
84,D1552,1300,True,binary,0.0250599840042655,0.1563073293418177,0.0244319812059714,0.9749400159957344,0.0250599840042655,0.0250599840042655,2,True,1
85,D1734,1480,True,binary,0.0250599840042655,0.1563073293418177,0.0244319812059714,0.9749400159957344,0.0250599840042655,0.0250599840042655,2,True,1
86,D1253,1003,True,binary,0.024793388429752,0.1554949398531138,0.0241786763199235,0.975206611570248,0.024793388429752,0.024793388429752,2,True,1
87,D1456,1206,True,binary,0.024793388429752,0.1554949398531138,0.0241786763199235,0.975206611570248,0.024793388429752,0.024793388429752,2,True,1
88,D1467,1216,True,binary,0.024793388429752,0.1554949398531138,0.0241786763199235,0.975206611570248,0.024793388429752,0.024793388429752,2,True,1
89,D1517,1265,True,binary,0.024793388429752,0.1554949398531138,0.0241786763199235,0.975206611570248,0.024793388429752,0.024793388429752,2,True,1
90,D1603,1350,True,binary,0.024793388429752,0.1554949398531138,0.0241786763199235,0.975206611570248,0.024793388429752,0.024793388429752,2,True,1
91,D1755,1501,True,binary,0.024793388429752,0.1554949398531138,0.0241786763199235,0.975206611570248,0.024793388429752,0.024793388429752,2,True,1
92,D1468,1217,True,binary,0.0234604105571847,0.1513605618834479,0.022910019693673,0.9765395894428152,0.0234604105571847,0.0234604105571847,2,True,1
93,D1472,1221,True,binary,0.0234604105571847,0.151360561883448,0.0229100196936731,0.9765395894428152,0.0234604105571847,0.0234604105571847,2,True,1
94,D1481,1230,True,binary,0.0231938149826712,0.1505186431284208,0.0226558619292209,0.9768061850173289,0.0231938149826712,0.0231938149826712,2,True,1
95,D1561,1309,True,binary,0.0231938149826712,0.1505186431284208,0.0226558619292209,0.9768061850173289,0.0231938149826712,0.0231938149826712,2,True,1
96,D1579,1327,True,binary,0.0231938149826712,0.1505186431284208,0.0226558619292209,0.9768061850173289,0.0231938149826712,0.0231938149826712,2,True,1
97,D1684,1431,True,binary,0.0231938149826712,0.1505186431284208,0.0226558619292209,0.9768061850173289,0.0231938149826712,0.0231938149826712,2,True,1
98,D1703,1450,True,binary,0.0231938149826712,0.1505186431284208,0.0226558619292209,0.9768061850173289,0.0231938149826712,0.0231938149826712,2,True,1
99,D1593,1341,True,binary,0.0229272194081578,0.1496715137170998,0.022401562018368,0.9770727805918422,0.0229272194081578,0.0229272194081578,2,True,1
100,D1608,1355,True,binary,0.0229272194081578,0.1496715137170998,0.022401562018368,0.9770727805918422,0.0229272194081578,0.0229272194081578,2,True,1
101,D1627,1374,True,binary,0.0229272194081578,0.1496715137170998,0.022401562018368,0.9770727805918422,0.0229272194081578,0.0229272194081578,2,True,1
102,D1665,1412,True,binary,0.0229272194081578,0.1496715137170998,0.022401562018368,0.9770727805918422,0.0229272194081578,0.0229272194081578,2,True,1
103,D1590,1338,True,binary,0.0226606238336443,0.1488190846669688,0.0221471199611144,0.9773393761663556,0.0226606238336443,0.0226606238336443,2,True,1
104,D1519,1267,True,binary,0.0223940282591308,0.1479612643817973,0.0218925357574601,0.977605971740869,0.0223940282591308,0.0223940282591308,2,True,1
105,D1580,1328,True,binary,0.0223940282591308,0.1479612643817973,0.0218925357574601,0.977605971740869,0.0223940282591308,0.0223940282591308,2,True,1
106,D1524,1272,True,binary,0.0221274326846174,0.1470979585426159,0.0216378094074051,0.9778725673153824,0.0221274326846174,0.0221274326846174,2,True,1
107,D1653,1400,True,binary,0.0221274326846174,0.1470979585426159,0.0216378094074051,0.9778725673153824,0.0221274326846174,0.0221274326846174,2,True,1
108,D1661,1408,True,binary,0.0221274326846174,0.1470979585426159,0.0216378094074051,0.9778725673153824,0.0221274326846174,0.0221274326846174,2,True,1
109,D1676,1423,True,binary,0.0221274326846174,0.1470979585426159,0.0216378094074051,0.9778725673153824,0.0221274326846174,0.0221274326846174,2,True,1
110,D1458,1208,True,binary,0.0218608371101039,0.1462290699927667,0.0213829409109494,0.978139162889896,0.0218608371101039,0.0218608371101039,2,True,1
111,D1598,1345,True,binary,0.0218608371101039,0.1462290699927667,0.0213829409109494,0.978139162889896,0.0218608371101039,0.0218608371101039,2,True,1
112,D1654,1401,True,binary,0.0218608371101039,0.1462290699927667,0.0213829409109494,0.978139162889896,0.0218608371101039,0.0218608371101039,2,True,1
113,D1668,1415,True,binary,0.0218608371101039,0.1462290699927667,0.0213829409109494,0.978139162889896,0.0218608371101039,0.0218608371101039,2,True,1
114,D1731,1477,True,binary,0.0218608371101039,0.1462290699927667,0.0213829409109494,0.978139162889896,0.0218608371101039,0.0218608371101039,2,True,1
115,D1770,1516,True,binary,0.0218608371101039,0.1462290699927667,0.0213829409109494,0.978139162889896,0.0218608371101039,0.0218608371101039,2,True,1
116,D1453,1203,True,binary,0.0215942415355905,0.1453544986166341,0.021127930268093,0.9784057584644096,0.0215942415355905,0.0215942415355905,2,True,1
117,D1644,1391,True,binary,0.0215942415355905,0.1453544986166341,0.021127930268093,0.9784057584644096,0.0215942415355905,0.0215942415355905,2,True,1
118,D1717,1463,True,binary,0.0215942415355905,0.1453544986166341,0.021127930268093,0.9784057584644096,0.0215942415355905,0.0215942415355905,2,True,1
119,D1505,1253,True,binary,0.021327645961077,0.144474141211623,0.020872777478836,0.9786723540389228,0.021327645961077,0.021327645961077,2,True,1
120,D1698,1445,True,binary,0.021327645961077,0.144474141211623,0.020872777478836,0.9786723540389228,0.021327645961077,0.021327645961077,2,True,1
121,D1483,1232,True,binary,0.0210610503865635,0.1435878913529209,0.0206174825431782,0.9789389496134364,0.0210610503865635,0.0210610503865635,2,True,1
122,D1518,1266,True,binary,0.0210610503865635,0.1435878913529209,0.0206174825431782,0.9789389496134364,0.0210610503865635,0.0210610503865635,2,True,1
123,D1535,1283,True,binary,0.0210610503865635,0.1435878913529209,0.0206174825431782,0.9789389496134364,0.0210610503865635,0.0210610503865635,2,True,1
124,D1648,1395,True,binary,0.0210610503865635,0.1435878913529209,0.0206174825431782,0.9789389496134364,0.0210610503865635,0.0210610503865635,2,True,1
125,D1759,1505,True,binary,0.0210610503865635,0.1435878913529209,0.0206174825431782,0.9789389496134364,0.0210610503865635,0.0210610503865635,2,True,1
126,D1486,1235,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
127,D1531,1279,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
128,D1583,1331,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
129,D1609,1356,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
130,D1619,1366,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
131,D1634,1381,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
132,D1641,1388,True,binary,0.0207944548120501,0.1426956392505381,0.0203620454611197,0.97920554518795,0.0207944548120501,0.0207944548120501,2,True,1
133,D1585,1333,True,binary,0.0205278592375366,0.141797271598083,0.0201064662326605,0.9794721407624634,0.0205278592375366,0.0205278592375366,2,True,1
134,D1492,1240,True,binary,0.0202612636630231,0.1408926714126773,0.0198507448578006,0.9797387363369768,0.0202612636630231,0.0202612636630231,2,True,1
135,D1533,1281,True,binary,0.0202612636630231,0.1408926714126773,0.0198507448578006,0.9797387363369768,0.0202612636630231,0.0202612636630231,2,True,1
136,D1775,1521,True,binary,0.0202612636630231,0.1408926714126773,0.0198507448578006,0.9797387363369768,0.0202612636630231,0.0202612636630231,2,True,1
137,D1462,1212,True,binary,0.0199946680885097,0.1399817178653701,0.01959488133654,0.9800053319114904,0.0199946680885097,0.0199946680885097,2,True,1
138,D1474,1223,True,binary,0.0199946680885097,0.1399817178653701,0.01959488133654,0.9800053319114904,0.0199946680885097,0.0199946680885097,2,True,1
139,D1476,1225,True,binary,0.0199946680885097,0.1399817178653701,0.01959488133654,0.9800053319114904,0.0199946680885097,0.0199946680885097,2,True,1
140,D1532,1280,True,binary,0.0199946680885097,0.13998171786537,0.01959488133654,0.9800053319114904,0.0199946680885097,0.0199946680885097,2,True,1
141,D1765,1511,True,binary,0.0199946680885097,0.1399817178653701,0.01959488133654,0.9800053319114904,0.0199946680885097,0.0199946680885097,2,True,1
142,D1484,1233,True,binary,0.0197280725139962,0.1390642861013523,0.0193388756688787,0.9802719274860038,0.0197280725139962,0.0197280725139962,2,True,1
143,D1545,1293,True,binary,0.0197280725139962,0.1390642861013523,0.0193388756688787,0.9802719274860038,0.0197280725139962,0.0197280725139962,2,True,1
144,D1567,1315,True,binary,0.0197280725139962,0.1390642861013523,0.0193388756688787,0.9802719274860038,0.0197280725139962,0.0197280725139962,2,True,1
145,D1471,1220,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
146,D1482,1231,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
147,D1506,1254,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
148,D1610,1357,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
149,D1640,1387,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
150,D1724,1470,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
151,D1741,1487,True,binary,0.0194614769394828,0.13814024704921,0.0190827278548167,0.9805385230605173,0.0194614769394828,0.0194614769394828,2,True,1
152,D1488,1236,True,binary,0.0191948813649693,0.1372094672183887,0.018826437894354,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
153,D1497,1245,True,binary,0.0191948813649693,0.1372094672183887,0.018826437894354,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
154,D1612,1359,True,binary,0.0191948813649693,0.1372094672183887,0.018826437894354,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
155,D1669,1416,True,binary,0.0191948813649693,0.1372094672183887,0.018826437894354,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
156,D1693,1440,True,binary,0.0191948813649693,0.1372094672183887,0.0188264378943541,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
157,D1705,1452,True,binary,0.0191948813649693,0.1372094672183887,0.0188264378943541,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
158,D1710,1456,True,binary,0.0191948813649693,0.1372094672183887,0.018826437894354,0.9808051186350306,0.0191948813649693,0.0191948813649693,2,True,1
159,D1501,1249,True,binary,0.0189282857904558,0.136271808483966,0.0185700057874907,0.981071714209544,0.0189282857904558,0.0189282857904558,2,True,1
160,D1527,1275,True,binary,0.0189282857904558,0.136271808483966,0.0185700057874907,0.981071714209544,0.0189282857904558,0.0189282857904558,2,True,1
161,D1636,1383,True,binary,0.0189282857904558,0.136271808483966,0.0185700057874907,0.981071714209544,0.0189282857904558,0.0189282857904558,2,True,1
162,D1645,1392,True,binary,0.0189282857904558,0.136271808483966,0.0185700057874907,0.981071714209544,0.0189282857904558,0.0189282857904558,2,True,1
163,D1569,1317,True,binary,0.0186616902159424,0.1353271278577456,0.0183134315342266,0.9813383097840576,0.0186616902159424,0.0186616902159424,2,True,1
164,D1457,1207,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
165,D1523,1271,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
166,D1554,1302,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
167,D1566,1314,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
168,D1620,1367,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
169,D1652,1399,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
170,D1657,1404,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
171,D1659,1406,True,binary,0.0183950946414289,0.1343752772445952,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
172,D1691,1438,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
173,D1715,1461,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
174,D1751,1497,True,binary,0.0183950946414289,0.1343752772445951,0.0180567151345618,0.981604905358571,0.0183950946414289,0.0183950946414289,2,True,1
175,D1611,1358,True,binary,0.0181284990669154,0.1334161031828479,0.0177998565884963,0.9818715009330844,0.0181284990669154,0.0181284990669154,2,True,1
176,D1766,1512,True,binary,0.0181284990669154,0.1334161031828479,0.0177998565884963,0.9818715009330844,0.0181284990669154,0.0181284990669154,2,True,1
177,D1478,1227,True,binary,0.017861903492402,0.1324494465674739,0.0175428558960301,0.982138096507598,0.017861903492402,0.017861903492402,2,True,1
178,D1601,1348,True,binary,0.017861903492402,0.1324494465674739,0.0175428558960301,0.982138096507598,0.017861903492402,0.017861903492402,2,True,1
179,D1618,1365,True,binary,0.017861903492402,0.1324494465674739,0.0175428558960301,0.982138096507598,0.017861903492402,0.017861903492402,2,True,1
180,D1461,1211,True,binary,0.0175953079178885,0.1314751423546034,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
181,D1514,1262,True,binary,0.0175953079178885,0.1314751423546035,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
182,D1624,1371,True,binary,0.0175953079178885,0.1314751423546034,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
183,D1727,1473,True,binary,0.0175953079178885,0.1314751423546035,0.0172857130571632,0.9824046920821116,0.0175953079178885,0.0175953079178885,2,True,1
184,D1582,1330,True,binary,0.0173287123433751,0.1304930192458418,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
185,D1599,1346,True,binary,0.0173287123433751,0.1304930192458418,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
186,D1720,1466,True,binary,0.0173287123433751,0.1304930192458419,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
187,D1737,1483,True,binary,0.0173287123433751,0.1304930192458418,0.0170284280718956,0.9826712876566248,0.0173287123433751,0.0173287123433751,2,True,1
188,D1499,1247,True,binary,0.0170621167688616,0.1295028993506607,0.0167710009402273,0.9829378832311384,0.0170621167688616,0.0170621167688616,2,True,1
