feature,prevalence,selected
D1120,0.23327112769928018,True
D1121,0.3585710477206078,True
D1122,0.0925086643561717,True
D1123,0.14849373500399893,True
D1124,0.1695547853905625,True
D1125,0.44868035190615835,True
D1126,0.16635563849640095,True
D1127,0.14476139696081045,True
D1128,0.5438549720074647,True
D1129,0.07784590775793122,True
D1130,0.26339642761930154,True
D1131,0.213009864036257,True
D1132,0.08957611303652359,True
D1133,0.4409490802452679,True
D1134,0.14556118368435084,True
D1135,0.10477206078379099,True
D1136,0.15995734470807785,True
D1137,0.11650226606238337,True
D1138,0.18048520394561451,True
D1139,0.1263663023193815,True
D1140,0.3047187416688883,True
D1141,0.21327645961077046,True
D1142,0.2202079445481205,True
D1143,0.39696081045054654,True
D1144,0.3380431884830712,True
D1145,0.20527859237536658,True
D1146,0.13942948547054118,True
D1147,0.23353772327379366,True
D1148,0.12396694214876033,True
D1149,0.4454812050119968,True
D1150,0.2951213009864036,True
D1151,0.25219941348973607,True
D1152,0.2743268461743535,True
D1153,0.16209010930418555,True
D1154,0.1343641695547854,True
D1155,0.23487070114636097,True
D1156,0.18448413756331644,True
D1157,0.35830445214609435,True
D1158,0.184217541988803,True
D1159,0.49986670221274326,True
D1160,0.3985603838976273,True
D1161,0.2751266328978939,True
D1162,0.133564382831245,True
D1163,0.29725406558251133,True
D1164,0.3239136230338576,True
D1165,0.25646494268195147,True
D1166,0.27166089042921887,True
D1167,0.30711810183950944,True
D1168,0.3156491602239403,True
D1169,0.21380965075979738,True
D1170,0.21274326846174355,True
D1171,0.18208477739269527,True
D1172,0.28978938949613436,True
D1173,0.43348440415889095,True
D1174,0.1668888296454279,True
D1175,0.28765662490002664,True
D1176,0.5793121834177553,True
D1177,0.1703545721141029,True
D1178,0.238336443615036,True
D1179,0.08984270861103706,True
D1180,0.18608371101039722,True
D1181,0.20901093041855506,True
D1182,0.29005598507064784,True
D1183,0.3153825646494268,True
D1184,0.15489202879232206,True
D1185,0.19541455611836844,True
D1186,0.17728605705145295,True
D1187,0.30098640362569984,True
D1188,0.14342841908824314,True
D1189,0.2615302585977073,True
D1190,0.5449213543055186,True
D1191,0.29298853639029593,True
D1192,0.12290055985070648,True
D1193,0.15195947747267396,True
D1194,0.21540922420687816,True
D1195,0.18688349773393761,True
D1196,0.21620901093041855,True
D1197,0.2873900293255132,True
D1198,0.15569181551586245,True
D1199,0.230871767528659,True
D1200,0.3473740335910424,True
D1201,0.3671021061050387,True
D1202,0.2543321780858438,True
D1203,0.17355371900826447,True
D1204,0.07971207677952546,True
D1205,0.07011463609704079,True
D1206,0.07544654758731005,True
D1207,0.06531591575579845,True
D1208,0.06238336443615036,True
D1209,0.06318315115969075,True
D1210,0.05625166622234071,True
D1211,0.06344974673420421,True
D1212,0.06318315115969075,True
D1213,0.12689949346840843,True
D1214,0.17728605705145295,True
D1215,0.09037589976006398,True
D1216,0.06318315115969075,True
D1217,0.04425486536923487,True
D1218,0.06798187150093309,True
D1219,0.08930951746201013,True
D1220,0.07144761396960811,True
D1221,0.11703545721141029,True
D1222,0.07358037856571581,True
D1223,0.05651826179685417,True
D1224,0.02932551319648094,True
D1225,0.04772060783790989,True
D1226,0.0823780325246601,True
D1227,0.17515329245534525,True
D1228,0.0866435617168755,True
D1229,0.09624100239936018,True
D1230,0.1703545721141029,True
D1231,0.09570781125033324,True
D1232,0.23513729672087444,True
D1233,0.13516395627832578,True
D1234,0.08637696614236204,True
D1235,0.07118101839509464,True
D1236,0.057318048520394564,True
D1237,0.0765129298853639,True
D1238,0.05891762196747534,True
D1239,0.05571847507331378,True
D1240,0.08104505465209277,True
D1241,0.21674220207944547,True
D1242,0.1850173287123434,True
D1243,0.11650226606238337,True
D1244,0.20127965875766463,True
D1245,0.0845107971207678,True
D1246,0.08691015729138896,True
D1247,0.0858437749933351,True
D1248,0.11783524393495068,True
D1249,0.06744868035190615,True
D1250,0.08611037056784858,True
D1251,0.0845107971207678,True
D1252,0.0887763263129832,True
D1253,0.024793388429752067,True
D1254,0.08291122367368702,True
D1255,0.046654225539856035,True
D1256,0.09810717142095442,True
D1257,0.08557717941882165,True
D1258,0.10423886963476406,True
D1259,0.06318315115969075,True
D1260,0.045587843241802185,True
D1261,0.07811250333244468,True
D1262,0.05678485737136763,True
D1263,0.06664889362836576,True
D1264,0.09144228205811783,True
D1265,0.07064782724606772,True
D1266,0.2260730471874167,True
D1267,0.06451612903225806,True
D1268,0.09917355371900827,True
D1269,0.03732338043188483,True
D1270,0.10023993601706212,True
D1271,0.06878165822447348,True
D1272,0.07997867235403892,True
D1273,0.12050119968008531,True
D1274,0.07624633431085044,True
D1275,0.08984270861103706,True
D1276,0.1242335377232738,True
D1277,0.1119701412956545,True
D1278,0.12396694214876033,True
D1279,0.12156758197813916,True
D1280,0.11516928818981605,True
D1281,0.10370567848573714,True
D1282,0.06185017328712343,True
D1283,0.04292188749666755,True
D1284,0.05118635030658491,True
D1285,0.21487603305785125,True
D1286,0.0845107971207678,True
D1287,0.06078379098906958,True
D1288,0.09037589976006398,True
D1289,0.11970141295654492,True
D1290,0.1263663023193815,True
D1291,0.19541455611836844,True
D1292,0.061316982138096505,True
D1293,0.10823780325246601,True
D1294,0.08531058384430819,True
D1295,0.07358037856571581,True
D1296,0.11596907491335644,True
D1297,0.07544654758731005,True
D1298,0.0917088776326313,True
D1299,0.22900559850706478,True
D1300,0.10957078112503332,True
D1301,0.05091975473207145,True
D1302,0.07891229005598507,True
D1303,0.07757931218341775,True
D1304,0.06558251133031191,True
D1305,0.0823780325246601,True
D1306,0.028259130898427087,True
D1307,0.14689416155691815,True
D1308,0.050386563583044525,True
D1309,0.10210610503865636,True
D1310,0.06771527592641963,True
D1311,0.0866435617168755,True
D1312,0.03892295387896561,True
D1313,0.07704612103439083,True
D1314,0.05411890162623301,True
D1315,0.2028792322047454,True
D1316,0.09570781125033324,True
D1317,0.16662223407091442,True
D1318,0.051452945881098375,True
D1319,0.07358037856571581,True
D1320,0.06264996001066382,True
D1321,0.12503332444681417,True
D1322,0.06558251133031191,True
D1323,0.09864036256998134,True
D1324,0.08744334844041589,True
D1325,0.14129565449213544,True
D1326,0.027192748600373233,True
D1327,0.08424420154625434,True
D1328,0.03945614502799254,True
D1329,0.0621167688616369,True
D1330,0.13676352972540656,True
D1331,0.08557717941882165,True
D1332,0.16768861636896829,True
D1333,0.07038123167155426,True
D1334,0.0917088776326313,True
D1335,0.0743801652892562,True
D1336,0.03545721141029059,True
D1337,0.24526792855238602,True
D1338,0.16075713143161824,True
D1339,0.147960543854972,True
D1340,0.16209010930418555,True
D1341,0.11943481738203146,True
D1342,0.16635563849640095,True
D1343,0.08397760597174087,True
D1344,0.08424420154625434,True
D1345,0.11090375899760065,True
D1346,0.05998400426552919,True
D1347,0.08957611303652359,True
D1348,0.060250599840042655,True
D1349,0.09757398027192749,True
D1350,0.08104505465209277,True
D1351,0.02852572647294055,True
D1352,0.08077845907757931,True
D1353,0.07677952545987736,True
D1354,0.11783524393495068,True
D1355,0.06398293788323114,True
D1356,0.059450813116502264,True
D1357,0.08717675286590243,True
D1358,0.04292188749666755,True
D1359,0.08291122367368702,True
D1360,0.10237270061316982,True
D1361,0.04905358571047721,True
D1362,0.1543588376432951,True
D1363,0.17915222607304718,True
D1364,0.10077312716608905,True
D1365,0.12236736870167955,True
D1366,0.2404692082111437,True
D1367,0.051452945881098375,True
D1368,0.06851506264996,True
D1369,0.17142095441215677,True
D1370,0.04505465209277526,True
D1371,0.08611037056784858,True
D1372,0.05091975473207145,True
D1373,0.08184484137563316,True
D1374,0.06744868035190615,True
D1375,0.10530525193281791,True
D1376,0.19621434284190883,True
D1377,0.0722474006931485,True
D1378,0.10530525193281791,True
D1379,0.0925086643561717,True
D1380,0.06238336443615036,True
D1381,0.12050119968008531,True
D1382,0.11170354572114102,True
D1383,0.05385230605171954,True
D1384,0.0671820847773927,True
D1385,0.2295387896560917,True
D1386,0.09437483337776593,True
D1387,0.07384697414022927,True
D1388,0.15862436683551054,True
D1389,0.07891229005598507,True
D1390,0.14716075713143162,True
D1391,0.0946414289522794,True
D1392,0.07118101839509464,True
D1393,0.05491868834977339,True
D1394,0.09224206878165822,True
D1395,0.17515329245534525,True
D1396,0.11943481738203146,True
D1397,0.2122100773127166,True
D1398,0.07144761396960811,True
D1399,0.09197547320714476,True
D1400,0.11596907491335644,True
D1401,0.07384697414022927,True
D1402,0.12529992002132764,True
D1403,0.21407624633431085,True
D1404,0.13596374300186617,True
D1405,0.065049320181285,True
D1406,0.23433750999733405,True
D1407,0.1162356704878699,True
D1408,0.07997867235403892,True
D1409,0.06824846707544655,True
D1410,0.0815782458011197,True
D1411,0.1551586243668355,True
D1412,0.1948813649693415,True
D1413,0.05998400426552919,True
D1414,0.12476672887230073,True
D1415,0.07278059184217542,True
D1416,0.05385230605171954,True
D1417,0.0671820847773927,True
D1418,0.09277525993068515,True
D1419,0.07571314316182351,True
D1420,0.12956544921354304,True
D1421,0.1487603305785124,True
D1422,0.15142628632364702,True
D1423,0.06984804052252733,True
D1424,0.07491335643828312,True
D1425,0.1378299120234604,True
D1426,0.05625166622234071,True
D1427,0.13942948547054118,True
D1428,0.0765129298853639,True
D1429,0.14156225006664888,True
D1430,0.11970141295654492,True
D1431,0.1711543588376433,True
D1432,0.0959744068248467,True
D1433,0.10850439882697947,True
D1434,0.12689949346840843,True
D1435,0.0621167688616369,True
D1436,0.15569181551586245,True
D1437,0.0519861370301253,True
D1438,0.07704612103439083,True
D1439,0.06531591575579845,True
D1440,0.05571847507331378,True
D1441,0.1378299120234604,True
D1442,0.09037589976006398,True
D1443,0.05305251932817915,True
D1444,0.06238336443615036,True
D1445,0.11516928818981605,True
D1446,0.11143695014662756,True
D1447,0.1061050386563583,True
D1448,0.09357504665422554,True
D1449,0.05385230605171954,True
D1450,0.014929352172753933,False
D1451,0.012529992002132765,False
D1452,0.025593175153292454,True
D1453,0.02159424153559051,True
D1454,0.015995734470807786,False
D1455,0.014929352172753933,False
D1456,0.024793388429752067,True
D1457,0.018395094641428952,False
D1458,0.021860837110103972,True
D1459,0.015462543321780858,False
D1460,0.01652892561983471,False
D1461,0.017595307917888565,False
D1462,0.01999466808850973,False
D1463,0.013063183151159691,False
D1464,0.01466275659824047,False
D1465,0.01466275659824047,False
D1466,0.009064249533457745,False
D1467,0.024793388429752067,True
D1468,0.02346041055718475,True
D1469,0.030658491069048253,True
D1470,0.03359104238869635,True
D1471,0.019461476939482806,False
D1472,0.02346041055718475,True
D1473,0.027992535323913624,True
D1474,0.01999466808850973,False
D1475,0.011730205278592375,False
D1476,0.01999466808850973,False
D1477,0.016795521194348174,False
D1478,0.017861903492402027,False
D1479,0.015995734470807786,False
D1480,0.011996800853105838,False
D1481,0.023193814982671288,True
D1482,0.019461476939482806,False
D1483,0.021061050386563585,True
D1484,0.01972807251399627,False
D1485,0.011197014129565449,False
D1486,0.02079445481205012,True
D1487,0.008797653958944282,False
D1488,0.01919488136496934,False
D1489,0.025326579578778992,True
D1490,0.010930418555051986,False
D1491,0.013596374300186616,False
D1492,0.020261263663023193,True
D1493,0.013596374300186616,False
D1494,0.029858704345507865,True
D1495,0.030125299920021328,True
D1496,0.014396161023727006,False
D1497,0.01919488136496934,False
D1498,0.016795521194348174,False
D1499,0.017062116768861636,False
D1500,0.014929352172753933,False
D1501,0.018928285790455877,False
D1502,0.01572913889629432,False
D1503,0.01572913889629432,False
D1504,0.025859770727805917,True
D1505,0.021327645961077047,True
D1506,0.019461476939482806,False
D1507,0.026126366302319383,True
D1508,0.012796587576646227,False
D1509,0.016795521194348174,False
D1510,0.014129565449213543,False
D1511,0.02692615302585977,True
D1512,0.015195947747267395,False
D1513,0.030125299920021328,True
D1514,0.017595307917888565,False
D1515,0.012263396427619302,False
D1516,0.013063183151159691,False
D1517,0.024793388429752067,True
D1518,0.021061050386563585,True
D1519,0.022394028259130897,True
D1520,0.015462543321780858,False
D1521,0.013063183151159691,False
D1522,0.010930418555051986,False
D1523,0.018395094641428952,False
D1524,0.022127432684617435,True
D1525,0.01386296987470008,False
D1526,0.013596374300186616,False
D1527,0.018928285790455877,False
D1528,0.015995734470807786,False
D1529,0.013329778725673154,False
D1530,0.012796587576646227,False
D1531,0.02079445481205012,True
D1532,0.01999466808850973,False
D1533,0.020261263663023193,True
D1534,0.026392961876832845,True
D1535,0.021061050386563585,True
D1536,0.03199146894161557,True
D1537,0.015195947747267395,False
D1538,0.01626233004532125,False
D1539,0.01466275659824047,False
D1540,0.015195947747267395,False
D1541,0.012529992002132765,False
D1542,0.013329778725673154,False
D1543,0.0346574246867502,True
D1544,0.014396161023727006,False
D1545,0.01972807251399627,False
D1546,0.015462543321780858,False
D1547,0.01652892561983471,False
D1548,0.026659557451346308,True
D1549,0.012796587576646227,False
D1550,0.014929352172753933,False
D1551,0.025326579578778992,True
D1552,0.02505998400426553,True
D1553,0.01386296987470008,False
D1554,0.018395094641428952,False
D1555,0.012796587576646227,False
D1556,0.025859770727805917,True
D1557,0.010663822980538524,False
D1558,0.014396161023727006,False
D1559,0.02692615302585977,True
D1560,0.011463609704078913,False
D1561,0.023193814982671288,True
D1562,0.025859770727805917,True
D1563,0.015195947747267395,False
D1564,0.01572913889629432,False
D1565,0.03945614502799254,True
D1566,0.018395094641428952,False
D1567,0.01972807251399627,False
D1568,0.012529992002132765,False
D1569,0.018661690215942415,False
D1570,0.01039722740602506,False
D1571,0.013329778725673154,False
D1572,0.013063183151159691,False
D1573,0.012796587576646227,False
D1574,0.027192748600373233,True
D1575,0.012796587576646227,False
D1576,0.014396161023727006,False
D1577,0.015462543321780858,False
D1578,0.01626233004532125,False
D1579,0.023193814982671288,True
D1580,0.022394028259130897,True
D1581,0.012529992002132765,False
D1582,0.0173287123433751,False
D1583,0.02079445481205012,True
D1584,0.01652892561983471,False
D1585,0.020527859237536656,True
D1586,0.014929352172753933,False
D1587,0.02692615302585977,True
D1588,0.015995734470807786,False
D1589,0.01572913889629432,False
D1590,0.022660623833644363,True
D1591,0.013063183151159691,False
D1592,0.014129565449213543,False
D1593,0.022927219408157826,True
D1594,0.02852572647294055,True
D1595,0.014929352172753933,False
D1596,0.03732338043188483,True
D1597,0.009864036256998134,False
D1598,0.021860837110103972,True
D1599,0.0173287123433751,False
D1600,0.011463609704078913,False
D1601,0.017861903492402027,False
D1602,0.02932551319648094,True
D1603,0.024793388429752067,True
D1604,0.015995734470807786,False
D1605,0.029858704345507865,True
D1606,0.014129565449213543,False
D1607,0.025859770727805917,True
D1608,0.022927219408157826,True
D1609,0.02079445481205012,True
D1610,0.019461476939482806,False
D1611,0.01812849906691549,False
D1612,0.01919488136496934,False
D1613,0.01466275659824047,False
D1614,0.036790189282857905,True
D1615,0.010930418555051986,False
D1616,0.015195947747267395,False
D1617,0.011197014129565449,False
D1618,0.017861903492402027,False
D1619,0.02079445481205012,True
D1620,0.018395094641428952,False
D1621,0.01039722740602506,False
D1622,0.029592108770994403,True
D1623,0.031724873367102106,True
D1624,0.017595307917888565,False
D1625,0.013596374300186616,False
D1626,0.013596374300186616,False
D1627,0.022927219408157826,True
D1628,0.01386296987470008,False
D1629,0.013329778725673154,False
D1630,0.015462543321780858,False
D1631,0.014396161023727006,False
D1632,0.011730205278592375,False
D1633,0.01386296987470008,False
D1634,0.02079445481205012,True
D1635,0.010930418555051986,False
D1636,0.018928285790455877,False
D1637,0.01626233004532125,False
D1638,0.013063183151159691,False
D1639,0.012796587576646227,False
D1640,0.019461476939482806,False
D1641,0.02079445481205012,True
D1642,0.015462543321780858,False
D1643,0.01626233004532125,False
D1644,0.02159424153559051,True
D1645,0.018928285790455877,False
D1646,0.01466275659824047,False
D1647,0.011197014129565449,False
D1648,0.021061050386563585,True
D1649,0.012263396427619302,False
D1650,0.015462543321780858,False
D1651,0.01572913889629432,False
D1652,0.018395094641428952,False
D1653,0.022127432684617435,True
D1654,0.021860837110103972,True
D1655,0.011463609704078913,False
D1656,0.029058917621967474,True
D1657,0.018395094641428952,False
D1658,0.013063183151159691,False
D1659,0.018395094641428952,False
D1660,0.012529992002132765,False
D1661,0.022127432684617435,True
D1662,0.015195947747267395,False
D1663,0.011996800853105838,False
D1664,0.015462543321780858,False
D1665,0.022927219408157826,True
D1666,0.012529992002132765,False
D1667,0.010930418555051986,False
D1668,0.021860837110103972,True
D1669,0.01919488136496934,False
D1670,0.01039722740602506,False
D1671,0.01039722740602506,False
D1672,0.01652892561983471,False
D1673,0.014929352172753933,False
D1674,0.017062116768861636,False
D1675,0.01572913889629432,False
D1676,0.022127432684617435,True
D1677,0.029058917621967474,True
D1678,0.01572913889629432,False
D1679,0.01626233004532125,False
D1680,0.011996800853105838,False
D1681,0.017062116768861636,False
D1682,0.017062116768861636,False
D1683,0.012263396427619302,False
D1684,0.023193814982671288,True
D1685,0.01039722740602506,False
D1686,0.017062116768861636,False
D1687,0.011730205278592375,False
D1688,0.012263396427619302,False
D1689,0.014929352172753933,False
D1690,0.035990402559317514,True
D1691,0.018395094641428952,False
D1692,0.012796587576646227,False
D1693,0.01919488136496934,False
D1694,0.012796587576646227,False
D1695,0.016795521194348174,False
D1696,0.017062116768861636,False
D1697,0.012796587576646227,False
D1698,0.021327645961077047,True
D1699,0.026392961876832845,True
D1700,0.029858704345507865,True
D1701,0.011996800853105838,False
D1702,0.026126366302319383,True
D1703,0.023193814982671288,True
D1704,0.013063183151159691,False
D1705,0.01919488136496934,False
D1706,0.015995734470807786,False
D1707,0.011463609704078913,False
D1708,0.009064249533457745,False
D1709,0.01626233004532125,False
D1710,0.01919488136496934,False
D1711,0.014129565449213543,False
D1712,0.013596374300186616,False
D1713,0.017062116768861636,False
D1714,0.01466275659824047,False
D1715,0.018395094641428952,False
D1716,0.02932551319648094,True
D1717,0.02159424153559051,True
D1718,0.01572913889629432,False
D1719,0.010663822980538524,False
D1720,0.0173287123433751,False
D1721,0.010930418555051986,False
D1722,0.011730205278592375,False
D1723,0.01572913889629432,False
D1724,0.019461476939482806,False
D1725,0.015995734470807786,False
D1726,0.014396161023727006,False
D1727,0.017595307917888565,False
D1728,0.029058917621967474,True
D1729,0.016795521194348174,False
D1730,0.013596374300186616,False
D1731,0.021860837110103972,True
D1732,0.01572913889629432,False
D1733,0.027459344174886696,True
D1734,0.02505998400426553,True
D1735,0.014929352172753933,False
D1736,0.014929352172753933,False
D1737,0.0173287123433751,False
D1738,0.014129565449213543,False
D1739,0.04052252732604639,True
D1740,0.011730205278592375,False
D1741,0.019461476939482806,False
D1742,0.013063183151159691,False
D1743,0.015195947747267395,False
D1744,0.0346574246867502,True
D1745,0.011996800853105838,False
D1746,0.01386296987470008,False
D1747,0.017062116768861636,False
D1748,0.010663822980538524,False
D1749,0.03545721141029059,True
D1750,0.013329778725673154,False
D1751,0.018395094641428952,False
D1752,0.027459344174886696,True
D1753,0.014929352172753933,False
D1754,0.014396161023727006,False
D1755,0.024793388429752067,True
D1756,0.011197014129565449,False
D1757,0.02879232204745401,True
D1758,0.012529992002132765,False
D1759,0.021061050386563585,True
D1760,0.012796587576646227,False
D1761,0.02852572647294055,True
D1762,0.016795521194348174,False
D1763,0.014396161023727006,False
D1764,0.029858704345507865,True
D1765,0.01999466808850973,False
D1766,0.01812849906691549,False
D1767,0.02692615302585977,True
D1768,0.01466275659824047,False
D1769,0.01386296987470008,False
D1770,0.021860837110103972,True
D1771,0.015195947747267395,False
D1772,0.016795521194348174,False
D1773,0.012263396427619302,False
D1774,0.011730205278592375,False
D1775,0.020261263663023193,True
D1776,0.011197014129565449,False
